Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Run,GyroX,GyroY,GyroZ
651,2025-10-19T15:15:39.080Z,53.8233517,17.3411232,143.6,3.28,-0.033,0.025,1.001,1,-0.19,-0.16,3.72
652,2025-10-19T15:15:39.120Z,53.8233517,17.3411238,143.6,3.57,-0.032,0.024,1.000,1,-0.12,-0.14,4.05
653,2025-10-19T15:15:39.160Z,53.8233517,17.3411244,143.6,3.24,-0.031,0.025,1.000,1,-0.08,-0.07,4.36
654,2025-10-19T15:15:39.200Z,53.8233517,17.3411248,143.6,3.10,-0.031,0.024,1.000,1,-0.06,0.01,4.62
655,2025-10-19T15:15:39.240Z,53.8233517,17.3411253,143.6,3.02,-0.032,0.024,1.000,1,-0.08,0.09,4.84
656,2025-10-19T15:15:39.280Z,53.8233517,17.3411259,143.6,3.21,-0.032,0.024,1.000,1,-0.06,0.12,5.05
657,2025-10-19T15:15:39.320Z,53.8233518,17.3411265,143.6,2.78,-0.032,0.023,1.000,1,-0.06,0.08,5.26
658,2025-10-19T15:15:39.360Z,53.8233519,17.3411268,143.6,2.87,-0.030,0.020,0.999,1,-0.04,0.01,5.46
659,2025-10-19T15:15:39.400Z,53.8233519,17.3411273,143.6,2.62,-0.027,0.019,0.999,1,0.00,-0.02,5.65
660,2025-10-19T15:15:39.440Z,53.8233519,17.3411277,143.6,2.62,-0.026,0.015,1.000,1,0.02,-0.08,5.81
661,2025-10-19T15:15:39.480Z,53.8233520,17.3411283,143.6,3.05,-0.024,0.013,1.000,1,0.08,-0.11,5.93
662,2025-10-19T15:15:39.520Z,53.8233521,17.3411286,143.6,2.70,-0.023,0.012,1.002,1,0.10,-0.12,6.02
663,2025-10-19T15:15:39.560Z,53.8233521,17.3411292,143.6,2.73,-0.023,0.011,1.003,1,0.12,-0.13,6.09
664,2025-10-19T15:15:39.600Z,53.8233522,17.3411296,143.6,3.14,-0.022,0.010,1.003,1,0.13,-0.15,6.14
665,2025-10-19T15:15:39.640Z,53.8233522,17.3411301,143.6,2.38,-0.023,0.009,1.002,1,0.14,-0.15,6.17
666,2025-10-19T15:15:39.680Z,53.8233523,17.3411304,143.6,2.34,-0.024,0.008,1.003,1,0.12,-0.13,6.18
667,2025-10-19T15:15:39.720Z,53.8233523,17.3411308,143.6,2.60,-0.024,0.006,1.002,1,0.11,-0.11,6.17
668,2025-10-19T15:15:39.760Z,53.8233523,17.3411312,143.6,2.64,-0.025,0.005,1.002,1,0.09,-0.06,6.14
669,2025-10-19T15:15:39.800Z,53.8233525,17.3411318,143.6,2.31,-0.026,0.003,1.002,1,0.07,-0.01,6.07
670,2025-10-19T15:15:39.840Z,53.8233525,17.3411322,143.6,2.37,-0.027,0.002,1.001,1,0.03,0.03,5.98
671,2025-10-19T15:15:39.880Z,53.8233525,17.3411326,143.6,2.59,-0.027,0.001,1.002,1,-0.03,0.11,5.88
672,2025-10-19T15:15:39.920Z,53.8233526,17.3411329,143.6,2.51,-0.028,0.001,1.002,1,-0.08,0.16,5.76
673,2025-10-19T15:15:39.960Z,53.8233527,17.3411334,143.6,2.14,-0.028,0.000,1.003,1,-0.13,0.17,5.64
674,2025-10-19T15:15:40.040Z,53.8233528,17.3411340,143.6,1.92,-0.028,0.000,1.002,1,-0.11,0.15,5.49
675,2025-10-19T15:15:40.080Z,53.8233528,17.3411342,143.6,2.00,-0.029,-0.002,1.000,1,-0.09,0.15,5.33
676,2025-10-19T15:15:40.120Z,53.8233528,17.3411347,143.6,2.08,-0.029,-0.004,1.000,1,-0.01,0.19,5.17
677,2025-10-19T15:15:40.160Z,53.8233528,17.3411350,143.6,2.02,-0.029,-0.004,1.000,1,0.04,0.21,5.01
678,2025-10-19T15:15:40.200Z,53.8233528,17.3411353,143.6,1.79,-0.030,-0.003,1.001,1,0.07,0.23,4.86
679,2025-10-19T15:15:40.240Z,53.8233529,17.3411356,143.6,1.65,-0.029,-0.003,1.003,1,0.07,0.23,4.72
680,2025-10-19T15:15:40.280Z,53.8233529,17.3411358,143.6,2.11,-0.029,-0.002,1.005,1,0.04,0.19,4.60
681,2025-10-19T15:15:40.320Z,53.8233530,17.3411361,143.6,2.05,-0.028,-0.001,1.006,1,0.00,0.13,4.47
682,2025-10-19T15:15:40.360Z,53.8233531,17.3411365,143.6,1.50,-0.026,-0.002,1.007,1,-0.03,0.09,4.35
683,2025-10-19T15:15:40.400Z,53.8233531,17.3411367,143.6,1.71,-0.025,-0.003,1.006,1,-0.05,0.05,4.24
684,2025-10-19T15:15:40.440Z,53.8233531,17.3411369,143.6,1.73,-0.026,-0.003,1.004,1,-0.07,0.06,4.12
685,2025-10-19T15:15:40.480Z,53.8233532,17.3411372,143.6,1.17,-0.029,-0.005,1.004,1,-0.08,0.08,4.00
686,2025-10-19T15:15:40.520Z,53.8233532,17.3411374,143.6,1.36,-0.031,-0.005,1.004,1,-0.09,0.09,3.88
687,2025-10-19T15:15:40.560Z,53.8233532,17.3411377,143.6,1.40,-0.031,-0.006,1.004,1,-0.09,0.11,3.74
688,2025-10-19T15:15:40.600Z,53.8233533,17.3411379,143.6,1.51,-0.034,-0.007,1.003,1,-0.08,0.14,3.59
689,2025-10-19T15:15:40.640Z,53.8233534,17.3411380,143.6,1.49,-0.034,-0.008,1.004,1,-0.07,0.16,3.43
690,2025-10-19T15:15:40.680Z,53.8233534,17.3411383,143.6,1.62,-0.032,-0.007,1.005,1,-0.05,0.19,3.28
691,2025-10-19T15:15:40.720Z,53.8233533,17.3411385,143.6,1.02,-0.033,-0.008,1.004,1,-0.02,0.19,3.13
692,2025-10-19T15:15:40.760Z,53.8233533,17.3411387,143.6,1.11,-0.034,-0.009,1.004,1,0.00,0.16,2.99
693,2025-10-19T15:15:40.800Z,53.8233533,17.3411388,143.6,0.86,-0.031,-0.009,1.004,1,0.00,0.13,2.84
694,2025-10-19T15:15:40.840Z,53.8233534,17.3411389,143.6,1.03,-0.033,-0.008,1.003,1,0.00,0.12,2.68
695,2025-10-19T15:15:40.880Z,53.8233535,17.3411392,143.6,1.22,-0.033,-0.009,1.002,1,0.00,0.11,2.52
696,2025-10-19T15:15:40.920Z,53.8233535,17.3411393,143.6,1.18,-0.031,-0.009,1.002,1,-0.02,0.14,2.36
697,2025-10-19T15:15:40.960Z,53.8233535,17.3411395,143.6,0.67,-0.031,-0.008,1.003,1,-0.03,0.14,2.18
698,2025-10-19T15:15:41.040Z,53.8233535,17.3411397,143.6,0.55,-0.032,-0.008,1.003,1,-0.03,0.12,2.00
699,2025-10-19T15:15:41.080Z,53.8233535,17.3411397,143.6,0.64,-0.032,-0.008,1.003,1,-0.05,0.08,1.82
700,2025-10-19T15:15:41.120Z,53.8233535,17.3411399,143.6,0.82,-0.033,-0.007,1.002,1,-0.07,0.05,1.66
701,2025-10-19T15:15:41.160Z,53.8233535,17.3411399,143.6,0.82,-0.034,-0.008,1.001,1,-0.07,0.03,1.50
702,2025-10-19T15:15:41.200Z,53.8233535,17.3411401,143.6,0.46,-0.031,-0.008,1.001,1,-0.08,0.03,1.36
703,2025-10-19T15:15:41.240Z,53.8233535,17.3411401,143.6,0.32,-0.029,-0.009,1.002,1,-0.08,0.04,1.23
704,2025-10-19T15:15:41.280Z,53.8233535,17.3411402,143.6,0.37,-0.028,-0.009,1.003,1,-0.07,0.05,1.10
705,2025-10-19T15:15:41.320Z,53.8233535,17.3411402,143.6,0.58,-0.028,-0.008,1.004,1,-0.05,0.05,0.97
706,2025-10-19T15:15:41.360Z,53.8233535,17.3411403,143.6,0.40,-0.027,-0.007,1.004,1,-0.04,0.04,0.85
707,2025-10-19T15:15:44.640Z,53.8233525,17.3411416,143.5,0.88,0.065,0.014,1.000,1,-0.12,0.01,1.85
708,2025-10-19T15:15:44.680Z,53.8233525,17.3411417,143.5,1.22,0.068,0.014,1.000,1,-0.14,0.03,2.05
709,2025-10-19T15:15:44.720Z,53.8233525,17.3411420,143.5,1.07,0.071,0.013,1.001,1,-0.16,0.07,2.26
710,2025-10-19T15:15:44.760Z,53.8233526,17.3411421,143.5,1.45,0.073,0.014,1.001,1,-0.17,0.12,2.46
711,2025-10-19T15:15:44.800Z,53.8233526,17.3411424,143.5,1.53,0.074,0.014,1.001,1,-0.15,0.17,2.68
712,2025-10-19T15:15:44.840Z,53.8233527,17.3411426,143.5,1.36,0.073,0.014,1.001,1,-0.11,0.20,2.92
713,2025-10-19T15:15:44.880Z,53.8233527,17.3411429,143.5,1.33,0.071,0.013,1.001,1,-0.06,0.22,3.13
714,2025-10-19T15:15:44.920Z,53.8233527,17.3411432,143.5,1.89,0.067,0.013,1.001,1,-0.02,0.23,3.32
715,2025-10-19T15:15:44.960Z,53.8233528,17.3411435,143.5,1.67,0.067,0.012,1.001,1,-0.02,0.23,3.51
716,2025-10-19T15:15:45.040Z,53.8233529,17.3411441,143.5,2.06,0.068,0.012,0.999,1,0.00,0.26,3.71
717,2025-10-19T15:15:45.080Z,53.8233529,17.3411444,143.5,1.92,0.072,0.013,0.998,1,0.00,0.29,3.91
718,2025-10-19T15:15:45.120Z,53.8233529,17.3411447,143.5,1.83,0.076,0.015,0.997,1,0.00,0.32,4.12
719,2025-10-19T15:15:45.160Z,53.8233529,17.3411450,143.5,1.94,0.081,0.017,0.998,1,-0.01,0.36,4.33
720,2025-10-19T15:15:45.200Z,53.8233530,17.3411453,143.5,2.11,0.084,0.020,0.999,1,-0.06,0.36,4.56
721,2025-10-19T15:15:45.240Z,53.8233530,17.3411456,143.5,2.19,0.083,0.021,1.000,1,-0.12,0.36,4.77
722,2025-10-19T15:15:45.280Z,53.8233532,17.3411462,143.5,2.74,0.082,0.020,1.002,1,-0.15,0.34,5.00
723,2025-10-19T15:15:45.320Z,53.8233533,17.3411466,143.5,3.10,0.080,0.019,1.002,1,-0.17,0.32,5.22
724,2025-10-19T15:15:45.360Z,53.8233535,17.3411471,143.5,3.07,0.079,0.019,1.001,1,-0.17,0.29,5.43
725,2025-10-19T15:15:45.400Z,53.8233535,17.3411475,143.5,2.93,0.079,0.019,1.000,1,-0.19,0.29,5.63
726,2025-10-19T15:15:45.440Z,53.8233535,17.3411478,143.5,2.69,0.080,0.020,1.001,1,-0.22,0.30,5.84
727,2025-10-19T15:15:45.480Z,53.8233536,17.3411484,143.4,2.78,0.081,0.021,1.000,1,-0.29,0.32,6.05
728,2025-10-19T15:15:45.520Z,53.8233539,17.3411487,143.4,2.93,0.081,0.021,1.001,1,-0.34,0.34,6.26
729,2025-10-19T15:15:45.560Z,53.8233540,17.3411493,143.5,2.89,0.079,0.021,1.000,1,-0.39,0.36,6.46
730,2025-10-19T15:15:45.600Z,53.8233541,17.3411496,143.5,3.00,0.077,0.019,1.001,1,-0.40,0.36,6.64
731,2025-10-19T15:15:45.640Z,53.8233541,17.3411503,143.5,3.92,0.076,0.017,1.002,1,-0.40,0.32,6.79
732,2025-10-19T15:15:45.680Z,53.8233542,17.3411511,143.5,3.91,0.077,0.016,1.003,1,-0.35,0.26,6.91
733,2025-10-19T15:15:45.720Z,53.8233544,17.3411517,143.5,4.09,0.077,0.016,1.002,1,-0.31,0.22,7.04
734,2025-10-19T15:15:45.760Z,53.8233545,17.3411521,143.4,3.40,0.078,0.012,0.999,1,-0.25,0.19,7.16
735,2025-10-19T15:15:45.800Z,53.8233547,17.3411527,143.5,3.73,0.070,0.011,0.993,1,-0.15,0.24,7.28
736,2025-10-19T15:15:45.840Z,53.8233548,17.3411533,143.5,3.87,0.057,0.004,0.994,1,-0.05,0.37,7.37
737,2025-10-19T15:15:45.880Z,53.8233551,17.3411538,143.5,3.81,0.037,-0.001,0.997,1,0.01,0.46,7.34
738,2025-10-19T15:15:45.920Z,53.8233551,17.3411545,143.5,4.18,0.015,-0.006,0.998,1,0.01,0.50,7.18
739,2025-10-19T15:15:45.960Z,53.8233552,17.3411553,143.4,4.04,-0.003,-0.008,1.001,1,-0.06,0.52,6.87
740,2025-10-19T15:15:46.040Z,53.8233554,17.3411563,143.4,3.44,-0.014,-0.011,1.004,1,-0.13,0.50,6.51
741,2025-10-19T15:15:46.080Z,53.8233557,17.3411569,143.4,3.96,-0.024,-0.010,1.006,1,-0.19,0.50,6.12
742,2025-10-19T15:15:46.120Z,53.8233557,17.3411575,143.4,3.79,-0.027,-0.010,1.006,1,-0.22,0.49,5.76
743,2025-10-19T15:15:46.160Z,53.8233558,17.3411581,143.4,3.33,-0.028,-0.008,1.004,1,-0.24,0.51,5.43
744,2025-10-19T15:15:46.200Z,53.8233559,17.3411587,143.5,3.74,-0.030,-0.008,1.003,1,-0.22,0.55,5.18
745,2025-10-19T15:15:46.240Z,53.8233559,17.3411593,143.4,3.66,-0.031,-0.009,1.003,1,-0.22,0.56,4.93
746,2025-10-19T15:15:46.280Z,53.8233562,17.3411599,143.4,3.85,-0.031,-0.009,1.002,1,-0.23,0.51,4.70
747,2025-10-19T15:15:46.320Z,53.8233563,17.3411605,143.4,3.73,-0.031,-0.011,1.002,1,-0.23,0.48,4.47
748,2025-10-19T15:15:46.360Z,53.8233565,17.3411608,143.4,3.37,-0.031,-0.015,1.002,1,-0.21,0.42,4.20
749,2025-10-19T15:15:46.400Z,53.8233565,17.3411614,143.4,3.66,-0.033,-0.018,1.000,1,-0.13,0.38,3.89
750,2025-10-19T15:15:46.440Z,53.8233566,17.3411620,143.4,3.39,-0.037,-0.022,1.001,1,-0.03,0.38,3.57
751,2025-10-19T15:15:46.480Z,53.8233568,17.3411624,143.4,2.53,-0.042,-0.023,1.003,1,0.06,0.40,3.21
752,2025-10-19T15:15:46.520Z,53.8233566,17.3411629,143.4,2.87,-0.048,-0.021,1.006,1,0.11,0.40,2.85
753,2025-10-19T15:15:46.560Z,53.8233566,17.3411635,143.4,3.28,-0.054,-0.020,1.009,1,0.12,0.38,2.52
754,2025-10-19T15:15:46.600Z,53.8233570,17.3411639,143.4,3.09,-0.059,-0.019,1.011,1,0.07,0.32,2.20
755,2025-10-19T15:15:46.640Z,53.8233571,17.3411643,143.4,3.39,-0.063,-0.017,1.008,1,0.00,0.25,1.89
756,2025-10-19T15:15:46.680Z,53.8233572,17.3411649,143.4,2.96,-0.064,-0.018,1.005,1,-0.07,0.20,1.58
757,2025-10-19T15:15:46.720Z,53.8233573,17.3411653,143.4,2.92,-0.064,-0.020,1.004,1,-0.14,0.18,1.28
758,2025-10-19T15:15:46.760Z,53.8233572,17.3411657,143.4,2.26,-0.061,-0.021,1.003,1,-0.17,0.17,1.00
759,2025-10-19T15:15:46.800Z,53.8233573,17.3411659,143.4,2.31,-0.056,-0.022,1.004,1,-0.21,0.17,0.73
760,2025-10-19T15:15:46.840Z,53.8233573,17.3411663,143.4,2.26,-0.049,-0.025,1.004,1,-0.22,0.15,0.43
761,2025-10-19T15:15:46.880Z,53.8233574,17.3411668,143.4,2.62,-0.042,-0.025,1.004,1,-0.20,0.14,0.13
762,2025-10-19T15:15:46.920Z,53.8233575,17.3411672,143.4,2.58,-0.038,-0.024,1.004,1,-0.17,0.11,-0.15
763,2025-10-19T15:15:46.960Z,53.8233575,17.3411676,143.4,2.65,-0.035,-0.018,1.005,1,-0.17,0.05,-0.42
764,2025-10-19T15:15:47.040Z,53.8233576,17.3411685,143.4,2.67,-0.034,-0.012,1.003,1,-0.20,0.00,-0.63
765,2025-10-19T15:15:47.080Z,53.8233577,17.3411689,143.4,2.25,-0.033,-0.007,1.001,1,-0.24,-0.02,-0.76
766,2025-10-19T15:15:47.120Z,53.8233577,17.3411692,143.4,2.00,-0.034,-0.004,1.001,1,-0.29,-0.03,-0.81
767,2025-10-19T15:15:47.160Z,53.8233577,17.3411694,143.4,2.09,-0.033,-0.005,1.001,1,-0.26,-0.05,-0.82
768,2025-10-19T15:15:47.200Z,53.8233577,17.3411699,143.4,2.07,-0.032,-0.006,1.000,1,-0.18,-0.06,-0.80
769,2025-10-19T15:15:47.240Z,53.8233578,17.3411701,143.4,1.72,-0.031,-0.007,1.000,1,-0.10,-0.05,-0.78
770,2025-10-19T15:15:47.280Z,53.8233578,17.3411705,143.4,2.02,-0.033,-0.008,1.001,1,0.00,-0.05,-0.79
771,2025-10-19T15:15:47.320Z,53.8233579,17.3411709,143.4,2.46,-0.039,-0.006,1.001,1,0.03,-0.03,-0.85
772,2025-10-19T15:15:47.360Z,53.8233579,17.3411712,143.4,2.13,-0.050,-0.005,1.002,1,0.03,-0.01,-0.89
773,2025-10-19T15:15:47.400Z,53.8233579,17.3411715,143.4,1.79,-0.065,-0.005,1.004,1,0.04,0.00,-0.92
774,2025-10-19T15:15:47.440Z,53.8233580,17.3411718,143.4,1.73,-0.081,-0.003,1.005,1,0.04,-0.01,-0.91
775,2025-10-19T15:15:47.480Z,53.8233580,17.3411720,143.4,1.73,-0.099,0.000,1.006,1,0.03,-0.03,-0.85
776,2025-10-19T15:15:47.520Z,53.8233581,17.3411723,143.4,1.68,-0.125,0.000,1.004,1,0.03,0.00,-0.77
777,2025-10-19T15:15:47.560Z,53.8233581,17.3411724,143.4,1.21,-0.160,0.002,1.002,1,0.01,0.10,-0.67
778,2025-10-19T15:15:47.600Z,53.8233581,17.3411725,143.4,0.76,-0.201,0.004,1.005,1,-0.02,0.21,-0.53
779,2025-10-19T15:15:47.640Z,53.8233581,17.3411725,143.4,0.42,-0.225,0.004,1.008,1,-0.04,0.17,-0.36
780,2025-10-19T15:15:47.680Z,53.8233582,17.3411725,143.4,0.44,-0.218,0.003,1.010,1,-0.06,0.00,-0.18
781,2025-10-19T15:15:47.720Z,53.8233581,17.3411723,143.4,0.39,-0.175,0.002,1.010,1,-0.05,-0.26,-0.01
782,2025-10-19T15:15:47.760Z,53.8233580,17.3411724,143.4,0.13,-0.108,-0.001,1.003,1,-0.03,-0.44,0.11
783,2025-10-19T15:15:47.800Z,53.8233580,17.3411724,143.4,0.58,-0.040,-0.004,0.999,1,-0.01,-0.44,0.14
784,2025-10-19T15:15:47.840Z,53.8233580,17.3411725,143.4,0.40,0.004,-0.005,0.997,1,0.00,-0.32,0.12
785,2025-10-19T15:15:47.880Z,53.8233580,17.3411724,143.4,0.17,0.020,-0.005,0.997,1,0.00,-0.13,0.07
786,2025-10-19T15:15:47.920Z,53.8233580,17.3411724,143.4,0.25,0.015,-0.004,0.999,1,0.01,0.02,0.02
787,2025-10-19T15:15:47.960Z,53.8233580,17.3411724,143.4,0.17,0.001,-0.003,1.004,1,0.01,0.09,0.00
788,2025-10-19T15:15:52.400Z,53.8233572,17.3411719,143.4,0.75,0.260,-0.016,1.012,1,0.13,-1.53,-0.40
789,2025-10-19T15:15:52.440Z,53.8233572,17.3411723,143.4,1.77,0.355,-0.019,0.995,1,0.09,-1.41,-0.64
790,2025-10-19T15:15:52.480Z,53.8233573,17.3411726,143.4,2.01,0.407,-0.018,0.979,1,-0.01,-0.79,-0.94
791,2025-10-19T15:15:52.520Z,53.8233573,17.3411732,143.4,2.80,0.420,-0.020,0.965,1,-0.05,-0.04,-1.26
792,2025-10-19T15:15:52.560Z,53.8233574,17.3411739,143.4,4.05,0.411,-0.025,0.980,1,-0.01,0.32,-1.74
793,2025-10-19T15:15:52.600Z,53.8233573,17.3411747,143.4,4.20,0.401,-0.024,0.995,1,0.14,0.11,-2.25
794,2025-10-19T15:15:52.640Z,53.8233574,17.3411754,143.4,4.64,0.410,-0.022,0.997,1,0.33,-0.39,-2.70
795,2025-10-19T15:15:52.680Z,53.8233574,17.3411765,143.4,5.32,0.435,-0.019,1.001,1,0.37,-0.77,-3.06
796,2025-10-19T15:15:52.720Z,53.8233575,17.3411775,143.4,5.90,0.460,-0.011,1.007,1,0.34,-0.93,-3.31
797,2025-10-19T15:15:52.760Z,53.8233576,17.3411787,143.4,6.57,0.484,-0.010,0.994,1,0.28,-0.87,-3.32
798,2025-10-19T15:15:52.800Z,53.8233577,17.3411799,143.4,7.12,0.495,-0.005,0.993,1,0.06,-0.65,-3.23
799,2025-10-19T15:15:52.840Z,53.8233579,17.3411811,143.4,7.30,0.514,-0.002,0.998,1,0.11,-0.65,-3.03
800,2025-10-19T15:15:52.880Z,53.8233581,17.3411824,143.4,8.07,0.536,-0.004,0.998,1,0.23,-0.87,-2.63
801,2025-10-19T15:15:52.920Z,53.8233583,17.3411841,143.4,8.92,0.562,0.006,1.002,1,0.18,-1.13,-2.12
802,2025-10-19T15:15:52.960Z,53.8233586,17.3411858,143.4,9.89,0.593,0.019,0.998,1,0.04,-1.20,-1.32
803,2025-10-19T15:15:53.040Z,53.8233591,17.3411897,143.4,12.03,0.616,0.025,0.999,1,-0.09,-1.09,-0.12
804,2025-10-19T15:15:53.080Z,53.8233594,17.3411918,143.4,12.85,0.633,0.020,0.996,1,-0.12,-1.00,1.21
805,2025-10-19T15:15:53.120Z,53.8233598,17.3411942,143.4,13.58,0.649,0.029,0.994,1,-0.13,-0.92,2.58
806,2025-10-19T15:15:53.160Z,53.8233601,17.3411966,143.4,14.31,0.671,0.028,0.987,1,-0.03,-0.79,4.14
807,2025-10-19T15:15:53.200Z,53.8233604,17.3411991,143.4,15.08,0.687,0.021,0.983,1,0.10,-0.53,5.59
808,2025-10-19T15:15:53.240Z,53.8233608,17.3412019,143.4,16.05,0.695,0.029,0.985,1,0.12,-0.24,6.89
809,2025-10-19T15:15:53.280Z,53.8233614,17.3412048,143.4,17.13,0.702,0.025,0.987,1,0.01,-0.03,8.10
810,2025-10-19T15:15:53.320Z,53.8233619,17.3412078,143.4,17.99,0.709,0.007,0.982,1,-0.10,0.16,9.01
811,2025-10-19T15:15:53.360Z,53.8233624,17.3412109,143.4,18.93,0.717,-0.016,0.983,1,-0.08,0.36,9.34
812,2025-10-19T15:15:53.400Z,53.8233630,17.3412142,143.4,19.69,0.721,-0.050,0.982,1,0.08,0.48,9.05
813,2025-10-19T15:15:53.440Z,53.8233635,17.3412177,143.3,20.74,0.729,-0.063,0.981,1,0.24,0.56,8.19
814,2025-10-19T15:15:53.480Z,53.8233641,17.3412213,143.3,22.06,0.736,-0.073,0.986,1,0.47,0.64,7.01
815,2025-10-19T15:15:53.520Z,53.8233646,17.3412252,143.3,22.95,0.748,-0.064,0.987,1,0.57,0.65,5.83
816,2025-10-19T15:15:53.560Z,53.8233653,17.3412292,143.3,24.10,0.755,-0.038,0.988,1,0.28,0.67,5.00
817,2025-10-19T15:15:53.600Z,53.8233661,17.3412334,143.3,25.04,0.761,-0.020,0.993,1,0.28,0.59,4.60
818,2025-10-19T15:15:53.640Z,53.8233668,17.3412377,143.3,26.06,0.769,-0.013,1.000,1,0.17,0.40,4.63
819,2025-10-19T15:15:53.680Z,53.8233676,17.3412422,143.3,26.90,0.783,-0.005,1.009,1,-0.04,0.06,4.83
820,2025-10-19T15:15:53.720Z,53.8233684,17.3412468,143.3,27.99,0.794,-0.012,1.020,1,0.12,-0.34,4.94
821,2025-10-19T15:15:53.760Z,53.8233692,17.3412516,143.3,29.10,0.805,-0.033,1.025,1,0.10,-0.84,4.68
822,2025-10-19T15:15:53.800Z,53.8233699,17.3412566,143.3,30.20,0.821,-0.042,1.016,1,0.00,-1.26,4.00
823,2025-10-19T15:15:53.840Z,53.8233708,17.3412619,143.3,31.32,0.835,-0.058,1.005,1,-0.01,-1.50,2.88
824,2025-10-19T15:15:53.880Z,53.8233717,17.3412672,143.3,32.13,0.849,-0.072,0.992,1,-0.08,-1.52,1.40
825,2025-10-19T15:15:53.920Z,53.8233725,17.3412727,143.3,33.46,0.869,-0.090,0.984,1,-0.09,-1.34,-0.36
826,2025-10-19T15:15:53.960Z,53.8233733,17.3412785,143.3,34.61,0.877,-0.113,0.992,1,0.31,-0.94,-2.62
827,2025-10-19T15:15:54.040Z,53.8233753,17.3412906,143.3,37.42,0.879,-0.128,1.012,1,0.47,-1.03,-5.26
828,2025-10-19T15:15:54.080Z,53.8233763,17.3412973,143.3,38.84,0.891,-0.126,0.995,1,0.76,-1.46,-7.74
829,2025-10-19T15:15:54.120Z,53.8233774,17.3413039,143.3,39.69,0.918,-0.096,0.939,1,1.31,-1.45,-9.73
830,2025-10-19T15:15:54.160Z,53.8233785,17.3413106,143.3,40.64,0.941,-0.021,0.876,1,1.53,-0.36,-10.61
831,2025-10-19T15:15:54.200Z,53.8233796,17.3413174,143.4,41.58,0.945,0.050,0.831,1,1.45,1.58,-9.90
832,2025-10-19T15:15:54.240Z,53.8233808,17.3413246,143.3,43.16,0.896,0.108,0.866,1,1.69,3.59,-7.71
833,2025-10-19T15:15:54.280Z,53.8233823,17.3413319,143.3,45.00,0.837,0.141,0.938,1,0.99,4.22,-4.60
834,2025-10-19T15:15:54.320Z,53.8233837,17.3413395,143.3,46.21,0.802,0.118,1.012,1,0.68,3.08,-1.41
835,2025-10-19T15:15:54.360Z,53.8233849,17.3413469,143.3,46.32,0.834,0.081,1.059,1,0.84,0.75,1.15
836,2025-10-19T15:15:54.400Z,53.8233862,17.3413547,143.3,47.02,0.902,0.044,1.061,1,0.30,-1.34,2.92
837,2025-10-19T15:15:54.440Z,53.8233875,17.3413627,143.3,48.53,0.979,0.011,1.019,1,0.23,-2.20,3.58
838,2025-10-19T15:15:54.480Z,53.8233888,17.3413709,143.3,50.21,1.018,0.003,0.969,1,0.34,-1.66,3.40
839,2025-10-19T15:15:54.520Z,53.8233906,17.3413795,143.3,52.10,1.014,0.007,0.932,1,-0.30,-0.37,2.84
840,2025-10-19T15:15:54.560Z,53.8233920,17.3413882,143.3,53.18,0.976,0.000,0.940,1,-0.97,0.82,2.03
841,2025-10-19T15:15:54.600Z,53.8233937,17.3413972,143.3,54.53,0.943,-0.011,0.964,1,-1.32,1.14,1.01
842,2025-10-19T15:15:54.640Z,53.8233953,17.3414063,143.3,55.83,0.931,-0.043,1.000,1,-1.92,0.64,-0.19
843,2025-10-19T15:15:54.680Z,53.8233968,17.3414158,143.3,57.14,0.945,-0.085,1.009,1,-2.05,-0.29,-1.79
844,2025-10-19T15:15:54.720Z,53.8233985,17.3414253,143.3,58.15,0.964,-0.123,0.999,1,-1.78,-0.83,-3.44
845,2025-10-19T15:15:54.760Z,53.8234003,17.3414351,143.3,59.41,0.958,-0.157,0.973,1,-1.33,-0.47,-4.89
846,2025-10-19T15:15:54.800Z,53.8234018,17.3414452,143.3,60.78,0.918,-0.153,0.966,1,-0.59,0.33,-5.89
847,2025-10-19T15:15:54.840Z,53.8234034,17.3414554,143.3,62.22,0.855,-0.136,0.978,1,-0.18,0.68,-5.94
848,2025-10-19T15:15:54.880Z,53.8234050,17.3414658,143.3,63.04,0.796,-0.098,1.012,1,0.00,0.46,-5.25
849,2025-10-19T15:15:54.920Z,53.8234066,17.3414761,143.3,63.37,0.758,-0.058,1.030,1,-0.25,-0.18,-4.12
850,2025-10-19T15:15:54.960Z,53.8234084,17.3414867,143.3,64.34,0.724,-0.029,1.042,1,-1.21,-0.25,-2.83
851,2025-10-19T15:15:55.040Z,53.8234121,17.3415082,143.3,66.65,0.695,-0.028,1.022,1,-2.10,-0.40,-1.83
852,2025-10-19T15:15:55.080Z,53.8234139,17.3415191,143.3,67.09,0.687,-0.030,0.981,1,-2.64,-0.15,-1.27
853,2025-10-19T15:15:55.120Z,53.8234157,17.3415303,143.3,67.95,0.671,-0.058,0.934,1,-2.14,0.61,-0.96
854,2025-10-19T15:15:55.160Z,53.8234174,17.3415415,143.3,68.76,0.646,-0.071,0.909,1,-1.23,1.73,-0.81
855,2025-10-19T15:15:55.200Z,53.8234193,17.3415530,143.3,69.72,0.629,-0.076,0.905,1,0.46,2.20,-0.63
856,2025-10-19T15:15:55.240Z,53.8234211,17.3415646,143.3,70.64,0.622,-0.065,0.914,1,2.00,2.39,-0.32
857,2025-10-19T15:15:55.280Z,53.8234229,17.3415762,143.3,71.53,0.606,-0.053,0.947,1,2.81,2.16,0.08
