Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Run,GyroX,GyroY,GyroZ
1,2025-10-19T15:21:54.520Z,53.8233126,17.3409673,142.0,0.28,0.000,0.004,1.002,1,0.00,0.00,-0.01
2,2025-10-19T15:21:54.560Z,53.8233124,17.3409673,142.0,1.08,0.000,0.004,1.002,1,0.00,0.00,-0.01
3,2025-10-19T15:21:54.600Z,53.8233125,17.3409673,142.0,0.10,0.000,0.004,1.002,1,0.00,-0.01,-0.01
4,2025-10-19T15:21:54.640Z,53.8233124,17.3409673,142.0,0.12,0.000,0.004,1.002,1,0.00,-0.01,-0.01
5,2025-10-19T15:21:54.680Z,53.8233124,17.3409673,142.0,0.10,0.000,0.004,1.002,1,0.00,-0.01,0.00
6,2025-10-19T15:21:54.720Z,53.8233124,17.3409673,142.0,0.12,0.000,0.004,1.002,1,0.00,-0.01,0.00
7,2025-10-19T15:21:54.760Z,53.8233123,17.3409673,142.0,0.23,0.000,0.004,1.002,1,0.00,-0.01,0.00
8,2025-10-19T15:21:54.800Z,53.8233124,17.3409673,142.0,0.28,0.000,0.004,1.002,1,0.00,0.00,0.00
9,2025-10-19T15:21:54.840Z,53.8233124,17.3409673,142.0,0.21,0.000,0.004,1.002,1,-0.01,0.00,-0.01
10,2025-10-19T15:21:54.880Z,53.8233125,17.3409673,142.0,0.44,0.000,0.004,1.002,1,-0.01,0.00,-0.01
11,2025-10-19T15:21:54.960Z,53.8233124,17.3409673,142.0,0.21,0.000,0.004,1.002,1,-0.01,0.00,-0.01
12,2025-10-19T15:21:55.040Z,53.8233124,17.3409673,142.0,0.18,0.000,0.004,1.002,1,-0.01,0.00,-0.01
13,2025-10-19T15:22:11.040Z,53.8233099,17.3409688,142.0,0.84,0.089,0.000,1.002,1,0.04,0.00,-0.30
14,2025-10-19T15:22:11.080Z,53.8233100,17.3409690,142.0,1.25,0.095,0.000,1.000,1,0.03,0.00,-0.36
15,2025-10-19T15:22:11.120Z,53.8233101,17.3409692,142.0,1.61,0.100,0.000,0.998,1,0.00,0.00,-0.41
16,2025-10-19T15:22:11.160Z,53.8233102,17.3409695,142.0,1.45,0.108,0.000,0.995,1,-0.02,0.02,-0.47
17,2025-10-19T15:22:11.200Z,53.8233102,17.3409698,142.0,1.80,0.112,0.000,0.995,1,-0.06,0.05,-0.52
18,2025-10-19T15:22:11.240Z,53.8233103,17.3409702,142.0,2.19,0.114,0.001,0.996,1,-0.10,0.10,-0.56
19,2025-10-19T15:22:11.280Z,53.8233103,17.3409705,142.0,2.07,0.112,0.000,0.997,1,-0.16,0.11,-0.60
20,2025-10-19T15:22:11.320Z,53.8233103,17.3409708,142.0,2.02,0.111,0.001,1.000,1,-0.23,0.11,-0.65
21,2025-10-19T15:22:11.360Z,53.8233104,17.3409711,142.0,2.30,0.106,0.001,1.001,1,-0.27,0.09,-0.70
22,2025-10-19T15:22:11.400Z,53.8233106,17.3409716,142.0,2.53,0.105,-0.001,1.003,1,-0.28,0.05,-0.75
23,2025-10-19T15:22:11.440Z,53.8233106,17.3409719,142.0,2.21,0.103,-0.002,1.002,1,-0.25,0.00,-0.80
24,2025-10-19T15:22:11.480Z,53.8233107,17.3409723,142.0,2.91,0.104,-0.002,1.001,1,-0.20,-0.03,-0.85
25,2025-10-19T15:22:11.520Z,53.8233108,17.3409730,142.0,3.03,0.107,-0.004,0.998,1,-0.11,-0.03,-0.90
26,2025-10-19T15:22:11.560Z,53.8233109,17.3409735,142.0,3.16,0.110,-0.004,0.996,1,-0.01,0.00,-0.96
27,2025-10-19T15:22:11.600Z,53.8233109,17.3409740,142.0,3.33,0.109,-0.004,0.995,1,0.10,0.07,-1.01
28,2025-10-19T15:22:11.640Z,53.8233110,17.3409745,142.0,3.33,0.111,-0.004,0.996,1,0.22,0.13,-1.07
29,2025-10-19T15:22:11.680Z,53.8233112,17.3409752,142.0,3.71,0.113,-0.002,0.998,1,0.28,0.16,-1.13
30,2025-10-19T15:22:11.720Z,53.8233113,17.3409757,142.0,3.37,0.112,0.000,0.999,1,0.31,0.20,-1.18
31,2025-10-19T15:22:11.760Z,53.8233115,17.3409763,142.0,3.80,0.113,0.000,1.001,1,0.26,0.20,-1.24
32,2025-10-19T15:22:11.800Z,53.8233115,17.3409769,142.0,4.18,0.113,0.001,1.003,1,0.19,0.18,-1.29
33,2025-10-19T15:22:11.840Z,53.8233118,17.3409777,142.0,4.30,0.112,0.000,1.006,1,0.10,0.14,-1.34
34,2025-10-19T15:22:11.880Z,53.8233119,17.3409784,142.0,4.46,0.112,-0.001,1.007,1,0.04,0.08,-1.39
35,2025-10-19T15:22:11.920Z,53.8233121,17.3409792,142.1,4.45,0.114,-0.003,1.006,1,-0.01,0.01,-1.44
36,2025-10-19T15:22:11.960Z,53.8233121,17.3409799,142.1,4.55,0.116,-0.004,1.005,1,-0.06,-0.03,-1.51
37,2025-10-19T15:22:12.040Z,53.8233125,17.3409815,142.1,4.93,0.122,-0.006,1.002,1,-0.05,-0.02,-1.57
38,2025-10-19T15:22:12.080Z,53.8233127,17.3409823,142.1,5.27,0.128,-0.006,1.000,1,-0.05,0.02,-1.62
39,2025-10-19T15:22:12.120Z,53.8233127,17.3409832,142.0,5.33,0.138,-0.004,0.996,1,-0.06,0.04,-1.67
40,2025-10-19T15:22:12.160Z,53.8233130,17.3409841,142.1,5.61,0.158,-0.001,0.989,1,-0.15,0.05,-1.72
41,2025-10-19T15:22:12.200Z,53.8233132,17.3409850,142.0,5.71,0.178,0.000,0.984,1,-0.26,0.12,-1.75
42,2025-10-19T15:22:12.240Z,53.8233133,17.3409860,142.0,6.44,0.200,0.000,0.989,1,-0.42,0.23,-1.79
43,2025-10-19T15:22:12.280Z,53.8233136,17.3409871,142.0,6.63,0.220,-0.003,0.997,1,-0.56,0.33,-1.83
44,2025-10-19T15:22:12.320Z,53.8233139,17.3409882,142.0,6.93,0.233,-0.005,1.009,1,-0.67,0.36,-1.88
45,2025-10-19T15:22:12.360Z,53.8233140,17.3409894,142.1,7.25,0.240,-0.008,1.016,1,-0.73,0.14,-1.95
46,2025-10-19T15:22:12.400Z,53.8233144,17.3409907,142.1,7.80,0.246,-0.010,1.014,1,-0.73,-0.15,-2.03
47,2025-10-19T15:22:12.440Z,53.8233146,17.3409921,142.1,8.24,0.252,-0.007,1.003,1,-0.75,-0.43,-2.10
48,2025-10-19T15:22:12.480Z,53.8233150,17.3409933,142.1,8.27,0.257,-0.007,0.990,1,-0.71,-0.55,-2.15
49,2025-10-19T15:22:12.520Z,53.8233152,17.3409948,142.1,8.75,0.263,-0.008,0.983,1,-0.60,-0.46,-2.16
50,2025-10-19T15:22:12.560Z,53.8233155,17.3409963,142.1,9.26,0.267,-0.008,0.989,1,-0.45,-0.28,-2.12
51,2025-10-19T15:22:12.600Z,53.8233158,17.3409979,142.1,9.64,0.266,-0.009,0.996,1,-0.26,-0.26,-2.08
52,2025-10-19T15:22:12.640Z,53.8233161,17.3409994,142.1,9.73,0.267,-0.009,1.000,1,-0.06,-0.37,-2.05
53,2025-10-19T15:22:12.680Z,53.8233164,17.3410012,142.1,10.34,0.269,-0.006,1.003,1,-0.01,-0.49,-1.99
54,2025-10-19T15:22:12.720Z,53.8233168,17.3410030,142.1,10.94,0.273,-0.004,1.002,1,-0.05,-0.60,-1.95
55,2025-10-19T15:22:12.760Z,53.8233172,17.3410048,142.1,10.95,0.286,-0.006,1.012,1,-0.19,-0.68,-1.96
56,2025-10-19T15:22:12.800Z,53.8233175,17.3410066,142.1,11.21,0.318,-0.011,1.030,1,-0.36,-1.07,-2.04
57,2025-10-19T15:22:12.840Z,53.8233179,17.3410085,142.1,11.91,0.376,-0.019,1.022,1,-0.46,-1.69,-2.24
58,2025-10-19T15:22:12.880Z,53.8233181,17.3410108,142.1,12.99,0.446,-0.022,1.006,1,-0.46,-2.04,-2.54
59,2025-10-19T15:22:12.920Z,53.8233186,17.3410131,142.1,13.98,0.500,-0.025,0.992,1,-0.54,-2.03,-2.89
60,2025-10-19T15:22:12.960Z,53.8233192,17.3410154,142.1,14.60,0.532,-0.031,0.988,1,-0.51,-1.69,-3.24
61,2025-10-19T15:22:13.040Z,53.8233200,17.3410205,142.1,15.96,0.539,-0.032,0.963,1,-0.41,-1.49,-3.37
62,2025-10-19T15:22:13.080Z,53.8233204,17.3410234,142.1,16.83,0.498,-0.033,0.961,1,-0.34,-0.76,-3.28
63,2025-10-19T15:22:13.120Z,53.8233208,17.3410262,142.1,17.15,0.426,-0.036,0.973,1,-0.30,0.00,-3.10
64,2025-10-19T15:22:13.160Z,53.8233213,17.3410292,142.1,17.90,0.365,-0.035,0.997,1,-0.14,0.45,-2.87
65,2025-10-19T15:22:13.200Z,53.8233218,17.3410320,142.1,17.84,0.321,-0.033,1.007,1,0.04,0.41,-2.65
66,2025-10-19T15:22:13.240Z,53.8233221,17.3410350,142.1,17.82,0.295,-0.027,1.011,1,0.25,0.60,-2.51
67,2025-10-19T15:22:13.280Z,53.8233227,17.3410378,142.1,18.18,0.268,-0.013,0.995,1,0.26,0.90,-2.35
68,2025-10-19T15:22:13.320Z,53.8233232,17.3410411,142.1,19.04,0.231,-0.006,0.985,1,0.26,1.24,-2.12
69,2025-10-19T15:22:13.360Z,53.8233237,17.3410441,142.1,19.08,0.186,-0.003,0.981,1,0.20,1.42,-1.88
70,2025-10-19T15:22:13.400Z,53.8233243,17.3410471,142.1,18.99,0.142,0.001,0.982,1,0.20,1.41,-1.61
71,2025-10-19T15:22:13.440Z,53.8233248,17.3410502,142.1,18.94,0.104,0.000,1.008,1,0.12,1.16,-1.34
72,2025-10-19T15:22:13.480Z,53.8233254,17.3410535,142.1,19.31,0.087,-0.005,1.016,1,0.28,0.69,-1.14
73,2025-10-19T15:22:13.520Z,53.8233259,17.3410564,142.1,19.01,0.083,-0.005,1.014,1,0.31,0.39,-1.04
74,2025-10-19T15:22:13.560Z,53.8233263,17.3410596,142.1,19.41,0.079,-0.009,1.006,1,0.33,0.19,-0.99
75,2025-10-19T15:22:13.600Z,53.8233269,17.3410628,142.1,19.67,0.072,-0.015,0.990,1,0.43,0.13,-1.00
76,2025-10-19T15:22:13.640Z,53.8233274,17.3410660,142.0,19.54,0.061,-0.011,0.980,1,0.42,0.20,-1.04
77,2025-10-19T15:22:13.680Z,53.8233279,17.3410692,142.1,19.65,0.049,-0.008,0.994,1,0.35,0.17,-1.04
78,2025-10-19T15:22:13.720Z,53.8233285,17.3410724,142.1,19.58,0.043,-0.010,1.002,1,0.27,0.12,-1.01
79,2025-10-19T15:22:13.760Z,53.8233291,17.3410757,142.1,19.65,0.036,-0.004,1.014,1,0.17,0.26,-1.00
80,2025-10-19T15:22:13.800Z,53.8233296,17.3410788,142.1,19.74,0.027,0.001,1.021,1,-0.18,0.24,-0.90
81,2025-10-19T15:22:13.840Z,53.8233302,17.3410819,142.0,19.58,0.018,-0.001,1.003,1,-0.19,0.21,-0.76
82,2025-10-19T15:22:13.880Z,53.8233306,17.3410851,142.0,19.89,0.011,0.000,0.988,1,-0.05,0.28,-0.57
83,2025-10-19T15:22:13.920Z,53.8233311,17.3410883,142.0,19.97,0.008,0.002,0.984,1,0.05,0.21,-0.32
84,2025-10-19T15:22:13.960Z,53.8233317,17.3410916,142.0,20.03,0.007,0.009,0.991,1,0.03,0.07,-0.11
85,2025-10-19T15:22:14.040Z,53.8233329,17.3410982,142.0,20.30,0.008,0.009,0.985,1,0.14,0.11,0.04
86,2025-10-19T15:22:14.080Z,53.8233334,17.3411012,142.0,19.43,0.005,0.008,0.984,1,0.03,0.38,0.16
87,2025-10-19T15:22:14.120Z,53.8233340,17.3411043,142.1,19.50,0.000,0.004,0.988,1,-0.08,0.59,0.22
88,2025-10-19T15:22:14.160Z,53.8233346,17.3411075,142.1,19.61,-0.008,0.004,1.002,1,-0.11,0.45,0.20
89,2025-10-19T15:22:14.200Z,53.8233352,17.3411107,142.0,19.76,-0.012,-0.001,1.009,1,-0.13,0.07,0.19
90,2025-10-19T15:22:14.240Z,53.8233358,17.3411140,142.1,20.09,-0.011,0.000,1.028,1,-0.22,-0.40,0.17
91,2025-10-19T15:22:14.280Z,53.8233360,17.3411174,142.0,19.94,-0.008,0.000,1.039,1,-0.29,-0.90,0.17
92,2025-10-19T15:22:14.320Z,53.8233366,17.3411205,142.0,19.76,-0.006,0.002,1.032,1,-0.34,-1.24,0.19
93,2025-10-19T15:22:14.360Z,53.8233372,17.3411235,142.1,19.34,-0.007,-0.002,1.013,1,-0.24,-1.38,0.27
94,2025-10-19T15:22:14.400Z,53.8233378,17.3411268,142.1,19.71,-0.005,-0.010,0.989,1,0.16,-1.36,0.33
95,2025-10-19T15:22:14.440Z,53.8233384,17.3411300,142.0,20.20,-0.004,-0.010,0.976,1,0.50,-1.16,0.34
96,2025-10-19T15:22:14.480Z,53.8233390,17.3411332,142.0,19.95,-0.001,-0.008,0.976,1,0.72,-0.82,0.31
97,2025-10-19T15:22:14.520Z,53.8233395,17.3411365,142.0,19.80,0.000,-0.007,0.983,1,0.77,-0.32,0.25
98,2025-10-19T15:22:14.560Z,53.8233400,17.3411396,142.0,19.48,0.000,0.000,0.990,1,0.62,0.34,0.16
99,2025-10-19T15:22:14.600Z,53.8233406,17.3411427,142.0,19.49,-0.008,0.004,1.000,1,0.29,0.89,0.11
100,2025-10-19T15:22:14.640Z,53.8233412,17.3411458,142.0,19.47,-0.015,0.004,1.001,1,0.04,1.24,0.09
101,2025-10-19T15:22:14.680Z,53.8233418,17.3411491,142.1,19.92,-0.020,0.004,0.996,1,-0.09,1.35,0.08
102,2025-10-19T15:22:14.720Z,53.8233423,17.3411522,142.0,19.35,-0.021,0.004,0.993,1,-0.26,1.21,0.13
103,2025-10-19T15:22:14.760Z,53.8233427,17.3411554,142.0,19.40,-0.019,0.002,0.986,1,-0.24,1.07,0.19
104,2025-10-19T15:22:14.800Z,53.8233432,17.3411587,142.0,19.93,-0.018,0.003,0.988,1,-0.26,1.01,0.27
105,2025-10-19T15:22:14.840Z,53.8233438,17.3411617,142.0,19.62,-0.021,0.005,1.003,1,-0.27,0.88,0.34
106,2025-10-19T15:22:14.880Z,53.8233444,17.3411648,142.0,19.51,-0.023,0.007,1.011,1,-0.34,0.72,0.40
107,2025-10-19T15:22:14.920Z,53.8233450,17.3411680,142.0,19.60,-0.023,0.008,1.020,1,-0.40,0.55,0.40
108,2025-10-19T15:22:14.960Z,53.8233456,17.3411712,142.0,19.35,-0.020,0.007,1.023,1,-0.58,0.15,0.37
109,2025-10-19T15:22:15.040Z,53.8233468,17.3411773,142.0,19.13,-0.020,0.002,1.023,1,-0.44,-0.41,0.33
110,2025-10-19T15:22:15.080Z,53.8233473,17.3411804,142.0,19.43,-0.026,-0.001,1.023,1,-0.29,-0.97,0.30
111,2025-10-19T15:22:15.120Z,53.8233478,17.3411836,142.0,19.30,-0.027,-0.004,1.017,1,-0.02,-1.41,0.31
112,2025-10-19T15:22:15.160Z,53.8233483,17.3411868,142.1,19.13,-0.028,-0.005,1.007,1,0.24,-1.59,0.31
113,2025-10-19T15:22:15.200Z,53.8233490,17.3411899,142.1,19.25,-0.007,-0.003,1.016,1,0.34,-1.57,0.28
114,2025-10-19T15:22:15.240Z,53.8233494,17.3411930,142.1,19.31,0.066,0.005,1.023,1,0.28,-1.76,0.29
115,2025-10-19T15:22:15.280Z,53.8233498,17.3411961,142.1,19.14,0.194,0.006,1.017,1,0.15,-2.11,0.40
116,2025-10-19T15:22:15.320Z,53.8233504,17.3411994,142.0,20.07,0.348,0.013,1.005,1,0.21,-2.25,0.60
117,2025-10-19T15:22:15.360Z,53.8233506,17.3412030,142.0,21.45,0.487,0.018,0.987,1,0.17,-2.02,0.99
118,2025-10-19T15:22:15.400Z,53.8233514,17.3412067,142.0,22.32,0.597,0.010,0.960,1,0.24,-1.32,1.39
119,2025-10-19T15:22:15.440Z,53.8233523,17.3412106,142.0,23.67,0.644,0.005,0.955,1,0.43,-0.36,1.59
120,2025-10-19T15:22:15.480Z,53.8233530,17.3412146,142.0,24.62,0.675,0.013,0.967,1,0.46,0.25,1.68
121,2025-10-19T15:22:15.520Z,53.8233538,17.3412188,142.0,25.01,0.701,0.004,0.980,1,0.43,0.40,1.64
122,2025-10-19T15:22:15.560Z,53.8233541,17.3412232,142.0,26.23,0.730,0.009,0.981,1,0.41,0.40,1.48
123,2025-10-19T15:22:15.600Z,53.8233550,17.3412279,142.0,27.85,0.751,0.009,0.983,1,0.10,0.27,1.36
124,2025-10-19T15:22:15.640Z,53.8233559,17.3412325,142.0,28.57,0.765,-0.003,0.978,1,-0.05,0.18,1.14
125,2025-10-19T15:22:15.680Z,53.8233567,17.3412374,142.0,29.62,0.760,-0.012,0.987,1,-0.17,0.07,0.77
126,2025-10-19T15:22:15.720Z,53.8233575,17.3412423,142.0,30.07,0.757,-0.027,1.006,1,-0.28,-0.17,0.27
127,2025-10-19T15:22:15.760Z,53.8233585,17.3412475,142.0,31.01,0.765,-0.040,1.026,1,-0.07,-0.71,-0.38
128,2025-10-19T15:22:15.800Z,53.8233596,17.3412529,142.0,32.68,0.777,-0.039,1.028,1,0.14,-1.32,-1.05
129,2025-10-19T15:22:15.840Z,53.8233602,17.3412584,142.0,33.54,0.799,-0.033,1.016,1,0.27,-1.81,-1.55
130,2025-10-19T15:22:15.880Z,53.8233611,17.3412642,142.0,34.71,0.823,-0.024,0.989,1,0.59,-1.90,-1.87
131,2025-10-19T15:22:15.920Z,53.8233620,17.3412701,142.0,35.85,0.844,-0.012,0.972,1,0.60,-1.50,-1.92
132,2025-10-19T15:22:15.960Z,53.8233632,17.3412762,142.0,36.87,0.856,-0.016,0.965,1,0.84,-0.75,-1.74
133,2025-10-19T15:22:16.040Z,53.8233656,17.3412890,142.0,39.95,0.847,-0.020,1.013,1,0.72,-0.51,-1.47
134,2025-10-19T15:22:16.080Z,53.8233666,17.3412958,142.0,40.83,0.858,-0.011,1.003,1,0.91,-1.09,-1.25
135,2025-10-19T15:22:16.120Z,53.8233674,17.3413027,142.0,41.62,0.878,-0.008,0.958,1,1.11,-1.36,-0.95
136,2025-10-19T15:22:16.160Z,53.8233687,17.3413097,142.0,42.49,0.905,0.013,0.905,1,1.24,-0.89,-0.50
137,2025-10-19T15:22:16.200Z,53.8233704,17.3413167,142.0,43.75,0.901,0.027,0.825,1,1.23,0.96,0.10
138,2025-10-19T15:22:16.240Z,53.8233718,17.3413244,142.0,46.18,0.854,0.035,0.804,1,1.62,3.61,0.81
139,2025-10-19T15:22:16.280Z,53.8233731,17.3413320,142.0,47.02,0.777,0.036,0.892,1,1.42,4.83,1.59
140,2025-10-19T15:22:16.320Z,53.8233742,17.3413396,142.0,47.04,0.729,0.032,0.976,1,1.45,3.98,2.18
141,2025-10-19T15:22:16.360Z,53.8233753,17.3413474,142.0,47.44,0.735,0.034,1.046,1,1.57,1.57,2.50
142,2025-10-19T15:22:16.400Z,53.8233766,17.3413554,142.0,48.82,0.812,0.048,1.083,1,1.58,-1.23,2.60
143,2025-10-19T15:22:16.440Z,53.8233783,17.3413638,142.0,50.52,0.897,0.049,1.046,1,0.92,-2.56,2.51
144,2025-10-19T15:22:16.480Z,53.8233797,17.3413724,142.0,52.38,0.953,0.044,0.981,1,0.54,-1.98,2.09
145,2025-10-19T15:22:16.520Z,53.8233813,17.3413811,141.9,53.81,0.962,0.052,0.948,1,-0.37,-0.49,1.46
146,2025-10-19T15:22:16.560Z,53.8233831,17.3413901,141.9,55.19,0.930,0.023,0.941,1,-1.34,0.96,0.60
147,2025-10-19T15:22:16.600Z,53.8233846,17.3413992,141.9,55.61,0.868,-0.005,0.981,1,-2.14,1.51,-0.48
148,2025-10-19T15:22:16.640Z,53.8233862,17.3414085,141.9,56.96,0.827,-0.036,1.021,1,-2.25,0.65,-1.63
149,2025-10-19T15:22:16.680Z,53.8233879,17.3414180,142.0,57.92,0.806,-0.052,1.026,1,-2.35,-0.44,-2.57
150,2025-10-19T15:22:16.720Z,53.8233894,17.3414276,142.0,58.67,0.804,-0.093,1.002,1,-1.84,-0.86,-3.22
151,2025-10-19T15:22:16.760Z,53.8233915,17.3414372,142.0,59.74,0.790,-0.104,0.980,1,-1.01,-0.35,-3.59
152,2025-10-19T15:22:16.800Z,53.8233933,17.3414472,142.0,61.38,0.761,-0.106,0.976,1,-0.78,0.31,-3.67
153,2025-10-19T15:22:16.840Z,53.8233948,17.3414575,142.0,62.06,0.735,-0.106,0.997,1,-0.65,0.38,-3.66
154,2025-10-19T15:22:16.880Z,53.8233966,17.3414678,141.9,63.11,0.721,-0.099,1.024,1,-0.83,-0.25,-3.64
155,2025-10-19T15:22:16.920Z,53.8233982,17.3414782,141.9,63.76,0.727,-0.086,1.023,1,-1.51,-0.76,-3.48
156,2025-10-19T15:22:16.960Z,53.8233998,17.3414888,141.9,64.54,0.718,-0.081,1.024,1,-2.37,-0.64,-3.21
157,2025-10-19T15:22:17.040Z,53.8234033,17.3415106,141.9,67.47,0.701,-0.081,1.001,1,-2.49,-0.51,-2.99
158,2025-10-19T15:22:17.080Z,53.8234051,17.3415217,141.9,67.80,0.686,-0.085,0.962,1,-2.52,0.03,-2.72
159,2025-10-19T15:22:17.120Z,53.8234071,17.3415328,141.9,68.17,0.670,-0.091,0.910,1,-1.55,1.16,-2.41
160,2025-10-19T15:22:17.160Z,53.8234089,17.3415439,141.9,68.91,0.632,-0.089,0.903,1,-0.30,2.20,-2.02
161,2025-10-19T15:22:17.200Z,53.8234108,17.3415553,141.9,69.25,0.604,-0.081,0.897,1,1.16,2.47,-1.58
162,2025-10-19T15:22:17.240Z,53.8234125,17.3415669,141.9,70.29,0.583,-0.053,0.925,1,1.99,2.45,-1.07
163,2025-10-19T15:22:17.280Z,53.8234145,17.3415785,141.9,71.48,0.565,-0.038,0.958,1,2.51,1.87,-0.54
164,2025-10-19T15:22:17.320Z,53.8234161,17.3415904,141.9,72.39,0.542,-0.001,1.030,1,2.01,0.84,-0.14
165,2025-10-19T15:22:17.360Z,53.8234181,17.3416023,141.9,72.93,0.530,0.002,1.074,1,1.29,-0.51,0.13
166,2025-10-19T15:22:17.400Z,53.8234198,17.3416141,141.9,73.02,0.525,0.018,1.062,1,0.70,-1.24,0.23
167,2025-10-19T15:22:17.440Z,53.8234219,17.3416263,141.9,73.82,0.510,0.021,1.059,1,-0.14,-0.98,0.31
168,2025-10-19T15:22:17.480Z,53.8234240,17.3416384,141.9,74.77,0.481,0.016,1.045,1,-0.24,-0.46,0.32
169,2025-10-19T15:22:17.520Z,53.8234261,17.3416506,141.9,75.18,0.449,0.011,1.037,1,-0.40,-0.44,0.41
170,2025-10-19T15:22:17.560Z,53.8234281,17.3416631,141.9,75.96,0.427,0.013,1.033,1,-0.34,-0.68,0.45
171,2025-10-19T15:22:17.600Z,53.8234300,17.3416755,141.9,75.98,0.418,0.006,1.039,1,-0.27,-1.01,0.50
172,2025-10-19T15:22:17.640Z,53.8234319,17.3416880,141.8,76.39,0.421,-0.002,1.023,1,-0.06,-1.10,0.52
173,2025-10-19T15:22:17.680Z,53.8234341,17.3417004,141.9,76.56,0.422,0.007,1.015,1,-0.27,-0.65,0.51
174,2025-10-19T15:22:17.720Z,53.8234362,17.3417129,141.9,77.26,0.420,0.008,1.001,1,-0.09,-0.09,0.51
175,2025-10-19T15:22:17.760Z,53.8234385,17.3417257,141.8,78.11,0.402,0.013,1.020,1,-0.26,0.05,0.58
176,2025-10-19T15:22:17.800Z,53.8234406,17.3417385,141.8,78.76,0.391,0.009,0.996,1,-0.44,-0.03,0.72
177,2025-10-19T15:22:17.840Z,53.8234427,17.3417515,141.8,79.42,0.381,0.028,0.977,1,-0.47,0.45,0.77
178,2025-10-19T15:22:17.880Z,53.8234449,17.3417645,141.9,79.71,0.359,0.027,0.968,1,-0.36,1.01,0.95
179,2025-10-19T15:22:17.920Z,53.8234471,17.3417774,141.9,79.78,0.318,0.041,0.941,1,-0.03,1.65,1.27
180,2025-10-19T15:22:17.960Z,53.8234494,17.3417904,141.9,80.40,0.204,0.065,0.929,1,0.60,1.95,2.14
181,2025-10-19T15:22:18.040Z,53.8234538,17.3418165,141.8,80.11,0.043,0.103,0.958,1,1.21,2.60,3.08
182,2025-10-19T15:22:18.080Z,53.8234561,17.3418291,141.8,79.09,-0.100,0.118,1.018,1,1.55,2.52,3.93
183,2025-10-19T15:22:18.120Z,53.8234585,17.3418417,141.9,78.16,-0.156,0.137,1.072,1,1.40,1.07,4.64
184,2025-10-19T15:22:18.160Z,53.8234609,17.3418540,141.9,77.59,-0.103,0.131,1.112,1,1.42,-1.18,5.06
185,2025-10-19T15:22:18.200Z,53.8234631,17.3418667,141.9,77.95,0.061,0.117,1.082,1,0.74,-2.96,4.76
186,2025-10-19T15:22:18.240Z,53.8234654,17.3418795,141.8,78.92,0.259,0.091,1.017,1,-0.12,-3.68,3.94
187,2025-10-19T15:22:18.280Z,53.8234677,17.3418926,141.8,80.54,0.403,0.054,0.987,1,-0.86,-2.77,2.48
188,2025-10-19T15:22:18.320Z,53.8234702,17.3419059,141.9,81.75,0.456,0.007,0.989,1,-1.90,-1.70,0.80
189,2025-10-19T15:22:18.360Z,53.8234726,17.3419193,141.8,82.58,0.447,-0.026,1.019,1,-2.62,-1.12,-0.83
190,2025-10-19T15:22:18.400Z,53.8234750,17.3419326,141.8,82.47,0.421,-0.070,1.052,1,-2.48,-1.06,-2.08
191,2025-10-19T15:22:18.440Z,53.8234773,17.3419460,141.8,82.57,0.406,-0.095,1.050,1,-1.81,-0.98,-2.71
192,2025-10-19T15:22:18.480Z,53.8234799,17.3419594,141.9,82.84,0.405,-0.105,0.994,1,-0.90,-0.53,-2.58
193,2025-10-19T15:22:18.520Z,53.8234824,17.3419728,141.9,83.63,0.406,-0.079,0.940,1,0.19,0.85,-2.04
194,2025-10-19T15:22:18.560Z,53.8234847,17.3419865,141.9,84.46,0.400,-0.053,0.895,1,1.00,2.02,-1.21
195,2025-10-19T15:22:18.600Z,53.8234870,17.3420002,141.8,84.33,0.378,-0.024,0.901,1,1.65,2.35,-0.31
196,2025-10-19T15:22:18.640Z,53.8234894,17.3420139,141.8,85.34,0.362,-0.014,0.923,1,1.73,1.71,0.30
197,2025-10-19T15:22:18.680Z,53.8234918,17.3420279,141.8,86.08,0.364,-0.013,0.954,1,1.51,0.95,0.45
198,2025-10-19T15:22:18.720Z,53.8234943,17.3420419,141.8,86.53,0.350,-0.026,1.001,1,0.82,0.42,0.06
199,2025-10-19T15:22:18.760Z,53.8234968,17.3420559,141.8,86.81,0.338,-0.042,1.030,1,-0.22,-0.08,-0.61
200,2025-10-19T15:22:18.800Z,53.8234993,17.3420701,141.8,86.97,0.328,-0.056,1.048,1,-1.23,-0.53,-1.31
201,2025-10-19T15:22:18.840Z,53.8235017,17.3420841,141.8,87.30,0.313,-0.053,1.068,1,-1.98,-1.04,-1.75
202,2025-10-19T15:22:18.880Z,53.8235042,17.3420984,141.8,87.42,0.311,-0.051,1.048,1,-2.33,-1.41,-1.83
203,2025-10-19T15:22:18.920Z,53.8235067,17.3421127,141.8,88.17,0.326,-0.040,0.967,1,-2.43,-0.65,-1.49
204,2025-10-19T15:22:18.960Z,53.8235094,17.3421270,141.8,88.53,0.312,-0.008,0.938,1,-2.22,0.58,-0.81
205,2025-10-19T15:22:19.040Z,53.8235144,17.3421559,141.8,89.70,0.298,0.002,0.952,1,-1.55,0.64,0.07
206,2025-10-19T15:22:19.080Z,53.8235168,17.3421704,141.8,89.77,0.289,0.019,0.960,1,-0.91,0.53,0.73
207,2025-10-19T15:22:19.120Z,53.8235195,17.3421850,141.8,90.58,0.277,0.013,0.972,1,-0.39,0.70,1.09
