Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Run,GyroX,GyroY,GyroZ
1029,2025-10-19T15:22:53.800Z,53.8235610,17.3429041,141.8,31.96,0.249,-0.013,0.981,1,0.01,-0.34,-8.96
1030,2025-10-19T15:22:53.840Z,53.8235599,17.3428989,141.8,32.25,0.235,-0.003,0.981,1,0.09,0.20,-7.37
1031,2025-10-19T15:22:53.880Z,53.8235588,17.3428938,141.8,32.36,0.223,-0.003,0.988,1,0.06,0.58,-6.14
1032,2025-10-19T15:22:53.920Z,53.8235576,17.3428885,141.8,32.80,0.217,-0.003,0.994,1,0.10,0.71,-5.30
1033,2025-10-19T15:22:53.960Z,53.8235566,17.3428832,141.8,33.04,0.212,-0.015,0.987,1,0.15,0.74,-4.66
1034,2025-10-19T15:22:54.040Z,53.8235541,17.3428726,141.8,33.47,0.205,-0.027,1.003,1,0.07,0.72,-4.30
1035,2025-10-19T15:22:54.080Z,53.8235530,17.3428673,141.8,33.43,0.185,-0.042,1.051,1,0.09,0.39,-4.11
1036,2025-10-19T15:22:54.120Z,53.8235519,17.3428620,141.8,33.69,0.171,-0.046,1.063,1,0.31,-0.48,-4.04
1037,2025-10-19T15:22:54.160Z,53.8235507,17.3428565,141.8,33.96,0.164,-0.051,1.044,1,0.40,-1.24,-3.98
1038,2025-10-19T15:22:54.200Z,53.8235494,17.3428509,141.8,34.70,0.158,-0.052,1.023,1,0.36,-1.74,-4.03
1039,2025-10-19T15:22:54.240Z,53.8235483,17.3428452,141.8,35.18,0.163,-0.051,0.964,1,0.23,-1.54,-4.08
1040,2025-10-19T15:22:54.280Z,53.8235471,17.3428398,141.8,35.04,0.163,-0.052,0.959,1,0.09,-0.34,-4.11
1041,2025-10-19T15:22:54.320Z,53.8235459,17.3428343,141.8,34.81,0.151,-0.055,0.992,1,0.05,0.36,-4.14
1042,2025-10-19T15:22:54.360Z,53.8235449,17.3428288,141.8,34.74,0.139,-0.054,1.009,1,0.18,0.42,-4.13
1043,2025-10-19T15:22:54.400Z,53.8235437,17.3428231,141.8,35.09,0.130,-0.051,1.012,1,0.10,0.15,-4.12
1044,2025-10-19T15:22:54.440Z,53.8235426,17.3428175,141.8,35.12,0.128,-0.056,1.009,1,0.00,-0.29,-4.19
1045,2025-10-19T15:22:54.480Z,53.8235414,17.3428119,141.8,35.25,0.134,-0.063,0.972,1,-0.20,-0.54,-4.33
1046,2025-10-19T15:22:54.520Z,53.8235402,17.3428062,141.8,35.66,0.138,-0.082,0.960,1,-0.46,0.22,-4.55
1047,2025-10-19T15:22:54.560Z,53.8235390,17.3428005,141.8,35.79,0.127,-0.109,0.991,1,-0.73,0.92,-4.98
1048,2025-10-19T15:22:54.600Z,53.8235381,17.3427946,141.8,36.29,0.113,-0.156,1.017,1,-0.73,0.97,-5.69
1049,2025-10-19T15:22:54.640Z,53.8235370,17.3427888,141.8,36.15,0.101,-0.225,1.025,1,-0.82,0.63,-7.05
1050,2025-10-19T15:22:54.680Z,53.8235360,17.3427830,141.8,36.30,0.089,-0.326,1.024,1,-0.99,0.07,-9.22
1051,2025-10-19T15:22:54.720Z,53.8235350,17.3427771,141.8,36.32,0.080,-0.443,1.006,1,-1.12,-0.46,-12.42
1052,2025-10-19T15:22:54.760Z,53.8235342,17.3427713,141.8,36.01,0.064,-0.561,0.992,1,-1.02,-0.35,-16.72
1053,2025-10-19T15:22:54.800Z,53.8235335,17.3427654,141.8,35.92,0.043,-0.643,1.004,1,-0.70,0.08,-21.33
1054,2025-10-19T15:22:54.840Z,53.8235329,17.3427595,141.8,35.55,0.024,-0.675,1.010,1,-0.03,0.23,-25.49
1055,2025-10-19T15:22:54.880Z,53.8235327,17.3427533,141.8,36.26,0.010,-0.663,1.006,1,0.66,0.22,-28.61
1056,2025-10-19T15:22:54.920Z,53.8235323,17.3427472,141.7,36.29,0.000,-0.625,0.999,1,0.98,0.21,-30.45
1057,2025-10-19T15:22:54.960Z,53.8235320,17.3427412,141.7,36.09,0.000,-0.580,0.991,1,0.97,0.26,-31.08
1058,2025-10-19T15:22:55.040Z,53.8235315,17.3427288,141.7,36.67,0.000,-0.550,0.995,1,0.59,0.27,-31.27
1059,2025-10-19T15:22:55.080Z,53.8235314,17.3427228,141.7,36.25,-0.011,-0.544,1.014,1,0.03,0.01,-31.27
1060,2025-10-19T15:22:55.120Z,53.8235313,17.3427163,141.7,37.26,-0.019,-0.543,1.038,1,-0.26,-0.52,-31.27
1061,2025-10-19T15:22:55.160Z,53.8235313,17.3427102,141.7,36.68,-0.028,-0.525,1.062,1,0.12,-1.42,-31.01
1062,2025-10-19T15:22:55.200Z,53.8235314,17.3427041,141.7,36.67,-0.031,-0.494,1.080,1,0.76,-2.58,-30.19
1063,2025-10-19T15:22:55.240Z,53.8235315,17.3426979,141.7,36.50,-0.022,-0.434,1.066,1,1.72,-3.42,-28.38
1064,2025-10-19T15:22:55.280Z,53.8235317,17.3426917,141.7,36.60,-0.009,-0.354,1.045,1,2.45,-3.47,-25.93
1065,2025-10-19T15:22:55.320Z,53.8235319,17.3426857,141.7,36.38,0.005,-0.288,1.020,1,2.77,-2.95,-23.11
1066,2025-10-19T15:22:55.360Z,53.8235321,17.3426797,141.7,35.98,0.015,-0.230,0.991,1,2.65,-1.92,-20.41
1067,2025-10-19T15:22:55.400Z,53.8235322,17.3426736,141.7,36.07,0.017,-0.168,0.983,1,2.24,-0.70,-17.85
1068,2025-10-19T15:22:55.440Z,53.8235325,17.3426673,141.7,36.66,0.016,-0.118,0.987,1,1.46,0.04,-15.56
1069,2025-10-19T15:22:55.480Z,53.8235327,17.3426611,141.7,36.83,0.020,-0.063,0.979,1,0.82,0.37,-13.29
1070,2025-10-19T15:22:55.520Z,53.8235329,17.3426547,141.7,37.29,0.024,0.008,0.982,1,0.34,0.65,-10.69
1071,2025-10-19T15:22:55.560Z,53.8235329,17.3426486,141.7,36.71,0.025,0.072,1.010,1,0.07,0.56,-7.74
1072,2025-10-19T15:22:55.600Z,53.8235332,17.3426422,141.7,37.42,0.026,0.139,1.026,1,0.11,0.13,-4.68
1073,2025-10-19T15:22:55.640Z,53.8235334,17.3426358,141.7,37.49,0.026,0.182,1.028,1,-0.26,-0.27,-1.48
1074,2025-10-19T15:22:55.680Z,53.8235335,17.3426296,141.7,37.12,0.027,0.217,1.016,1,-0.17,-0.65,1.39
1075,2025-10-19T15:22:55.720Z,53.8235334,17.3426234,141.7,37.04,0.029,0.238,0.971,1,-0.32,-0.61,3.84
1076,2025-10-19T15:22:55.760Z,53.8235335,17.3426171,141.7,37.32,0.031,0.259,0.933,1,-0.56,0.40,6.01
1077,2025-10-19T15:22:55.800Z,53.8235335,17.3426107,141.7,37.58,0.025,0.265,0.938,1,-0.63,1.69,7.95
1078,2025-10-19T15:22:55.840Z,53.8235334,17.3426043,141.7,37.86,0.014,0.269,0.945,1,-0.27,2.56,9.52
1079,2025-10-19T15:22:55.880Z,53.8235333,17.3425981,141.7,37.43,0.003,0.264,0.964,1,-0.32,2.95,10.77
1080,2025-10-19T15:22:55.920Z,53.8235333,17.3425918,141.7,37.45,-0.009,0.250,1.011,1,0.15,2.51,11.56
1081,2025-10-19T15:22:55.960Z,53.8235332,17.3425855,141.7,37.40,-0.013,0.242,1.037,1,0.34,1.15,12.03
1082,2025-10-19T15:22:56.040Z,53.8235329,17.3425727,141.7,37.65,-0.012,0.234,1.040,1,0.40,-0.25,12.23
1083,2025-10-19T15:22:56.080Z,53.8235326,17.3425663,141.7,37.76,-0.004,0.233,1.024,1,0.80,-1.25,12.24
1084,2025-10-19T15:22:56.120Z,53.8235322,17.3425600,141.7,37.54,0.005,0.239,0.996,1,1.14,-1.45,12.20
1085,2025-10-19T15:22:56.160Z,53.8235319,17.3425538,141.7,37.58,0.018,0.249,0.975,1,0.80,-0.88,12.20
1086,2025-10-19T15:22:56.200Z,53.8235317,17.3425474,141.7,37.62,0.026,0.251,0.948,1,0.80,0.14,12.04
1087,2025-10-19T15:22:56.240Z,53.8235313,17.3425411,141.7,37.59,0.028,0.251,0.937,1,0.57,1.35,11.86
1088,2025-10-19T15:22:56.280Z,53.8235311,17.3425348,141.7,37.76,0.021,0.250,0.970,1,0.00,2.25,11.66
1089,2025-10-19T15:22:56.320Z,53.8235306,17.3425284,141.7,37.49,0.011,0.235,1.003,1,-0.24,2.21,11.44
1090,2025-10-19T15:22:56.360Z,53.8235302,17.3425222,141.7,37.62,0.003,0.221,1.018,1,-0.06,1.42,11.17
1091,2025-10-19T15:22:56.400Z,53.8235296,17.3425159,141.7,37.40,0.000,0.209,1.048,1,-0.11,0.27,10.92
1092,2025-10-19T15:22:56.440Z,53.8235292,17.3425097,141.7,37.45,0.002,0.191,1.046,1,0.16,-1.04,10.57
1093,2025-10-19T15:22:56.480Z,53.8235286,17.3425034,141.7,37.85,0.011,0.177,1.037,1,0.39,-1.72,10.03
1094,2025-10-19T15:22:56.520Z,53.8235281,17.3424971,141.7,37.88,0.018,0.162,1.050,1,0.57,-2.00,9.38
1095,2025-10-19T15:22:56.560Z,53.8235276,17.3424908,141.7,37.34,0.024,0.149,1.033,1,0.90,-2.05,8.64
1096,2025-10-19T15:22:56.600Z,53.8235272,17.3424846,141.8,37.34,0.031,0.142,0.993,1,1.27,-1.52,7.99
1097,2025-10-19T15:22:56.640Z,53.8235267,17.3424782,141.8,37.62,0.032,0.147,0.980,1,1.30,-0.55,7.54
1098,2025-10-19T15:22:56.680Z,53.8235261,17.3424719,141.8,37.94,0.028,0.155,0.965,1,1.18,0.27,7.29
1099,2025-10-19T15:22:56.720Z,53.8235255,17.3424657,141.8,37.95,0.022,0.160,0.957,1,0.97,1.15,7.20
1100,2025-10-19T15:22:56.760Z,53.8235250,17.3424594,141.8,37.74,0.016,0.167,0.979,1,0.72,1.73,7.13
1101,2025-10-19T15:22:56.800Z,53.8235243,17.3424530,141.8,37.78,0.009,0.177,0.993,1,0.39,1.56,7.07
1102,2025-10-19T15:22:56.840Z,53.8235237,17.3424469,141.8,37.59,0.009,0.174,0.981,1,0.10,1.18,7.02
1103,2025-10-19T15:22:56.880Z,53.8235230,17.3424406,141.8,37.63,0.012,0.173,0.977,1,-0.08,1.01,6.95
1104,2025-10-19T15:22:56.920Z,53.8235223,17.3424344,141.8,37.60,0.011,0.174,0.977,1,-0.30,0.88,6.91
1105,2025-10-19T15:22:56.960Z,53.8235215,17.3424283,141.8,37.60,0.015,0.171,0.965,1,-0.48,1.15,6.85
1106,2025-10-19T15:22:57.040Z,53.8235201,17.3424156,141.8,37.84,0.015,0.167,0.972,1,-1.02,1.40,6.71
1107,2025-10-19T15:22:57.080Z,53.8235194,17.3424095,141.8,37.80,0.011,0.163,0.992,1,-1.43,1.37,6.58
1108,2025-10-19T15:22:57.120Z,53.8235186,17.3424032,141.8,37.91,0.007,0.153,1.007,1,-1.69,1.05,6.50
1109,2025-10-19T15:22:57.160Z,53.8235177,17.3423970,141.8,38.07,0.007,0.144,1.007,1,-1.78,0.54,6.40
1110,2025-10-19T15:22:57.200Z,53.8235170,17.3423907,141.8,38.21,0.013,0.133,1.001,1,-1.81,0.10,6.29
1111,2025-10-19T15:22:57.240Z,53.8235162,17.3423846,141.8,37.67,0.019,0.123,1.000,1,-1.52,0.13,6.13
1112,2025-10-19T15:22:57.280Z,53.8235153,17.3423783,141.8,37.87,0.019,0.122,1.011,1,-1.31,0.16,5.92
1113,2025-10-19T15:22:57.320Z,53.8235145,17.3423721,141.8,37.98,0.016,0.115,1.017,1,-1.02,0.05,5.74
1114,2025-10-19T15:22:57.360Z,53.8235136,17.3423658,141.8,38.05,0.010,0.109,1.029,1,-0.65,-0.17,5.56
1115,2025-10-19T15:22:57.400Z,53.8235128,17.3423596,141.8,38.13,0.005,0.108,1.034,1,-0.23,-0.71,5.37
1116,2025-10-19T15:22:57.440Z,53.8235120,17.3423533,141.8,37.94,0.008,0.102,1.021,1,0.01,-1.18,5.16
1117,2025-10-19T15:22:57.480Z,53.8235111,17.3423472,141.8,38.01,0.017,0.097,1.016,1,0.24,-1.24,4.90
1118,2025-10-19T15:22:57.520Z,53.8235102,17.3423408,141.8,38.08,0.021,0.099,1.005,1,0.48,-1.07,4.61
1119,2025-10-19T15:22:57.560Z,53.8235092,17.3423347,141.8,37.94,0.021,0.095,1.003,1,0.56,-0.67,4.40
1120,2025-10-19T15:22:57.600Z,53.8235084,17.3423286,141.8,37.85,0.023,0.091,1.001,1,0.63,-0.29,4.24
1121,2025-10-19T15:22:57.640Z,53.8235074,17.3423223,141.8,38.07,0.019,0.093,1.009,1,0.74,-0.06,4.05
1122,2025-10-19T15:22:57.680Z,53.8235066,17.3423161,141.8,38.40,0.021,0.090,0.998,1,0.84,-0.02,3.88
1123,2025-10-19T15:22:57.720Z,53.8235056,17.3423098,141.8,38.07,0.027,0.091,0.985,1,0.80,0.21,3.70
1124,2025-10-19T15:22:57.760Z,53.8235047,17.3423037,141.8,37.83,0.025,0.098,0.974,1,0.49,0.55,3.54
1125,2025-10-19T15:22:57.800Z,53.8235038,17.3422974,141.9,37.82,0.023,0.100,0.966,1,0.19,1.00,3.42
1126,2025-10-19T15:22:57.840Z,53.8235029,17.3422912,141.9,38.03,0.018,0.101,0.972,1,-0.22,1.44,3.36
1127,2025-10-19T15:22:57.880Z,53.8235019,17.3422851,141.9,38.28,0.007,0.105,0.993,1,-0.74,1.49,3.32
1128,2025-10-19T15:22:57.920Z,53.8235008,17.3422788,141.8,38.42,0.007,0.098,0.998,1,-1.18,1.12,3.27
1129,2025-10-19T15:22:57.960Z,53.8234999,17.3422727,141.8,38.42,0.012,0.087,1.015,1,-1.54,0.53,3.15
1130,2025-10-19T15:22:58.040Z,53.8234977,17.3422603,141.8,37.99,0.008,0.074,1.055,1,-1.58,-0.36,2.97
1131,2025-10-19T15:22:58.080Z,53.8234968,17.3422541,141.9,38.30,0.009,0.064,1.078,1,-1.39,-1.70,2.78
1132,2025-10-19T15:22:58.120Z,53.8234959,17.3422478,141.9,38.20,0.015,0.055,1.061,1,-1.09,-2.87,2.59
1133,2025-10-19T15:22:58.160Z,53.8234949,17.3422417,141.9,38.04,0.026,0.049,1.016,1,-0.70,-3.27,2.41
1134,2025-10-19T15:22:58.200Z,53.8234939,17.3422354,141.9,37.94,0.041,0.049,0.959,1,-0.31,-2.47,2.30
1135,2025-10-19T15:22:58.240Z,53.8234928,17.3422292,141.9,37.84,0.046,0.059,0.916,1,-0.28,-0.48,2.30
1136,2025-10-19T15:22:58.280Z,53.8234919,17.3422231,141.9,38.12,0.036,0.067,0.907,1,-0.22,1.84,2.40
1137,2025-10-19T15:22:58.320Z,53.8234908,17.3422168,141.9,38.39,0.017,0.074,0.930,1,-0.34,3.56,2.56
1138,2025-10-19T15:22:58.360Z,53.8234898,17.3422107,141.9,38.65,-0.008,0.082,0.964,1,-0.51,4.05,2.71
1139,2025-10-19T15:22:58.400Z,53.8234886,17.3422043,141.9,39.08,-0.019,0.075,0.997,1,-0.53,3.30,2.76
1140,2025-10-19T15:22:58.440Z,53.8234876,17.3421982,141.9,38.53,-0.026,0.058,1.037,1,-0.40,1.77,2.66
1141,2025-10-19T15:22:58.480Z,53.8234866,17.3421921,141.9,38.08,-0.022,0.046,1.066,1,-0.17,-0.15,2.40
1142,2025-10-19T15:22:58.520Z,53.8234855,17.3421858,141.9,38.08,-0.003,0.029,1.033,1,0.09,-1.49,2.05
1143,2025-10-19T15:22:58.560Z,53.8234843,17.3421799,141.9,37.86,0.011,0.016,0.994,1,0.36,-1.67,1.65
1144,2025-10-19T15:22:58.600Z,53.8234833,17.3421736,141.9,37.79,0.024,0.012,0.924,1,0.54,-0.62,1.24
1145,2025-10-19T15:22:58.640Z,53.8234823,17.3421674,141.9,37.76,0.028,0.010,0.884,1,0.59,1.64,0.92
1146,2025-10-19T15:22:58.680Z,53.8234813,17.3421613,141.9,37.96,0.010,0.006,0.903,1,0.71,3.71,0.69
1147,2025-10-19T15:22:58.720Z,53.8234802,17.3421551,141.9,38.39,-0.022,0.011,0.956,1,0.65,4.25,0.48
1148,2025-10-19T15:22:58.760Z,53.8234792,17.3421488,141.8,38.61,-0.046,0.019,0.994,1,0.43,3.52,0.35
1149,2025-10-19T15:22:58.800Z,53.8234782,17.3421427,141.8,38.17,-0.070,0.025,1.038,1,0.24,1.94,0.28
1150,2025-10-19T15:22:58.840Z,53.8234771,17.3421366,141.8,38.08,-0.081,0.034,1.060,1,-0.05,-0.04,0.24
1151,2025-10-19T15:22:58.880Z,53.8234761,17.3421305,141.8,37.48,-0.078,0.035,1.054,1,-0.34,-1.39,0.25
1152,2025-10-19T15:22:58.920Z,53.8234752,17.3421244,141.8,37.59,-0.072,0.030,1.050,1,-0.39,-1.92,0.29
1153,2025-10-19T15:22:58.960Z,53.8234741,17.3421183,141.8,37.53,-0.055,0.030,1.033,1,-0.45,-2.15,0.27
1154,2025-10-19T15:22:59.040Z,53.8234721,17.3421061,141.8,37.63,-0.036,0.035,1.023,1,-0.57,-1.75,0.22
1155,2025-10-19T15:22:59.080Z,53.8234710,17.3421000,141.8,37.86,-0.024,0.025,1.022,1,-0.62,-1.21,0.17
1156,2025-10-19T15:22:59.120Z,53.8234700,17.3420939,141.8,37.54,-0.021,0.027,1.011,1,-0.64,-0.79,0.12
1157,2025-10-19T15:22:59.160Z,53.8234690,17.3420879,141.8,37.61,-0.020,0.024,0.998,1,-0.61,-0.32,0.13
1158,2025-10-19T15:22:59.200Z,53.8234679,17.3420818,141.8,37.32,-0.027,0.027,0.994,1,-0.68,0.15,0.18
1159,2025-10-19T15:22:59.240Z,53.8234668,17.3420758,141.8,37.29,-0.028,0.024,0.980,1,-0.79,0.46,0.20
1160,2025-10-19T15:22:59.280Z,53.8234658,17.3420698,141.8,37.22,-0.027,0.028,0.975,1,-1.02,0.73,0.18
1161,2025-10-19T15:22:59.320Z,53.8234648,17.3420637,141.8,37.12,-0.026,0.021,0.983,1,-1.29,0.85,0.18
1162,2025-10-19T15:22:59.360Z,53.8234638,17.3420578,141.8,36.94,-0.028,0.024,1.001,1,-1.59,0.85,0.15
1163,2025-10-19T15:22:59.400Z,53.8234629,17.3420517,141.8,37.35,-0.033,0.012,1.021,1,-1.85,0.46,0.16
1164,2025-10-19T15:22:59.440Z,53.8234618,17.3420458,141.8,37.32,-0.034,0.011,1.027,1,-1.78,-0.24,0.16
1165,2025-10-19T15:22:59.480Z,53.8234607,17.3420397,141.8,37.27,-0.029,0.003,1.017,1,-1.62,-0.79,0.16
1166,2025-10-19T15:22:59.520Z,53.8234598,17.3420338,141.8,36.98,-0.020,-0.002,1.009,1,-1.39,-0.95,0.11
1167,2025-10-19T15:22:59.560Z,53.8234588,17.3420277,141.8,37.22,-0.012,-0.009,1.015,1,-1.07,-0.88,0.02
1168,2025-10-19T15:22:59.600Z,53.8234576,17.3420217,141.8,36.81,-0.007,-0.009,1.003,1,-0.57,-0.65,-0.06
1169,2025-10-19T15:22:59.640Z,53.8234566,17.3420158,141.8,36.68,-0.014,-0.016,1.009,1,-0.29,-0.30,-0.13
1170,2025-10-19T15:22:59.680Z,53.8234557,17.3420099,141.8,36.83,-0.023,-0.008,1.008,1,-0.09,-0.32,-0.20
1171,2025-10-19T15:22:59.720Z,53.8234546,17.3420040,141.8,36.69,-0.026,0.001,0.992,1,-0.04,-0.35,-0.18
1172,2025-10-19T15:22:59.760Z,53.8234537,17.3419981,141.8,36.76,-0.029,0.006,0.993,1,-0.03,-0.18,-0.06
1173,2025-10-19T15:22:59.800Z,53.8234527,17.3419921,141.8,36.89,-0.030,0.012,1.002,1,-0.07,-0.11,0.08
1174,2025-10-19T15:22:59.840Z,53.8234516,17.3419860,141.8,36.89,-0.027,0.019,0.995,1,-0.03,-0.08,0.26
1175,2025-10-19T15:22:59.880Z,53.8234507,17.3419801,141.8,37.03,-0.023,0.013,0.989,1,0.18,0.12,0.41
1176,2025-10-19T15:22:59.920Z,53.8234495,17.3419741,141.8,36.64,-0.023,0.014,0.986,1,0.40,0.29,0.42
1177,2025-10-19T15:22:59.960Z,53.8234485,17.3419682,141.8,36.26,-0.024,0.016,0.974,1,0.57,0.63,0.37
1178,2025-10-19T15:23:00.040Z,53.8234466,17.3419562,141.8,36.78,-0.029,0.019,0.990,1,0.53,0.94,0.38
1179,2025-10-19T15:23:00.080Z,53.8234457,17.3419504,141.8,36.82,-0.029,0.019,0.998,1,0.55,0.81,0.45
1180,2025-10-19T15:23:00.120Z,53.8234446,17.3419444,141.8,36.76,-0.024,0.025,0.985,1,0.66,0.47,0.53
1181,2025-10-19T15:23:00.160Z,53.8234436,17.3419386,141.8,36.46,-0.024,0.025,0.987,1,0.49,0.18,0.73
1182,2025-10-19T15:23:00.200Z,53.8234427,17.3419326,141.8,36.32,-0.016,0.034,0.977,1,0.41,-0.20,0.90
1183,2025-10-19T15:23:00.240Z,53.8234416,17.3419267,141.8,36.55,-0.010,0.034,0.972,1,0.48,-0.11,1.06
1184,2025-10-19T15:23:00.280Z,53.8234405,17.3419210,141.8,36.34,-0.018,0.033,1.002,1,0.82,0.12,1.18
1185,2025-10-19T15:23:00.320Z,53.8234395,17.3419152,141.7,36.27,-0.021,0.016,1.020,1,1.29,0.03,1.22
1186,2025-10-19T15:23:00.360Z,53.8234384,17.3419094,141.8,36.27,-0.027,0.014,1.032,1,2.23,-0.15,1.22
1187,2025-10-19T15:23:00.400Z,53.8234374,17.3419034,141.8,36.31,-0.034,0.005,1.042,1,2.86,-0.63,1.18
1188,2025-10-19T15:23:00.440Z,53.8234363,17.3418975,141.7,36.48,-0.032,0.002,1.033,1,3.41,-1.24,1.01
1189,2025-10-19T15:23:00.480Z,53.8234353,17.3418916,141.7,36.23,-0.026,0.003,1.020,1,3.57,-1.49,0.75
1190,2025-10-19T15:23:00.520Z,53.8234343,17.3418858,141.8,36.01,-0.022,0.006,1.017,1,3.67,-1.41,0.48
1191,2025-10-19T15:23:00.560Z,53.8234333,17.3418799,141.7,36.27,-0.016,0.013,1.004,1,3.35,-1.07,0.13
1192,2025-10-19T15:23:00.600Z,53.8234323,17.3418741,141.7,36.38,-0.010,0.022,0.994,1,2.96,-0.48,-0.18
1193,2025-10-19T15:23:00.640Z,53.8234314,17.3418681,141.7,36.33,-0.018,0.028,0.998,1,2.24,0.06,-0.47
1194,2025-10-19T15:23:00.680Z,53.8234303,17.3418623,141.7,35.95,-0.026,0.029,1.011,1,1.44,0.24,-0.71
1195,2025-10-19T15:23:00.720Z,53.8234292,17.3418565,141.8,35.94,-0.033,0.028,1.020,1,0.73,0.10,-0.89
1196,2025-10-19T15:23:00.760Z,53.8234283,17.3418506,141.7,35.77,-0.039,0.021,1.019,1,0.45,-0.24,-0.99
1197,2025-10-19T15:23:00.800Z,53.8234272,17.3418450,141.7,35.92,-0.040,0.018,1.010,1,0.24,-0.61,-1.02
1198,2025-10-19T15:23:00.840Z,53.8234262,17.3418392,141.7,35.66,-0.032,0.023,0.983,1,0.14,-0.43,-0.94
1199,2025-10-19T15:23:00.880Z,53.8234253,17.3418334,141.7,35.86,-0.029,0.024,0.971,1,-0.17,0.25,-0.76
1200,2025-10-19T15:23:00.920Z,53.8234242,17.3418277,141.7,35.64,-0.032,0.031,0.967,1,-0.41,1.05,-0.58
1201,2025-10-19T15:23:00.960Z,53.8234232,17.3418220,141.7,35.49,-0.040,0.032,0.969,1,-0.50,1.78,-0.39
1202,2025-10-19T15:23:01.040Z,53.8234213,17.3418106,141.7,35.72,-0.048,0.034,0.983,1,-0.92,2.06,-0.26
1203,2025-10-19T15:23:01.080Z,53.8234204,17.3418048,141.7,35.49,-0.062,0.036,1.019,1,-1.24,1.73,-0.19
1204,2025-10-19T15:23:01.160Z,53.8234183,17.3417934,141.7,35.00,-0.064,0.038,1.028,1,-1.10,0.43,-0.09
1205,2025-10-19T15:23:01.200Z,53.8234173,17.3417878,141.7,34.98,-0.062,0.033,1.038,1,-0.97,-0.78,0.00
1206,2025-10-19T15:23:01.240Z,53.8234163,17.3417822,141.7,34.71,-0.054,0.031,1.041,1,-0.89,-1.82,-0.01
1207,2025-10-19T15:23:01.280Z,53.8234154,17.3417765,141.7,34.71,-0.047,0.023,1.039,1,-0.71,-2.31,-0.10
1208,2025-10-19T15:23:01.320Z,53.8234144,17.3417709,141.7,34.91,-0.038,0.006,1.008,1,-0.65,-2.32,-0.31
1209,2025-10-19T15:23:01.360Z,53.8234135,17.3417653,141.7,34.85,-0.034,-0.017,0.989,1,-0.74,-1.51,-0.73
1210,2025-10-19T15:23:01.400Z,53.8234125,17.3417597,141.7,34.57,-0.038,-0.044,1.003,1,-0.77,-0.69,-1.34
1211,2025-10-19T15:23:01.440Z,53.8234115,17.3417542,141.7,34.27,-0.044,-0.068,1.036,1,-0.85,-0.50,-2.10
1212,2025-10-19T15:23:01.480Z,53.8234107,17.3417486,141.7,34.62,-0.040,-0.087,1.004,1,-0.57,-0.59,-2.97
1213,2025-10-19T15:23:01.520Z,53.8234099,17.3417428,141.7,34.91,-0.034,-0.101,0.971,1,-0.55,-0.41,-3.84
1214,2025-10-19T15:23:01.560Z,53.8234089,17.3417371,141.7,34.44,-0.022,-0.116,0.904,1,-0.39,0.40,-4.79
1215,2025-10-19T15:23:01.600Z,53.8234082,17.3417316,141.7,34.29,-0.017,-0.122,0.875,1,-0.36,2.34,-5.70
1216,2025-10-19T15:23:01.640Z,53.8234074,17.3417259,141.7,34.37,-0.035,-0.135,0.936,1,-0.10,4.05,-6.53
1217,2025-10-19T15:23:01.680Z,53.8234065,17.3417204,141.6,34.26,-0.055,-0.124,1.004,1,-0.22,3.86,-7.26
1218,2025-10-19T15:23:01.720Z,53.8234058,17.3417148,141.6,34.34,-0.069,-0.121,1.048,1,-0.27,2.54,-7.71
1219,2025-10-19T15:23:01.760Z,53.8234051,17.3417091,141.6,34.40,-0.072,-0.104,1.086,1,-0.11,0.12,-7.88
1220,2025-10-19T15:23:01.800Z,53.8234044,17.3417035,141.7,34.32,-0.045,-0.076,1.058,1,-0.34,-2.36,-7.63
1221,2025-10-19T15:23:01.840Z,53.8234035,17.3416979,141.7,33.90,-0.013,-0.054,1.011,1,-0.57,-3.30,-7.03
1222,2025-10-19T15:23:01.880Z,53.8234028,17.3416923,141.6,34.10,0.001,-0.053,1.013,1,-0.54,-2.90,-6.24
1223,2025-10-19T15:23:01.920Z,53.8234021,17.3416866,141.6,34.21,0.005,-0.036,1.001,1,-0.13,-2.22,-5.42
1224,2025-10-19T15:23:01.960Z,53.8234014,17.3416811,141.6,34.28,0.000,-0.016,0.986,1,-0.11,-1.12,-4.50
1225,2025-10-19T15:23:02.040Z,53.8233998,17.3416699,141.6,33.62,-0.017,0.002,0.986,1,0.28,0.27,-3.53
1226,2025-10-19T15:23:02.080Z,53.8233993,17.3416644,141.6,33.72,-0.030,0.021,0.982,1,0.42,1.16,-2.56
1227,2025-10-19T15:23:02.120Z,53.8233985,17.3416589,141.6,33.83,-0.035,0.049,0.971,1,0.81,1.82,-1.60
1228,2025-10-19T15:23:02.160Z,53.8233977,17.3416534,141.6,33.90,-0.046,0.071,1.007,1,0.69,2.07,-0.55
1229,2025-10-19T15:23:02.200Z,53.8233970,17.3416477,141.6,34.06,-0.058,0.087,1.048,1,0.58,1.51,0.46
1230,2025-10-19T15:23:02.240Z,53.8233961,17.3416422,141.6,33.80,-0.066,0.097,1.072,1,0.27,0.06,1.30
1231,2025-10-19T15:23:02.280Z,53.8233954,17.3416366,141.6,33.54,-0.065,0.108,1.062,1,0.22,-1.50,2.05
1232,2025-10-19T15:23:02.320Z,53.8233946,17.3416311,141.6,33.40,-0.059,0.119,1.041,1,0.00,-2.50,2.84
