Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
35,1.440,53.8225389,17.3365616,139.0,0.06,0.018,-0.008,1.002,0,0.12,0.28,-0.10
36,1.480,53.8225389,17.3365616,139.0,0.18,0.018,-0.007,1.002,0,0.12,0.28,-0.10
37,1.520,53.8225390,17.3365616,139.0,0.96,0.019,-0.007,1.002,0,0.11,0.28,-0.10
38,1.560,53.8225388,17.3365619,139.0,0.59,0.018,-0.007,1.002,0,0.11,0.28,-0.10
39,1.600,53.8225388,17.3365622,139.0,0.66,0.018,-0.007,1.002,0,0.11,0.28,-0.10
40,1.640,53.8225388,17.3365625,139.1,0.45,0.017,-0.007,1.002,0,0.11,0.28,-0.10
41,1.680,53.8225388,17.3365626,139.1,0.79,0.017,-0.007,1.002,0,0.11,0.28,-0.10
42,1.720,53.8225388,17.3365629,139.1,0.67,0.016,-0.008,1.002,0,0.11,0.28,-0.10
43,1.760,53.8225388,17.3365631,139.2,0.19,0.018,-0.007,1.002,0,0.11,0.28,-0.10
44,1.800,53.8225388,17.3365632,139.2,0.50,0.018,-0.007,1.002,0,0.10,0.28,-0.10
45,1.840,53.8225387,17.3365634,139.2,0.47,0.018,-0.007,1.002,0,0.10,0.28,-0.10
46,1.880,53.8225387,17.3365635,139.2,0.10,0.018,-0.007,1.002,0,0.10,0.28,-0.11
47,1.920,53.8225387,17.3365637,139.2,0.06,0.018,-0.007,1.002,0,0.10,0.28,-0.10
48,1.960,53.8225387,17.3365638,139.2,0.35,0.017,-0.007,1.002,0,0.10,0.28,-0.10
49,2.000,53.8225387,17.3365638,139.2,0.14,0.017,-0.007,1.002,0,0.10,0.28,-0.10
50,2.040,53.8225387,17.3365641,139.2,0.25,0.018,-0.007,1.002,0,0.11,0.28,-0.10
51,2.080,53.8225387,17.3365641,139.2,0.51,0.018,-0.007,1.000,0,0.11,0.28,-0.10
52,2.160,53.8225387,17.3365644,139.3,0.37,0.018,-0.007,1.000,0,0.11,0.28,-0.11
53,2.200,53.8225386,17.3365646,139.3,0.50,0.019,-0.007,1.000,0,0.11,0.28,-0.11
54,2.240,53.8225383,17.3365647,139.3,0.14,0.019,-0.007,1.000,0,0.11,0.28,-0.11
55,2.280,53.8225382,17.3365649,139.3,0.23,0.018,-0.007,1.002,0,0.11,0.28,-0.11
56,2.320,53.8225383,17.3365649,139.3,0.58,0.018,-0.007,1.002,0,0.11,0.28,-0.10
57,2.360,53.8225382,17.3365650,139.3,0.46,0.019,-0.007,1.002,0,0.11,0.28,-0.10
58,2.400,53.8225382,17.3365652,139.3,0.08,0.019,-0.007,1.002,0,0.11,0.28,-0.10
59,2.440,53.8225381,17.3365653,139.4,0.03,0.019,-0.007,1.002,0,0.11,0.27,-0.10
60,2.480,53.8225381,17.3365657,139.4,0.49,0.019,-0.007,1.002,0,0.11,0.28,-0.10
61,2.520,53.8225381,17.3365657,139.4,0.31,0.019,-0.007,1.002,0,0.11,0.28,-0.10
62,2.560,53.8225380,17.3365657,139.4,0.26,0.019,-0.007,1.002,0,0.11,0.28,-0.10
63,2.600,53.8225380,17.3365660,139.5,0.19,0.019,-0.007,1.002,0,0.11,0.28,-0.11
64,2.640,53.8225380,17.3365663,139.5,0.18,0.019,-0.007,1.002,0,0.11,0.28,-0.10
65,2.680,53.8225379,17.3365663,139.5,0.09,0.019,-0.007,1.000,0,0.10,0.28,-0.10
66,2.720,53.8225379,17.3365666,139.5,0.38,0.018,-0.007,1.000,0,0.10,0.27,-0.10
67,2.760,53.8225378,17.3365666,139.5,0.30,0.017,-0.007,1.002,0,0.10,0.27,-0.10
68,2.800,53.8225378,17.3365666,139.5,0.43,0.017,-0.007,1.002,0,0.10,0.27,-0.09
69,2.840,53.8225378,17.3365669,139.5,0.32,0.018,-0.007,1.002,0,0.10,0.26,-0.10
70,2.880,53.8225378,17.3365669,139.6,0.42,0.018,-0.007,1.002,0,0.10,0.26,-0.10
71,2.920,53.8225378,17.3365672,139.6,0.16,0.019,-0.007,1.002,0,0.11,0.26,-0.10
72,2.960,53.8225378,17.3365672,139.6,0.27,0.019,-0.007,1.002,0,0.11,0.27,-0.11
73,3.000,53.8225377,17.3365675,139.6,0.17,0.019,-0.007,1.002,0,0.10,0.27,-0.11
74,3.040,53.8225377,17.3365675,139.6,0.33,0.018,-0.008,1.002,0,0.10,0.27,-0.11
75,3.080,53.8225377,17.3365675,139.6,0.44,0.018,-0.007,1.002,0,0.10,0.28,-0.11
76,3.160,53.8225377,17.3365678,139.7,0.46,0.019,-0.007,1.002,0,0.10,0.28,-0.11
77,3.200,53.8225374,17.3365678,139.7,0.17,0.019,-0.007,1.002,0,0.09,0.28,-0.10
78,3.240,53.8225374,17.3365681,139.7,0.16,0.020,-0.007,1.002,0,0.09,0.28,-0.10
79,3.280,53.8225373,17.3365681,139.7,0.12,0.021,-0.007,1.002,0,0.09,0.28,-0.10
80,3.320,53.8225373,17.3365684,139.8,0.02,0.021,-0.007,1.002,0,0.10,0.28,-0.11
81,3.360,53.8225373,17.3365684,139.8,0.21,0.020,-0.007,1.002,0,0.10,0.28,-0.12
82,3.400,53.8225373,17.3365685,139.8,0.24,0.019,-0.007,1.002,0,0.11,0.28,-0.12
83,3.440,53.8225373,17.3365685,139.8,0.18,0.018,-0.008,1.002,0,0.11,0.27,-0.12
84,3.480,53.8225373,17.3365688,139.8,0.14,0.018,-0.008,1.002,0,0.11,0.27,-0.12
85,3.520,53.8225373,17.3365688,139.8,0.29,0.017,-0.007,1.002,0,0.11,0.26,-0.11
86,3.560,53.8225372,17.3365689,139.9,0.36,0.018,-0.007,1.000,0,0.11,0.26,-0.11
87,3.600,53.8225372,17.3365691,139.9,0.28,0.019,-0.007,1.000,0,0.10,0.26,-0.10
88,3.640,53.8225373,17.3365691,139.9,0.51,0.019,-0.007,1.002,0,0.10,0.27,-0.10
89,3.680,53.8225372,17.3365692,139.9,0.10,0.019,-0.007,1.002,0,0.09,0.27,-0.10
90,3.720,53.8225372,17.3365694,139.9,0.19,0.019,-0.007,1.002,0,0.09,0.27,-0.09
91,3.760,53.8225371,17.3365694,139.9,0.45,0.018,-0.008,1.002,0,0.10,0.27,-0.09
92,3.800,53.8225371,17.3365695,139.9,0.49,0.017,-0.008,1.002,0,0.11,0.27,-0.09
93,3.840,53.8225371,17.3365697,140.0,0.29,0.018,-0.008,1.002,0,0.12,0.27,-0.10
94,3.880,53.8225371,17.3365697,140.0,0.11,0.019,-0.007,1.002,0,0.12,0.27,-0.10
95,3.920,53.8225371,17.3365698,140.0,0.22,0.019,-0.007,1.002,0,0.13,0.27,-0.10
96,3.960,53.8225371,17.3365698,140.0,0.51,0.020,-0.007,1.002,0,0.12,0.28,-0.10
97,4.000,53.8225371,17.3365700,140.0,0.08,0.021,-0.007,1.002,0,0.12,0.28,-0.10
98,4.040,53.8225370,17.3365703,140.0,0.27,0.021,-0.007,1.002,0,0.12,0.28,-0.10
99,4.080,53.8225370,17.3365703,140.0,0.20,0.020,-0.007,1.002,0,0.11,0.28,-0.10
100,4.160,53.8225370,17.3365703,140.0,0.17,0.020,-0.007,1.002,0,0.11,0.28,-0.10
101,4.200,53.8225370,17.3365703,140.1,0.22,0.019,-0.007,1.002,0,0.10,0.28,-0.10
102,4.240,53.8225370,17.3365706,140.1,0.36,0.018,-0.007,1.002,0,0.10,0.28,-0.09
103,4.280,53.8225370,17.3365706,140.1,0.46,0.017,-0.007,1.002,0,0.10,0.28,-0.09
104,4.320,53.8225370,17.3365706,140.1,0.33,0.018,-0.007,1.002,0,0.11,0.28,-0.09
105,4.360,53.8225370,17.3365709,140.1,0.23,0.019,-0.007,1.002,0,0.11,0.28,-0.10
106,4.400,53.8225370,17.3365709,140.1,0.08,0.019,-0.008,1.002,0,0.11,0.28,-0.10
107,4.440,53.8225370,17.3365709,140.1,0.12,0.020,-0.007,1.002,0,0.11,0.28,-0.10
108,4.480,53.8225370,17.3365712,140.2,0.22,0.020,-0.007,1.002,0,0.11,0.28,-0.10
109,4.520,53.8225370,17.3365712,140.2,0.80,0.019,-0.008,1.002,0,0.11,0.28,-0.10
110,4.560,53.8225370,17.3365715,140.2,0.97,0.019,-0.007,1.002,0,0.11,0.28,-0.10
111,4.600,53.8225370,17.3365715,140.2,0.20,0.019,-0.007,1.002,0,0.11,0.27,-0.10
112,4.640,53.8225370,17.3365718,140.2,0.28,0.019,-0.007,1.002,0,0.11,0.27,-0.10
113,4.680,53.8225370,17.3365718,140.3,0.05,0.019,-0.007,1.002,0,0.11,0.27,-0.10
114,4.720,53.8225370,17.3365718,140.3,0.68,0.019,-0.007,1.002,0,0.11,0.27,-0.10
115,4.760,53.8225370,17.3365718,140.3,0.33,0.019,-0.007,1.002,0,0.11,0.27,-0.11
116,4.800,53.8225370,17.3365721,140.3,0.30,0.019,-0.007,1.002,0,0.11,0.27,-0.11
117,4.840,53.8225370,17.3365722,140.3,0.24,0.019,-0.008,1.002,0,0.11,0.27,-0.12
118,4.880,53.8225370,17.3365724,140.3,0.52,0.019,-0.008,1.002,0,0.11,0.27,-0.12
119,4.920,53.8225370,17.3365724,140.3,0.17,0.019,-0.007,1.002,0,0.11,0.27,-0.12
120,4.960,53.8225370,17.3365727,140.4,0.17,0.018,-0.007,1.002,0,0.11,0.26,-0.12
121,5.000,53.8225370,17.3365727,140.4,0.17,0.018,-0.007,1.002,0,0.11,0.26,-0.11
122,5.040,53.8225370,17.3365727,140.4,0.23,0.018,-0.007,1.002,0,0.11,0.26,-0.10
123,5.080,53.8225370,17.3365727,140.4,0.17,0.019,-0.006,1.002,0,0.10,0.26,-0.09
124,5.160,53.8225370,17.3365728,140.4,0.41,0.019,-0.007,1.002,0,0.10,0.26,-0.09
125,5.200,53.8225370,17.3365730,140.4,0.16,0.019,-0.007,1.002,0,0.09,0.27,-0.09
126,5.240,53.8225370,17.3365730,140.4,0.39,0.020,-0.006,1.002,0,0.09,0.27,-0.09
127,5.280,53.8225370,17.3365730,140.4,0.09,0.020,-0.006,1.002,0,0.09,0.27,-0.09
128,5.320,53.8225370,17.3365731,140.4,0.17,0.019,-0.007,1.002,0,0.09,0.28,-0.10
129,5.360,53.8225368,17.3365734,140.5,0.06,0.019,-0.007,1.002,0,0.10,0.28,-0.10
130,5.400,53.8225368,17.3365735,140.5,0.13,0.019,-0.007,1.002,0,0.10,0.28,-0.10
131,5.440,53.8225368,17.3365736,140.5,0.05,0.019,-0.007,1.002,0,0.10,0.28,-0.10
132,5.480,53.8225368,17.3365736,140.5,0.12,0.019,-0.007,1.002,0,0.11,0.27,-0.10
133,5.520,53.8225368,17.3365737,140.5,0.12,0.019,-0.007,1.002,0,0.11,0.27,-0.10
134,5.560,53.8225367,17.3365737,140.5,0.27,0.019,-0.007,1.002,0,0.10,0.26,-0.10
135,5.600,53.8225368,17.3365737,140.5,0.15,0.019,-0.007,1.002,0,0.10,0.26,-0.10
136,5.640,53.8225367,17.3365740,140.6,0.15,0.018,-0.007,1.002,0,0.09,0.26,-0.10
137,5.680,53.8225367,17.3365740,140.6,0.31,0.018,-0.007,1.002,0,0.10,0.26,-0.10
138,5.720,53.8225367,17.3365741,140.6,0.19,0.018,-0.007,1.002,0,0.10,0.27,-0.10
139,5.760,53.8225367,17.3365743,140.6,0.26,0.018,-0.007,1.002,0,0.11,0.27,-0.10
140,5.800,53.8225367,17.3365743,140.6,0.08,0.018,-0.007,1.002,0,0.11,0.28,-0.10
141,5.840,53.8225366,17.3365743,140.6,0.15,0.018,-0.007,1.002,0,0.11,0.28,-0.10
142,5.880,53.8225367,17.3365744,140.6,0.29,0.018,-0.007,1.002,0,0.11,0.28,-0.10
143,5.920,53.8225366,17.3365746,140.7,0.43,0.018,-0.007,1.002,0,0.10,0.27,-0.10
144,5.960,53.8225365,17.3365746,140.7,0.35,0.018,-0.008,1.002,0,0.10,0.27,-0.11
145,6.000,53.8225365,17.3365746,140.7,0.22,0.017,-0.008,1.002,0,0.09,0.26,-0.11
146,6.040,53.8225366,17.3365749,140.7,0.53,0.017,-0.008,1.002,0,0.09,0.26,-0.11
147,6.080,53.8225366,17.3365749,140.7,0.45,0.018,-0.008,1.000,0,0.09,0.26,-0.11
148,6.160,53.8225365,17.3365752,140.7,1.61,0.018,-0.007,1.002,0,0.10,0.26,-0.11
149,6.200,53.8225365,17.3365753,140.7,0.84,0.018,-0.007,1.000,0,0.10,0.26,-0.11
150,6.240,53.8225365,17.3365755,140.7,0.65,0.018,-0.007,1.000,0,0.11,0.27,-0.10
151,6.280,53.8225365,17.3365752,140.7,0.98,0.018,-0.007,1.002,0,0.11,0.27,-0.10
152,6.320,53.8225365,17.3365752,140.7,0.58,0.017,-0.007,1.002,0,0.10,0.27,-0.10
153,6.360,53.8225365,17.3365753,140.7,0.67,0.017,-0.007,1.002,0,0.10,0.27,-0.10
154,6.400,53.8225364,17.3365755,140.7,0.54,0.017,-0.007,1.002,0,0.10,0.27,-0.10
155,6.440,53.8225361,17.3365755,140.8,0.55,0.018,-0.007,1.002,0,0.10,0.27,-0.11
156,6.480,53.8225361,17.3365758,140.8,0.64,0.018,-0.008,1.002,0,0.10,0.27,-0.11
157,6.520,53.8225361,17.3365758,140.8,0.40,0.018,-0.007,1.002,0,0.11,0.27,-0.11
158,6.560,53.8225360,17.3365758,140.8,0.28,0.019,-0.007,1.002,0,0.11,0.27,-0.11
159,6.600,53.8225360,17.3365759,140.8,0.28,0.019,-0.007,1.002,0,0.11,0.27,-0.11
160,6.640,53.8225360,17.3365761,140.8,0.22,0.019,-0.007,1.002,0,0.11,0.27,-0.11
161,6.680,53.8225360,17.3365761,140.8,0.23,0.019,-0.007,1.002,0,0.10,0.27,-0.11
162,6.720,53.8225360,17.3365761,140.8,0.08,0.019,-0.008,1.002,0,0.10,0.27,-0.11
163,6.760,53.8225360,17.3365762,140.8,0.28,0.019,-0.008,1.002,0,0.10,0.27,-0.11
164,6.800,53.8225360,17.3365762,140.8,0.26,0.018,-0.008,1.002,0,0.10,0.27,-0.11
165,6.840,53.8225359,17.3365764,140.8,0.55,0.018,-0.008,1.002,0,0.10,0.27,-0.11
166,6.880,53.8225359,17.3365765,140.8,0.18,0.018,-0.007,1.002,0,0.10,0.27,-0.11
167,6.920,53.8225359,17.3365765,140.8,0.34,0.018,-0.007,1.002,0,0.09,0.26,-0.11
168,6.960,53.8225359,17.3365767,140.8,0.20,0.018,-0.007,1.002,0,0.09,0.26,-0.10
169,7.000,53.8225359,17.3365767,140.8,0.44,0.019,-0.007,1.002,0,0.09,0.26,-0.10
170,7.040,53.8225359,17.3365768,140.9,0.58,0.019,-0.007,1.002,0,0.09,0.26,-0.10
171,7.080,53.8225359,17.3365770,140.9,0.63,0.019,-0.007,1.002,0,0.09,0.26,-0.10
172,7.160,53.8225359,17.3365770,140.9,0.20,0.019,-0.008,1.002,0,0.09,0.27,-0.10
173,7.200,53.8225359,17.3365771,140.9,0.37,0.019,-0.008,1.002,0,0.09,0.27,-0.10
174,7.240,53.8225355,17.3365773,140.9,0.50,0.019,-0.008,1.002,0,0.09,0.27,-0.11
175,7.280,53.8225358,17.3365774,141.0,0.69,0.018,-0.008,1.002,0,0.09,0.27,-0.11
176,7.320,53.8225358,17.3365774,141.0,0.39,0.017,-0.008,1.002,0,0.09,0.27,-0.11
177,7.360,53.8225354,17.3365774,140.9,0.68,0.017,-0.007,1.002,0,0.09,0.27,-0.11
178,7.400,53.8225355,17.3365774,140.9,0.47,0.017,-0.008,1.002,0,0.09,0.27,-0.11
179,7.440,53.8225355,17.3365778,141.0,0.04,0.017,-0.007,1.002,0,0.10,0.27,-0.10
180,7.480,53.8225354,17.3365779,141.0,0.39,0.017,-0.007,1.002,0,0.10,0.26,-0.11
181,7.520,53.8225353,17.3365779,141.0,0.35,0.018,-0.007,1.002,0,0.10,0.26,-0.11
182,7.560,53.8225353,17.3365778,141.0,0.19,0.017,-0.007,1.002,0,0.10,0.26,-0.11
183,7.600,53.8225354,17.3365779,141.0,0.82,0.018,-0.007,1.002,0,0.10,0.27,-0.11
184,7.640,53.8225353,17.3365779,141.0,0.26,0.018,-0.007,1.002,0,0.10,0.27,-0.11
185,7.680,53.8225353,17.3365782,141.0,0.29,0.019,-0.007,1.002,0,0.10,0.27,-0.11
186,7.720,53.8225353,17.3365782,141.0,0.25,0.018,-0.007,1.002,0,0.10,0.27,-0.11
187,7.760,53.8225352,17.3365782,141.0,0.14,0.019,-0.008,1.002,0,0.10,0.27,-0.11
188,7.800,53.8225352,17.3365785,141.0,0.39,0.018,-0.008,1.002,0,0.10,0.27,-0.11
189,7.840,53.8225352,17.3365785,141.1,0.21,0.018,-0.008,1.002,0,0.10,0.27,-0.11
190,7.880,53.8225352,17.3365785,141.1,0.63,0.018,-0.008,1.002,0,0.10,0.27,-0.11
191,7.920,53.8225352,17.3365788,141.1,0.32,0.018,-0.007,1.002,0,0.10,0.26,-0.11
192,7.960,53.8225352,17.3365788,141.1,0.40,0.018,-0.007,1.002,0,0.10,0.26,-0.11
193,8.000,53.8225352,17.3365788,141.1,0.10,0.018,-0.007,1.002,0,0.09,0.26,-0.11
194,8.040,53.8225352,17.3365788,141.1,0.31,0.018,-0.007,1.002,0,0.09,0.25,-0.11
195,8.080,53.8225352,17.3365788,141.1,0.04,0.018,-0.007,1.002,0,0.09,0.25,-0.12
196,8.160,53.8225351,17.3365788,141.1,0.32,0.017,-0.007,1.002,0,0.08,0.25,-0.12
197,8.200,53.8225351,17.3365791,141.1,0.22,0.018,-0.007,1.002,0,0.08,0.25,-0.12
198,8.240,53.8225351,17.3365791,141.1,0.35,0.018,-0.007,1.002,0,0.09,0.25,-0.11
199,8.280,53.8225351,17.3365791,141.1,0.31,0.018,-0.008,1.002,0,0.09,0.25,-0.11
200,8.320,53.8225351,17.3365791,141.1,0.14,0.018,-0.008,1.002,0,0.09,0.26,-0.11
201,8.360,53.8225348,17.3365794,141.1,0.33,0.018,-0.008,1.002,0,0.10,0.25,-0.11
202,8.400,53.8225347,17.3365794,141.2,0.72,0.018,-0.008,1.002,0,0.10,0.25,-0.11
203,8.440,53.8225347,17.3365794,141.2,0.30,0.018,-0.008,1.002,0,0.11,0.25,-0.12
204,8.480,53.8225347,17.3365797,141.2,0.47,0.018,-0.007,1.002,0,0.10,0.25,-0.11
205,8.520,53.8225347,17.3365797,141.2,0.17,0.018,-0.007,1.002,0,0.10,0.25,-0.11
206,8.560,53.8225346,17.3365797,141.2,0.30,0.018,-0.006,1.002,0,0.09,0.25,-0.10
207,8.600,53.8225346,17.3365797,141.2,0.28,0.018,-0.006,1.002,0,0.08,0.25,-0.10
208,8.640,53.8225346,17.3365800,141.2,0.39,0.019,-0.007,1.002,0,0.06,0.25,-0.10
209,8.680,53.8225346,17.3365800,141.2,0.21,0.019,-0.008,1.002,0,0.07,0.26,-0.10
210,8.720,53.8225346,17.3365800,141.2,0.43,0.019,-0.009,1.002,0,0.07,0.26,-0.10
211,8.760,53.8225346,17.3365800,141.2,0.44,0.019,-0.009,1.002,0,0.08,0.26,-0.11
212,8.800,53.8225346,17.3365800,141.2,0.50,0.018,-0.008,1.002,0,0.10,0.26,-0.11
213,8.840,53.8225346,17.3365803,141.3,0.57,0.017,-0.008,1.002,0,0.10,0.26,-0.12
214,8.880,53.8225346,17.3365803,141.3,0.45,0.016,-0.007,1.002,0,0.10,0.25,-0.12
215,8.920,53.8225346,17.3365803,141.3,0.55,0.016,-0.007,1.002,0,0.10,0.25,-0.12
216,8.960,53.8225345,17.3365803,141.3,0.55,0.017,-0.007,1.002,0,0.10,0.26,-0.11
217,9.000,53.8225345,17.3365806,141.3,0.48,0.018,-0.007,1.000,0,0.10,0.27,-0.11
218,9.040,53.8225342,17.3365806,141.3,0.57,0.017,-0.008,1.002,0,0.10,0.28,-0.10
219,9.080,53.8225345,17.3365806,141.3,0.32,0.018,-0.007,1.002,0,0.10,0.28,-0.10
220,9.160,53.8225345,17.3365803,141.3,0.60,0.018,-0.007,1.002,0,0.10,0.28,-0.10
221,9.200,53.8225342,17.3365806,141.3,0.40,0.018,-0.007,1.000,0,0.10,0.28,-0.10
222,9.240,53.8225342,17.3365806,141.4,0.49,0.018,-0.008,1.000,0,0.12,0.28,-0.10
223,9.280,53.8225342,17.3365806,141.4,0.40,0.019,-0.008,1.000,0,0.14,0.28,-0.11
224,9.320,53.8225345,17.3365809,141.4,1.07,0.019,-0.008,1.002,0,0.16,0.28,-0.12
225,9.360,53.8225345,17.3365812,141.4,0.89,0.018,-0.007,1.002,0,0.18,0.28,-0.12
226,9.400,53.8225345,17.3365812,141.4,0.40,0.018,-0.007,1.002,0,0.19,0.27,-0.12
227,9.440,53.8225342,17.3365812,141.5,0.46,0.017,-0.006,1.002,0,0.19,0.26,-0.12
228,9.480,53.8225342,17.3365813,141.5,0.35,0.017,-0.006,1.002,0,0.19,0.26,-0.11
229,9.520,53.8225342,17.3365812,141.5,0.20,0.017,-0.006,1.002,0,0.17,0.25,-0.11
230,9.560,53.8225340,17.3365813,141.5,0.99,0.017,-0.007,1.002,0,0.16,0.25,-0.10
231,9.600,53.8225340,17.3365812,141.5,1.22,0.018,-0.007,1.002,0,0.15,0.24,-0.10
232,9.640,53.8225339,17.3365811,141.5,1.03,0.019,-0.007,1.002,0,0.15,0.25,-0.10
233,9.680,53.8225339,17.3365811,141.5,0.61,0.019,-0.007,1.002,0,0.15,0.25,-0.10
234,9.720,53.8225339,17.3365811,141.5,0.68,0.020,-0.007,1.002,0,0.15,0.25,-0.11
235,9.760,53.8225337,17.3365811,141.5,0.09,0.020,-0.007,1.002,0,0.15,0.25,-0.11
236,9.800,53.8225337,17.3365812,141.5,0.13,0.019,-0.007,1.002,0,0.15,0.26,-0.12
237,9.840,53.8225336,17.3365811,141.5,0.52,0.019,-0.006,1.002,0,0.15,0.26,-0.12
238,9.880,53.8225336,17.3365811,141.5,0.14,0.019,-0.006,1.002,0,0.15,0.26,-0.12
239,9.920,53.8225336,17.3365812,141.5,0.06,0.019,-0.006,1.002,0,0.14,0.26,-0.12
240,9.960,53.8225335,17.3365812,141.5,0.27,0.019,-0.006,1.002,0,0.13,0.26,-0.12
241,10.000,53.8225335,17.3365813,141.5,0.39,0.020,-0.006,1.002,0,0.12,0.26,-0.12
242,10.040,53.8225335,17.3365813,141.6,0.36,0.020,-0.006,1.002,0,0.11,0.25,-0.12
243,10.080,53.8225335,17.3365814,141.6,0.20,0.019,-0.006,1.002,0,0.11,0.25,-0.11
244,10.160,53.8225334,17.3365814,141.6,0.07,0.019,-0.006,1.002,0,0.11,0.25,-0.11
245,10.200,53.8225334,17.3365814,141.6,0.21,0.019,-0.005,1.002,0,0.12,0.25,-0.11
246,10.240,53.8225334,17.3365816,141.6,0.19,0.019,-0.006,1.002,0,0.12,0.25,-0.11
247,10.280,53.8225334,17.3365816,141.6,0.46,0.018,-0.005,1.002,0,0.12,0.25,-0.11
248,10.320,53.8225334,17.3365816,141.6,0.27,0.018,-0.006,1.002,0,0.12,0.25,-0.12
249,10.360,53.8225334,17.3365817,141.6,0.39,0.018,-0.006,1.002,0,0.12,0.26,-0.12
250,10.400,53.8225334,17.3365819,141.7,0.28,0.018,-0.006,1.002,0,0.12,0.26,-0.11
251,10.440,53.8225334,17.3365820,141.7,0.13,0.018,-0.006,1.002,0,0.12,0.26,-0.11
252,10.480,53.8225333,17.3365820,141.7,0.61,0.019,-0.006,1.002,0,0.12,0.26,-0.10
253,10.520,53.8225333,17.3365822,141.7,0.39,0.019,-0.006,1.002,0,0.12,0.26,-0.10
254,10.560,53.8225333,17.3365822,141.7,0.49,0.019,-0.006,1.002,0,0.12,0.26,-0.10
255,10.600,53.8225333,17.3365822,141.8,0.26,0.019,-0.006,1.002,0,0.12,0.26,-0.10
256,10.640,53.8225333,17.3365823,141.8,0.11,0.019,-0.006,1.002,0,0.11,0.27,-0.11
