Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
22,2025-10-25T17:36:22.240,53.8225567,17.3366405,152.5,0.21,0.013,-0.004,1.002,0,0.14,0.34,-0.12
23,2025-10-25T17:36:22.280,53.8225566,17.3366408,152.4,0.10,0.013,-0.004,1.002,0,0.14,0.34,-0.12
24,2025-10-25T17:36:22.320,53.8225565,17.3366411,152.4,0.37,0.013,-0.004,1.002,0,0.14,0.35,-0.11
25,2025-10-25T17:36:22.360,53.8225563,17.3366414,152.4,0.24,0.013,-0.004,1.002,0,0.14,0.35,-0.11
26,2025-10-25T17:36:22.400,53.8225560,17.3366414,152.3,0.11,0.013,-0.004,1.002,0,0.13,0.35,-0.11
27,2025-10-25T17:36:22.440,53.8225559,17.3366416,152.2,0.18,0.013,-0.004,1.002,0,0.13,0.35,-0.11
28,2025-10-25T17:36:22.480,53.8225557,17.3366416,152.2,0.08,0.013,-0.004,1.003,0,0.13,0.35,-0.12
29,2025-10-25T17:36:22.520,53.8225556,17.3366417,152.1,0.11,0.013,-0.004,1.003,0,0.13,0.35,-0.12
30,2025-10-25T17:36:22.560,53.8225556,17.3366420,152.0,0.12,0.013,-0.004,1.003,0,0.13,0.35,-0.12
31,2025-10-25T17:36:22.600,53.8225555,17.3366421,152.0,0.10,0.013,-0.004,1.003,0,0.13,0.35,-0.12
32,2025-10-25T17:36:22.640,53.8225553,17.3366424,151.9,0.08,0.014,-0.004,1.003,0,0.13,0.35,-0.12
33,2025-10-25T17:36:22.680,53.8225550,17.3366426,151.8,0.50,0.014,-0.003,1.003,0,0.13,0.35,-0.12
34,2025-10-25T17:36:22.720,53.8225549,17.3366429,151.8,0.54,0.014,-0.004,1.003,0,0.14,0.35,-0.12
35,2025-10-25T17:36:22.760,53.8225549,17.3366430,151.7,0.19,0.013,-0.003,1.003,0,0.13,0.35,-0.12
36,2025-10-25T17:36:22.800,53.8225550,17.3366432,151.7,0.26,0.013,-0.004,1.003,0,0.13,0.35,-0.12
37,2025-10-25T17:36:22.840,53.8225549,17.3366435,151.6,0.26,0.012,-0.004,1.003,0,0.13,0.35,-0.12
38,2025-10-25T17:36:22.880,53.8225546,17.3366438,151.5,0.13,0.012,-0.004,1.003,0,0.13,0.35,-0.12
39,2025-10-25T17:36:22.920,53.8225544,17.3366439,151.4,0.17,0.013,-0.004,1.003,0,0.12,0.35,-0.12
40,2025-10-25T17:36:22.960,53.8225542,17.3366443,151.4,0.05,0.014,-0.004,1.003,0,0.12,0.35,-0.12
41,2025-10-25T17:36:23.040,53.8225540,17.3366444,151.3,0.27,0.014,-0.003,1.003,0,0.13,0.35,-0.12
42,2025-10-25T17:36:23.080,53.8225538,17.3366447,151.3,0.04,0.014,-0.003,1.003,0,0.13,0.36,-0.11
43,2025-10-25T17:36:23.120,53.8225535,17.3366448,151.2,0.16,0.014,-0.003,1.003,0,0.13,0.36,-0.11
44,2025-10-25T17:36:23.160,53.8225533,17.3366450,151.2,0.13,0.014,-0.003,1.003,0,0.14,0.36,-0.11
45,2025-10-25T17:36:23.200,53.8225528,17.3366453,151.1,0.16,0.013,-0.003,1.003,0,0.14,0.36,-0.11
46,2025-10-25T17:36:23.240,53.8225524,17.3366457,151.1,0.18,0.013,-0.004,1.003,0,0.14,0.36,-0.11
47,2025-10-25T17:36:23.280,53.8225522,17.3366460,151.0,0.07,0.013,-0.004,1.003,0,0.14,0.35,-0.11
48,2025-10-25T17:36:23.320,53.8225516,17.3366464,151.0,0.52,0.013,-0.004,1.003,0,0.14,0.35,-0.11
49,2025-10-25T17:36:23.360,53.8225513,17.3366469,150.9,0.12,0.013,-0.004,1.003,0,0.14,0.35,-0.12
50,2025-10-25T17:36:23.400,53.8225510,17.3366472,150.9,0.06,0.012,-0.004,1.003,0,0.14,0.35,-0.12
51,2025-10-25T17:36:23.440,53.8225506,17.3366476,150.8,0.23,0.012,-0.004,1.003,0,0.13,0.34,-0.12
52,2025-10-25T17:36:23.480,53.8225504,17.3366479,150.7,0.30,0.013,-0.004,1.003,0,0.13,0.34,-0.12
53,2025-10-25T17:36:23.520,53.8225498,17.3366484,150.7,0.12,0.013,-0.004,1.003,0,0.13,0.34,-0.12
54,2025-10-25T17:36:23.560,53.8225494,17.3366490,150.6,0.33,0.014,-0.004,1.003,0,0.12,0.34,-0.11
55,2025-10-25T17:36:23.600,53.8225492,17.3366493,150.5,0.12,0.014,-0.003,1.003,0,0.12,0.34,-0.11
56,2025-10-25T17:36:23.640,53.8225487,17.3366496,150.4,0.06,0.014,-0.003,1.003,0,0.12,0.34,-0.11
57,2025-10-25T17:36:23.680,53.8225485,17.3366499,150.3,0.40,0.014,-0.004,1.003,0,0.12,0.34,-0.10
58,2025-10-25T17:36:23.720,53.8225480,17.3366503,150.2,0.28,0.014,-0.004,1.003,0,0.12,0.35,-0.10
59,2025-10-25T17:36:23.760,53.8225475,17.3366508,150.2,0.22,0.013,-0.004,1.003,0,0.13,0.35,-0.10
60,2025-10-25T17:36:23.800,53.8225471,17.3366512,150.1,0.17,0.013,-0.004,1.003,0,0.13,0.35,-0.10
61,2025-10-25T17:36:23.840,53.8225467,17.3366517,150.0,0.06,0.013,-0.004,1.003,0,0.13,0.35,-0.10
62,2025-10-25T17:36:23.920,53.8225462,17.3366520,149.9,0.42,0.013,-0.004,1.003,0,0.14,0.36,-0.11
63,2025-10-25T17:36:23.960,53.8225456,17.3366524,149.8,0.35,0.013,-0.004,1.003,0,0.14,0.36,-0.11
64,2025-10-25T17:36:24.040,53.8225450,17.3366529,149.7,0.26,0.013,-0.005,1.003,0,0.14,0.36,-0.11
65,2025-10-25T17:36:24.080,53.8225443,17.3366536,149.7,0.59,0.013,-0.005,1.003,0,0.14,0.36,-0.11
66,2025-10-25T17:36:24.120,53.8225438,17.3366540,149.6,0.36,0.013,-0.005,1.003,0,0.14,0.35,-0.11
67,2025-10-25T17:36:24.160,53.8225432,17.3366545,149.5,0.22,0.014,-0.005,1.003,0,0.13,0.35,-0.12
68,2025-10-25T17:36:24.200,53.8225426,17.3366549,149.4,0.21,0.014,-0.004,1.003,0,0.13,0.34,-0.12
69,2025-10-25T17:36:24.240,53.8225421,17.3366552,149.3,0.26,0.014,-0.004,1.003,0,0.13,0.34,-0.12
70,2025-10-25T17:36:24.280,53.8225416,17.3366557,149.2,0.19,0.014,-0.004,1.003,0,0.13,0.34,-0.11
71,2025-10-25T17:36:24.320,53.8225410,17.3366560,149.1,0.13,0.014,-0.004,1.003,0,0.13,0.35,-0.11
72,2025-10-25T17:36:24.360,53.8225406,17.3366563,149.0,0.29,0.014,-0.004,1.003,0,0.13,0.35,-0.12
73,2025-10-25T17:36:24.400,53.8225400,17.3366569,148.9,0.25,0.013,-0.004,1.003,0,0.13,0.35,-0.12
74,2025-10-25T17:36:24.440,53.8225394,17.3366572,148.8,0.15,0.013,-0.004,1.003,0,0.13,0.35,-0.12
75,2025-10-25T17:36:24.480,53.8225388,17.3366575,148.7,0.08,0.013,-0.003,1.003,0,0.12,0.34,-0.13
76,2025-10-25T17:36:24.520,53.8225381,17.3366580,148.7,0.03,0.014,-0.003,1.003,0,0.12,0.34,-0.13
77,2025-10-25T17:36:24.560,53.8225376,17.3366584,148.6,0.09,0.015,-0.003,1.003,0,0.12,0.33,-0.13
78,2025-10-25T17:36:24.600,53.8225370,17.3366587,148.5,0.19,0.015,-0.003,1.003,0,0.11,0.33,-0.13
79,2025-10-25T17:36:24.640,53.8225364,17.3366593,148.4,0.22,0.015,-0.003,1.003,0,0.11,0.33,-0.13
80,2025-10-25T17:36:24.680,53.8225358,17.3366597,148.4,0.25,0.014,-0.003,1.003,0,0.11,0.33,-0.13
81,2025-10-25T17:36:24.720,53.8225353,17.3366602,148.3,0.14,0.014,-0.003,1.003,0,0.11,0.32,-0.13
82,2025-10-25T17:36:24.760,53.8225349,17.3366605,148.2,0.22,0.013,-0.004,1.003,0,0.11,0.32,-0.13
83,2025-10-25T17:36:24.800,53.8225344,17.3366609,148.2,0.18,0.014,-0.004,1.003,0,0.12,0.32,-0.13
84,2025-10-25T17:36:24.840,53.8225340,17.3366615,148.1,0.23,0.014,-0.004,1.003,0,0.12,0.33,-0.13
85,2025-10-25T17:36:24.880,53.8225336,17.3366618,148.1,0.20,0.014,-0.003,1.003,0,0.13,0.33,-0.13
86,2025-10-25T17:36:24.920,53.8225331,17.3366623,148.0,0.09,0.014,-0.003,1.002,0,0.13,0.33,-0.12
87,2025-10-25T17:36:24.960,53.8225327,17.3366626,148.0,0.42,0.014,-0.003,1.003,0,0.13,0.33,-0.12
88,2025-10-25T17:36:25.040,53.8225323,17.3366630,147.9,0.15,0.014,-0.003,1.003,0,0.13,0.34,-0.12
89,2025-10-25T17:36:25.080,53.8225320,17.3366633,147.9,0.26,0.014,-0.004,1.003,0,0.13,0.34,-0.11
90,2025-10-25T17:36:25.120,53.8225315,17.3366639,147.8,0.62,0.014,-0.004,1.003,0,0.13,0.34,-0.12
91,2025-10-25T17:36:25.160,53.8225311,17.3366642,147.8,0.64,0.014,-0.004,1.003,0,0.13,0.35,-0.12
92,2025-10-25T17:36:25.200,53.8225307,17.3366645,147.7,0.41,0.013,-0.004,1.003,0,0.13,0.35,-0.12
93,2025-10-25T17:36:25.240,53.8225304,17.3366648,147.7,0.17,0.013,-0.004,1.003,0,0.13,0.34,-0.12
94,2025-10-25T17:36:25.280,53.8225300,17.3366651,147.6,0.08,0.014,-0.004,1.003,0,0.12,0.34,-0.12
95,2025-10-25T17:36:25.320,53.8225297,17.3366654,147.6,0.14,0.015,-0.004,1.003,0,0.12,0.33,-0.11
96,2025-10-25T17:36:25.360,53.8225293,17.3366658,147.5,0.10,0.016,-0.003,1.003,0,0.12,0.33,-0.11
97,2025-10-25T17:36:25.400,53.8225289,17.3366661,147.5,0.05,0.016,-0.003,1.004,0,0.12,0.33,-0.11
98,2025-10-25T17:36:25.440,53.8225285,17.3366664,147.5,0.14,0.015,-0.003,1.004,0,0.12,0.34,-0.11
99,2025-10-25T17:36:25.480,53.8225281,17.3366667,147.4,0.20,0.013,-0.003,1.004,0,0.12,0.34,-0.11
100,2025-10-25T17:36:25.520,53.8225277,17.3366669,147.4,0.32,0.012,-0.004,1.003,0,0.13,0.34,-0.11
101,2025-10-25T17:36:25.560,53.8225275,17.3366670,147.3,0.19,0.011,-0.004,1.003,0,0.13,0.34,-0.11
102,2025-10-25T17:36:25.600,53.8225273,17.3366672,147.3,0.47,0.012,-0.005,1.003,0,0.13,0.34,-0.11
103,2025-10-25T17:36:25.640,53.8225270,17.3366672,147.3,0.75,0.013,-0.005,1.003,0,0.12,0.34,-0.11
104,2025-10-25T17:36:25.680,53.8225267,17.3366675,147.2,0.36,0.013,-0.004,1.003,0,0.12,0.34,-0.11
105,2025-10-25T17:36:25.720,53.8225263,17.3366675,147.2,0.20,0.014,-0.004,1.003,0,0.12,0.34,-0.11
106,2025-10-25T17:36:25.760,53.8225259,17.3366678,147.2,0.27,0.014,-0.003,1.003,0,0.12,0.34,-0.11
107,2025-10-25T17:36:25.800,53.8225255,17.3366678,147.1,0.17,0.014,-0.003,1.003,0,0.12,0.34,-0.11
108,2025-10-25T17:36:25.880,53.8225253,17.3366681,147.1,0.15,0.014,-0.003,1.003,0,0.12,0.34,-0.11
109,2025-10-25T17:36:25.920,53.8225251,17.3366684,147.1,0.32,0.014,-0.004,1.003,0,0.13,0.34,-0.11
110,2025-10-25T17:36:25.960,53.8225248,17.3366687,147.0,0.32,0.014,-0.004,1.003,0,0.13,0.34,-0.11
111,2025-10-25T17:36:26.040,53.8225244,17.3366691,147.0,0.41,0.014,-0.004,1.003,0,0.13,0.34,-0.11
112,2025-10-25T17:36:26.080,53.8225242,17.3366693,147.0,0.23,0.014,-0.004,1.003,0,0.13,0.34,-0.11
113,2025-10-25T17:36:26.120,53.8225238,17.3366696,146.9,0.52,0.014,-0.004,1.003,0,0.13,0.34,-0.11
114,2025-10-25T17:36:26.160,53.8225237,17.3366699,146.9,0.49,0.014,-0.004,1.003,0,0.14,0.34,-0.11
115,2025-10-25T17:36:26.200,53.8225234,17.3366702,146.9,0.23,0.014,-0.004,1.003,0,0.14,0.33,-0.12
116,2025-10-25T17:36:26.240,53.8225231,17.3366705,146.8,0.03,0.014,-0.004,1.003,0,0.15,0.33,-0.12
117,2025-10-25T17:36:26.280,53.8225229,17.3366709,146.8,0.19,0.014,-0.004,1.003,0,0.15,0.33,-0.12
118,2025-10-25T17:36:26.320,53.8225227,17.3366710,146.8,0.21,0.014,-0.005,1.003,0,0.15,0.34,-0.12
119,2025-10-25T17:36:26.360,53.8225227,17.3366712,146.8,0.17,0.014,-0.005,1.003,0,0.14,0.35,-0.12
120,2025-10-25T17:36:26.400,53.8225227,17.3366713,146.7,0.03,0.014,-0.005,1.004,0,0.14,0.35,-0.12
121,2025-10-25T17:36:26.440,53.8225227,17.3366715,146.7,0.17,0.014,-0.005,1.004,0,0.14,0.35,-0.12
122,2025-10-25T17:36:26.480,53.8225227,17.3366716,146.7,0.05,0.013,-0.005,1.004,0,0.13,0.34,-0.11
123,2025-10-25T17:36:26.520,53.8225227,17.3366716,146.7,0.06,0.014,-0.004,1.003,0,0.13,0.33,-0.11
124,2025-10-25T17:36:26.560,53.8225227,17.3366718,146.7,0.14,0.015,-0.004,1.003,0,0.12,0.33,-0.12
125,2025-10-25T17:36:26.600,53.8225226,17.3366718,146.7,0.18,0.016,-0.004,1.003,0,0.12,0.34,-0.12
126,2025-10-25T17:36:26.640,53.8225226,17.3366719,146.7,0.20,0.017,-0.004,1.003,0,0.12,0.34,-0.12
127,2025-10-25T17:36:26.680,53.8225226,17.3366719,146.7,0.13,0.016,-0.004,1.003,0,0.12,0.35,-0.13
128,2025-10-25T17:36:26.720,53.8225226,17.3366721,146.7,0.18,0.015,-0.003,1.003,0,0.12,0.35,-0.12
129,2025-10-25T17:36:26.760,53.8225227,17.3366721,146.7,0.21,0.013,-0.003,1.003,0,0.12,0.34,-0.12
130,2025-10-25T17:36:26.800,53.8225227,17.3366721,146.7,0.23,0.013,-0.003,1.003,0,0.11,0.34,-0.11
131,2025-10-25T17:36:26.840,53.8225228,17.3366721,146.7,0.27,0.013,-0.003,1.003,0,0.11,0.34,-0.10
132,2025-10-25T17:36:26.880,53.8225227,17.3366721,146.7,0.41,0.013,-0.003,1.003,0,0.11,0.34,-0.11
133,2025-10-25T17:36:26.920,53.8225224,17.3366724,146.6,0.44,0.014,-0.004,1.003,0,0.12,0.34,-0.11
134,2025-10-25T17:36:26.960,53.8225222,17.3366727,146.6,0.36,0.014,-0.003,1.003,0,0.12,0.33,-0.11
135,2025-10-25T17:36:27.040,53.8225221,17.3366730,146.6,0.49,0.014,-0.003,1.003,0,0.13,0.34,-0.11
136,2025-10-25T17:36:27.080,53.8225218,17.3366733,146.5,0.21,0.014,-0.003,1.003,0,0.13,0.34,-0.11
137,2025-10-25T17:36:27.120,53.8225217,17.3366734,146.5,0.22,0.014,-0.003,1.003,0,0.13,0.35,-0.11
138,2025-10-25T17:36:27.160,53.8225215,17.3366739,146.5,0.30,0.013,-0.004,1.003,0,0.14,0.35,-0.10
139,2025-10-25T17:36:27.200,53.8225212,17.3366740,146.4,0.20,0.013,-0.004,1.003,0,0.14,0.35,-0.10
140,2025-10-25T17:36:27.240,53.8225211,17.3366743,146.4,0.19,0.014,-0.004,1.003,0,0.14,0.34,-0.10
141,2025-10-25T17:36:27.280,53.8225210,17.3366746,146.4,0.08,0.014,-0.005,1.003,0,0.14,0.34,-0.10
142,2025-10-25T17:36:27.320,53.8225209,17.3366748,146.4,0.22,0.014,-0.005,1.003,0,0.14,0.34,-0.11
143,2025-10-25T17:36:27.360,53.8225206,17.3366751,146.3,0.12,0.013,-0.004,1.003,0,0.13,0.33,-0.11
144,2025-10-25T17:36:27.400,53.8225206,17.3366754,146.3,0.23,0.012,-0.004,1.003,0,0.13,0.34,-0.11
145,2025-10-25T17:36:27.440,53.8225205,17.3366757,146.3,0.18,0.011,-0.004,1.003,0,0.13,0.33,-0.11
146,2025-10-25T17:36:27.480,53.8225204,17.3366760,146.3,0.17,0.011,-0.004,1.003,0,0.13,0.33,-0.10
147,2025-10-25T17:36:27.520,53.8225203,17.3366763,146.3,0.30,0.012,-0.004,1.003,0,0.14,0.33,-0.11
148,2025-10-25T17:36:27.560,53.8225202,17.3366766,146.3,0.25,0.013,-0.004,1.003,0,0.14,0.33,-0.11
149,2025-10-25T17:36:27.600,53.8225200,17.3366767,146.3,0.26,0.015,-0.004,1.003,0,0.14,0.33,-0.11
150,2025-10-25T17:36:27.640,53.8225200,17.3366769,146.3,0.10,0.015,-0.004,1.003,0,0.13,0.34,-0.11
151,2025-10-25T17:36:27.680,53.8225200,17.3366770,146.3,0.18,0.015,-0.004,1.003,0,0.13,0.34,-0.12
152,2025-10-25T17:36:27.720,53.8225200,17.3366770,146.3,0.23,0.014,-0.004,1.003,0,0.13,0.34,-0.11
153,2025-10-25T17:36:27.760,53.8225199,17.3366770,146.2,0.38,0.013,-0.004,1.003,0,0.13,0.34,-0.12
154,2025-10-25T17:36:27.840,53.8225198,17.3366772,146.2,0.11,0.012,-0.004,1.003,0,0.13,0.34,-0.12
155,2025-10-25T17:36:27.880,53.8225197,17.3366773,146.2,0.38,0.012,-0.004,1.003,0,0.12,0.34,-0.12
156,2025-10-25T17:36:27.920,53.8225196,17.3366776,146.2,0.52,0.011,-0.004,1.003,0,0.12,0.35,-0.11
157,2025-10-25T17:36:27.960,53.8225194,17.3366776,146.2,0.20,0.011,-0.004,1.003,0,0.12,0.35,-0.11
158,2025-10-25T17:36:28.040,53.8225194,17.3366778,146.2,0.35,0.012,-0.004,1.003,0,0.12,0.35,-0.11
159,2025-10-25T17:36:28.080,53.8225194,17.3366776,146.2,0.30,0.013,-0.003,1.003,0,0.12,0.34,-0.11
160,2025-10-25T17:36:28.120,53.8225194,17.3366776,146.2,0.36,0.014,-0.004,1.003,0,0.12,0.34,-0.11
161,2025-10-25T17:36:28.160,53.8225194,17.3366776,146.2,0.20,0.015,-0.004,1.003,0,0.12,0.34,-0.12
162,2025-10-25T17:36:28.200,53.8225194,17.3366778,146.2,0.39,0.015,-0.004,1.003,0,0.12,0.34,-0.12
163,2025-10-25T17:36:28.240,53.8225194,17.3366778,146.2,0.21,0.014,-0.004,1.003,0,0.12,0.34,-0.11
164,2025-10-25T17:36:28.280,53.8225194,17.3366778,146.1,0.23,0.013,-0.004,1.003,0,0.11,0.33,-0.11
165,2025-10-25T17:36:28.320,53.8225195,17.3366777,146.2,0.30,0.013,-0.004,1.003,0,0.11,0.33,-0.11
166,2025-10-25T17:36:28.360,53.8225196,17.3366776,146.2,0.34,0.013,-0.004,1.002,0,0.12,0.33,-0.10
167,2025-10-25T17:36:28.400,53.8225197,17.3366773,146.2,0.53,0.013,-0.004,1.003,0,0.13,0.34,-0.11
168,2025-10-25T17:36:28.440,53.8225197,17.3366771,146.2,0.46,0.013,-0.003,1.003,0,0.13,0.34,-0.11
169,2025-10-25T17:36:28.480,53.8225197,17.3366770,146.2,0.53,0.013,-0.003,1.003,0,0.13,0.34,-0.11
170,2025-10-25T17:36:28.520,53.8225198,17.3366771,146.2,0.40,0.014,-0.003,1.003,0,0.13,0.34,-0.10
171,2025-10-25T17:36:28.560,53.8225199,17.3366770,146.2,0.25,0.014,-0.002,1.003,0,0.12,0.34,-0.10
172,2025-10-25T17:36:28.600,53.8225201,17.3366768,146.2,0.23,0.014,-0.003,1.003,0,0.11,0.33,-0.09
173,2025-10-25T17:36:28.640,53.8225203,17.3366765,146.2,0.40,0.014,-0.003,1.003,0,0.11,0.33,-0.10
174,2025-10-25T17:36:28.680,53.8225204,17.3366765,146.2,0.23,0.014,-0.003,1.003,0,0.11,0.33,-0.10
175,2025-10-25T17:36:28.720,53.8225205,17.3366765,146.2,0.23,0.014,-0.003,1.003,0,0.11,0.33,-0.10
176,2025-10-25T17:36:28.760,53.8225205,17.3366763,146.2,0.14,0.014,-0.003,1.003,0,0.12,0.33,-0.11
177,2025-10-25T17:36:28.800,53.8225205,17.3366762,146.2,0.25,0.013,-0.003,1.003,0,0.12,0.33,-0.11
178,2025-10-25T17:36:28.840,53.8225207,17.3366762,146.2,0.23,0.013,-0.003,1.003,0,0.11,0.33,-0.11
179,2025-10-25T17:36:28.880,53.8225209,17.3366760,146.2,0.06,0.014,-0.004,1.002,0,0.11,0.33,-0.11
180,2025-10-25T17:36:28.920,53.8225210,17.3366760,146.2,0.16,0.014,-0.004,1.003,0,0.12,0.34,-0.11
181,2025-10-25T17:36:28.960,53.8225211,17.3366758,146.3,0.39,0.015,-0.004,1.002,0,0.13,0.35,-0.11
182,2025-10-25T17:36:29.040,53.8225214,17.3366756,146.3,0.22,0.015,-0.004,1.003,0,0.14,0.35,-0.11
183,2025-10-25T17:36:29.080,53.8225218,17.3366754,146.3,0.71,0.016,-0.004,1.002,0,0.14,0.35,-0.11
184,2025-10-25T17:36:29.120,53.8225220,17.3366753,146.4,0.25,0.014,-0.003,1.003,0,0.14,0.34,-0.11
185,2025-10-25T17:36:29.160,53.8225223,17.3366752,146.4,0.09,0.012,-0.003,1.003,0,0.13,0.33,-0.11
186,2025-10-25T17:36:29.200,53.8225225,17.3366750,146.4,0.09,0.009,-0.003,1.003,0,0.12,0.33,-0.11
187,2025-10-25T17:36:29.240,53.8225229,17.3366748,146.5,0.32,0.007,-0.004,1.003,0,0.11,0.32,-0.11
188,2025-10-25T17:36:29.280,53.8225231,17.3366747,146.5,0.36,0.008,-0.004,1.003,0,0.11,0.32,-0.11
189,2025-10-25T17:36:29.320,53.8225234,17.3366745,146.5,0.21,0.010,-0.004,1.002,0,0.12,0.32,-0.10
190,2025-10-25T17:36:29.360,53.8225235,17.3366745,146.5,0.39,0.014,-0.004,1.002,0,0.13,0.33,-0.10
191,2025-10-25T17:36:29.400,53.8225237,17.3366745,146.5,0.09,0.017,-0.004,1.002,0,0.15,0.34,-0.10
192,2025-10-25T17:36:29.440,53.8225240,17.3366744,146.6,0.16,0.017,-0.003,1.002,0,0.15,0.35,-0.10
193,2025-10-25T17:36:29.480,53.8225241,17.3366744,146.6,0.15,0.017,-0.003,1.003,0,0.16,0.35,-0.11
194,2025-10-25T17:36:29.520,53.8225244,17.3366744,146.6,0.11,0.015,-0.003,1.003,0,0.15,0.36,-0.11
195,2025-10-25T17:36:29.560,53.8225247,17.3366744,146.7,0.28,0.013,-0.003,1.003,0,0.14,0.35,-0.11
196,2025-10-25T17:36:29.600,53.8225248,17.3366744,146.7,0.08,0.012,-0.004,1.003,0,0.14,0.35,-0.11
197,2025-10-25T17:36:29.640,53.8225252,17.3366744,146.7,0.42,0.012,-0.004,1.003,0,0.13,0.34,-0.11
198,2025-10-25T17:36:29.680,53.8225254,17.3366744,146.7,0.06,0.012,-0.005,1.003,0,0.13,0.34,-0.11
199,2025-10-25T17:36:29.720,53.8225254,17.3366743,146.8,0.14,0.012,-0.005,1.002,0,0.13,0.34,-0.11
200,2025-10-25T17:36:29.760,53.8225255,17.3366743,146.8,0.71,0.012,-0.005,1.003,0,0.13,0.33,-0.11
201,2025-10-25T17:36:29.800,53.8225258,17.3366743,146.8,0.21,0.013,-0.004,1.003,0,0.13,0.33,-0.11
202,2025-10-25T17:36:29.840,53.8225260,17.3366742,146.8,0.41,0.014,-0.004,1.003,0,0.13,0.33,-0.11
203,2025-10-25T17:36:29.880,53.8225261,17.3366741,146.8,0.07,0.015,-0.003,1.003,0,0.13,0.33,-0.11
204,2025-10-25T17:36:29.920,53.8225262,17.3366741,146.8,0.17,0.015,-0.003,1.003,0,0.13,0.33,-0.11
205,2025-10-25T17:36:29.960,53.8225264,17.3366741,146.9,0.09,0.015,-0.003,1.003,0,0.13,0.34,-0.10
206,2025-10-25T17:36:30.040,53.8225266,17.3366739,146.9,0.41,0.014,-0.003,1.003,0,0.13,0.34,-0.10
207,2025-10-25T17:36:30.080,53.8225266,17.3366739,146.9,0.18,0.014,-0.003,1.002,0,0.13,0.34,-0.10
208,2025-10-25T17:36:30.120,53.8225267,17.3366740,146.9,0.17,0.015,-0.004,1.002,0,0.13,0.35,-0.10
209,2025-10-25T17:36:30.160,53.8225270,17.3366739,146.9,0.20,0.015,-0.004,1.003,0,0.13,0.35,-0.11
210,2025-10-25T17:36:30.200,53.8225272,17.3366739,146.9,0.18,0.014,-0.004,1.002,0,0.13,0.35,-0.12
211,2025-10-25T17:36:30.240,53.8225273,17.3366738,146.9,0.43,0.014,-0.004,1.003,0,0.13,0.35,-0.12
212,2025-10-25T17:36:30.280,53.8225276,17.3366738,147.0,0.33,0.012,-0.004,1.003,0,0.12,0.34,-0.12
213,2025-10-25T17:36:30.320,53.8225277,17.3366738,147.0,0.47,0.010,-0.004,1.003,0,0.12,0.33,-0.11
