Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
16,2025-10-19T12:33:08.040Z,53.8233420,17.3410936,141.2,0.31,0.007,0.009,1.000,0,-0.01,-0.05,0.02
17,2025-10-19T12:33:08.080Z,53.8233420,17.3410935,141.2,0.09,0.007,0.008,1.000,0,-0.01,-0.06,0.01
18,2025-10-19T12:33:08.120Z,53.8233420,17.3410935,141.2,0.17,0.007,0.008,1.000,0,-0.01,-0.06,0.01
19,2025-10-19T12:33:08.160Z,53.8233421,17.3410934,141.2,0.25,0.008,0.008,1.000,0,-0.01,-0.06,0.01
20,2025-10-19T12:33:08.200Z,53.8233421,17.3410934,141.2,0.36,0.008,0.008,1.000,0,-0.01,-0.05,0.01
21,2025-10-19T12:33:08.240Z,53.8233420,17.3410934,141.2,0.12,0.008,0.009,1.000,0,-0.01,-0.05,0.01
22,2025-10-19T12:33:08.280Z,53.8233420,17.3410934,141.2,0.06,0.008,0.009,1.000,0,-0.01,-0.05,0.02
23,2025-10-19T12:33:08.320Z,53.8233420,17.3410934,141.2,0.27,0.008,0.008,1.000,0,-0.02,-0.05,0.02
24,2025-10-19T12:33:08.360Z,53.8233420,17.3410934,141.2,0.17,0.007,0.008,1.000,0,-0.02,-0.05,0.02
25,2025-10-19T12:33:08.400Z,53.8233420,17.3410934,141.2,0.17,0.007,0.008,1.000,0,-0.02,-0.05,0.01
26,2025-10-19T12:33:08.440Z,53.8233420,17.3410934,141.2,0.05,0.007,0.008,1.000,0,-0.01,-0.05,0.01
27,2025-10-19T12:33:08.480Z,53.8233420,17.3410934,141.2,0.08,0.008,0.008,1.000,0,-0.01,-0.05,0.01
28,2025-10-19T12:33:08.520Z,53.8233420,17.3410934,141.2,0.34,0.008,0.009,1.000,0,-0.01,-0.05,0.01
29,2025-10-19T12:33:08.560Z,53.8233420,17.3410935,141.2,0.10,0.008,0.009,1.000,0,-0.01,-0.05,0.02
30,2025-10-19T12:33:08.600Z,53.8233420,17.3410935,141.2,0.15,0.008,0.009,1.000,0,-0.01,-0.05,0.03
31,2025-10-19T12:33:08.640Z,53.8233420,17.3410934,141.2,0.40,0.007,0.008,1.000,0,-0.01,-0.05,0.04
32,2025-10-19T12:33:08.680Z,53.8233420,17.3410934,141.2,0.32,0.007,0.008,1.000,0,-0.01,-0.05,0.03
33,2025-10-19T12:33:08.720Z,53.8233420,17.3410934,141.2,0.15,0.007,0.008,1.000,0,-0.01,-0.05,0.03
34,2025-10-19T12:33:08.760Z,53.8233420,17.3410934,141.2,0.25,0.007,0.008,1.000,0,-0.01,-0.05,0.02
35,2025-10-19T12:33:08.800Z,53.8233420,17.3410934,141.2,0.23,0.008,0.009,1.000,0,-0.01,-0.05,0.02
36,2025-10-19T12:33:08.840Z,53.8233420,17.3410934,141.2,0.19,0.008,0.009,1.000,0,-0.01,-0.05,0.02
37,2025-10-19T12:33:08.880Z,53.8233420,17.3410934,141.2,0.22,0.008,0.008,1.000,0,-0.01,-0.05,0.01
38,2025-10-19T12:33:08.920Z,53.8233420,17.3410934,141.2,0.21,0.008,0.008,1.000,0,-0.01,-0.05,0.01
39,2025-10-19T12:33:08.960Z,53.8233420,17.3410934,141.2,0.12,0.007,0.008,1.000,0,-0.01,-0.06,0.01
40,2025-10-19T12:33:09.040Z,53.8233420,17.3410936,141.2,0.53,0.008,0.008,1.000,0,-0.01,-0.06,0.02
41,2025-10-19T12:33:09.080Z,53.8233420,17.3410935,141.2,0.17,0.008,0.008,1.000,0,-0.01,-0.06,0.02
42,2025-10-19T12:33:09.120Z,53.8233420,17.3410934,141.2,0.38,0.008,0.008,1.000,0,-0.01,-0.06,0.02
43,2025-10-19T12:33:09.160Z,53.8233420,17.3410935,141.2,0.21,0.007,0.008,1.000,0,0.00,-0.06,0.02
44,2025-10-19T12:33:09.200Z,53.8233420,17.3410934,141.2,0.20,0.007,0.008,1.000,0,-0.01,-0.06,0.01
45,2025-10-19T12:33:09.240Z,53.8233419,17.3410934,141.2,0.42,0.008,0.008,1.000,0,-0.01,-0.06,0.01
46,2025-10-19T12:33:09.280Z,53.8233419,17.3410935,141.2,0.36,0.009,0.009,1.000,0,-0.02,-0.06,0.01
47,2025-10-19T12:33:09.320Z,53.8233419,17.3410935,141.2,0.18,0.009,0.009,1.000,0,-0.02,-0.06,0.01
48,2025-10-19T12:33:09.360Z,53.8233418,17.3410935,141.2,0.25,0.008,0.009,1.000,0,-0.03,-0.05,0.02
49,2025-10-19T12:33:09.400Z,53.8233419,17.3410934,141.2,0.44,0.007,0.008,1.000,0,-0.03,-0.05,0.02
50,2025-10-19T12:33:09.440Z,53.8233418,17.3410933,141.2,0.33,0.007,0.008,1.000,0,-0.03,-0.05,0.01
51,2025-10-19T12:33:09.480Z,53.8233418,17.3410935,141.2,0.16,0.006,0.007,1.000,0,-0.02,-0.05,0.00
52,2025-10-19T12:33:09.520Z,53.8233418,17.3410934,141.2,0.21,0.007,0.008,1.000,0,-0.01,-0.06,0.00
53,2025-10-19T12:33:09.560Z,53.8233418,17.3410935,141.2,0.35,0.008,0.009,1.000,0,-0.01,-0.06,-0.01
54,2025-10-19T12:33:09.600Z,53.8233417,17.3410934,141.2,0.56,0.009,0.009,1.000,0,-0.01,-0.05,0.00
55,2025-10-19T12:33:09.640Z,53.8233417,17.3410933,141.2,0.10,0.009,0.010,1.000,0,-0.01,-0.05,0.00
56,2025-10-19T12:33:09.680Z,53.8233418,17.3410933,141.2,0.18,0.009,0.009,1.000,0,-0.01,-0.05,0.00
57,2025-10-19T12:33:09.720Z,53.8233417,17.3410933,141.2,0.13,0.008,0.009,1.000,0,-0.01,-0.05,0.01
58,2025-10-19T12:33:09.760Z,53.8233418,17.3410933,141.2,0.44,0.008,0.008,1.000,0,-0.01,-0.05,0.01
59,2025-10-19T12:33:09.800Z,53.8233418,17.3410934,141.2,0.44,0.007,0.008,1.000,0,-0.01,-0.06,0.01
60,2025-10-19T12:33:09.840Z,53.8233418,17.3410934,141.2,0.28,0.008,0.008,1.000,0,-0.01,-0.06,0.01
61,2025-10-19T12:33:09.880Z,53.8233417,17.3410935,141.2,0.05,0.008,0.009,1.000,0,-0.01,-0.06,0.01
62,2025-10-19T12:33:09.920Z,53.8233417,17.3410934,141.2,0.38,0.008,0.009,1.000,0,-0.01,-0.06,0.01
63,2025-10-19T12:33:09.960Z,53.8233417,17.3410934,141.2,0.22,0.008,0.009,1.000,0,-0.01,-0.06,0.01
64,2025-10-19T12:33:10.040Z,53.8233418,17.3410934,141.2,0.45,0.008,0.009,1.000,0,-0.01,-0.06,0.01
65,2025-10-19T12:33:10.080Z,53.8233418,17.3410933,141.2,0.49,0.008,0.009,1.000,0,-0.01,-0.05,0.01
66,2025-10-19T12:33:10.120Z,53.8233417,17.3410934,141.2,0.17,0.008,0.009,1.000,0,-0.01,-0.05,0.01
67,2025-10-19T12:33:10.160Z,53.8233417,17.3410934,141.2,0.30,0.008,0.009,1.000,0,-0.02,-0.05,0.01
68,2025-10-19T12:33:10.200Z,53.8233417,17.3410934,141.2,0.07,0.008,0.009,1.000,0,-0.02,-0.05,0.01
69,2025-10-19T12:33:10.240Z,53.8233418,17.3410934,141.2,0.22,0.008,0.008,1.000,0,-0.02,-0.05,0.01
70,2025-10-19T12:33:10.280Z,53.8233417,17.3410934,141.2,0.32,0.008,0.008,1.000,0,-0.02,-0.06,0.01
71,2025-10-19T12:33:10.320Z,53.8233418,17.3410934,141.2,0.24,0.008,0.008,1.000,0,-0.02,-0.06,0.01
72,2025-10-19T12:33:10.360Z,53.8233418,17.3410934,141.2,0.26,0.008,0.008,1.000,0,-0.02,-0.06,0.01
73,2025-10-19T12:33:10.400Z,53.8233418,17.3410934,141.2,0.08,0.008,0.008,1.000,0,-0.01,-0.05,0.02
74,2025-10-19T12:33:10.440Z,53.8233417,17.3410934,141.2,0.23,0.008,0.008,1.000,0,-0.01,-0.05,0.02
75,2025-10-19T12:33:10.480Z,53.8233418,17.3410933,141.2,0.09,0.008,0.008,1.000,0,-0.01,-0.05,0.02
76,2025-10-19T12:33:10.520Z,53.8233417,17.3410934,141.2,0.45,0.007,0.008,1.000,0,-0.01,-0.05,0.02
77,2025-10-19T12:33:10.560Z,53.8233418,17.3410933,141.2,0.47,0.008,0.008,1.000,0,-0.01,-0.05,0.02
78,2025-10-19T12:33:10.600Z,53.8233417,17.3410934,141.2,0.13,0.008,0.008,1.000,0,-0.02,-0.06,0.02
79,2025-10-19T12:33:10.640Z,53.8233417,17.3410934,141.2,0.19,0.008,0.009,1.000,0,-0.02,-0.06,0.02
80,2025-10-19T12:33:10.680Z,53.8233417,17.3410934,141.2,0.52,0.008,0.009,1.000,0,-0.02,-0.06,0.02
81,2025-10-19T12:33:10.720Z,53.8233417,17.3410934,141.2,0.13,0.008,0.009,1.000,0,-0.02,-0.06,0.02
82,2025-10-19T12:33:10.760Z,53.8233417,17.3410934,141.2,0.36,0.007,0.009,1.000,0,-0.02,-0.06,0.02
83,2025-10-19T12:33:10.800Z,53.8233418,17.3410931,141.2,0.80,0.008,0.009,1.000,0,-0.01,-0.05,0.02
84,2025-10-19T12:33:10.840Z,53.8233418,17.3410934,141.2,0.39,0.008,0.009,1.000,0,-0.01,-0.05,0.02
85,2025-10-19T12:33:10.880Z,53.8233418,17.3410934,141.2,0.16,0.008,0.009,1.000,0,-0.02,-0.05,0.02
86,2025-10-19T12:33:10.920Z,53.8233417,17.3410934,141.2,0.49,0.008,0.009,1.000,0,-0.02,-0.05,0.02
87,2025-10-19T12:33:10.960Z,53.8233416,17.3410934,141.2,0.55,0.008,0.008,1.000,0,-0.02,-0.05,0.02
88,2025-10-19T12:33:11.000Z,53.8233417,17.3410933,141.2,0.37,0.008,0.008,1.000,0,-0.02,-0.05,0.02
89,2025-10-19T12:33:11.040Z,53.8233418,17.3410933,141.2,0.55,0.008,0.008,1.000,0,-0.01,-0.05,0.02
90,2025-10-19T12:33:11.080Z,53.8233417,17.3410934,141.2,0.06,0.008,0.009,1.000,0,0.00,-0.05,0.02
91,2025-10-19T12:33:11.120Z,53.8233417,17.3410933,141.2,0.21,0.008,0.009,1.000,0,0.00,-0.05,0.02
92,2025-10-19T12:33:11.160Z,53.8233417,17.3410934,141.2,0.13,0.008,0.009,1.000,0,0.00,-0.06,0.02
93,2025-10-19T12:33:11.200Z,53.8233417,17.3410933,141.2,0.31,0.007,0.009,1.000,0,0.00,-0.06,0.02
94,2025-10-19T12:33:11.240Z,53.8233417,17.3410933,141.2,0.19,0.007,0.009,1.000,0,-0.01,-0.06,0.01
95,2025-10-19T12:33:11.280Z,53.8233417,17.3410933,141.2,0.25,0.007,0.009,1.000,0,-0.01,-0.07,0.01
96,2025-10-19T12:33:11.320Z,53.8233416,17.3410934,141.2,0.34,0.007,0.009,1.000,0,-0.01,-0.07,0.01
97,2025-10-19T12:33:11.360Z,53.8233416,17.3410934,141.2,0.29,0.008,0.009,1.000,0,-0.01,-0.06,0.01
98,2025-10-19T12:33:11.400Z,53.8233416,17.3410934,141.2,0.33,0.008,0.009,1.000,0,-0.01,-0.06,0.01
99,2025-10-19T12:33:11.440Z,53.8233416,17.3410934,141.2,0.17,0.008,0.008,1.000,0,-0.01,-0.06,0.01
100,2025-10-19T12:33:11.480Z,53.8233416,17.3410934,141.2,0.21,0.008,0.008,1.000,0,-0.01,-0.06,0.01
101,2025-10-19T12:33:11.520Z,53.8233416,17.3410934,141.2,0.12,0.008,0.008,1.000,0,-0.01,-0.06,0.01
102,2025-10-19T12:33:11.560Z,53.8233416,17.3410934,141.2,0.21,0.008,0.008,1.000,0,-0.02,-0.06,0.01
103,2025-10-19T12:33:11.600Z,53.8233416,17.3410934,141.3,0.21,0.008,0.009,1.000,0,-0.02,-0.06,0.01
104,2025-10-19T12:33:11.640Z,53.8233416,17.3410933,141.2,0.42,0.008,0.009,1.000,0,-0.02,-0.05,0.01
105,2025-10-19T12:33:11.680Z,53.8233416,17.3410933,141.2,0.19,0.008,0.009,1.000,0,-0.02,-0.05,0.02
106,2025-10-19T12:33:11.720Z,53.8233416,17.3410934,141.2,0.29,0.008,0.009,1.000,0,-0.01,-0.05,0.02
107,2025-10-19T12:33:11.760Z,53.8233416,17.3410934,141.2,0.49,0.008,0.008,1.000,0,0.00,-0.06,0.02
108,2025-10-19T12:33:11.800Z,53.8233415,17.3410935,141.2,0.77,0.008,0.008,1.000,0,0.00,-0.06,0.02
109,2025-10-19T12:33:11.840Z,53.8233414,17.3410935,141.2,0.81,0.008,0.008,1.000,0,0.00,-0.07,0.01
110,2025-10-19T12:33:11.880Z,53.8233415,17.3410934,141.2,0.24,0.008,0.009,1.000,0,0.00,-0.07,0.01
111,2025-10-19T12:33:11.920Z,53.8233416,17.3410933,141.2,0.60,0.008,0.009,1.000,0,0.00,-0.07,0.01
112,2025-10-19T12:33:11.960Z,53.8233416,17.3410933,141.2,0.46,0.008,0.009,1.000,0,0.00,-0.06,0.01
113,2025-10-19T12:33:12.040Z,53.8233416,17.3410932,141.2,0.38,0.007,0.009,1.000,0,-0.01,-0.06,0.01
114,2025-10-19T12:33:12.080Z,53.8233416,17.3410932,141.2,0.21,0.007,0.008,1.000,0,-0.01,-0.05,0.01
115,2025-10-19T12:33:12.120Z,53.8233416,17.3410931,141.2,0.54,0.008,0.008,1.000,0,-0.01,-0.05,0.01
116,2025-10-19T12:33:12.160Z,53.8233416,17.3410932,141.2,0.25,0.008,0.008,1.000,0,-0.01,-0.05,0.01
117,2025-10-19T12:33:12.200Z,53.8233415,17.3410933,141.2,0.69,0.008,0.008,1.000,0,-0.01,-0.05,0.01
118,2025-10-19T12:33:12.240Z,53.8233415,17.3410933,141.2,0.26,0.008,0.008,1.000,0,-0.01,-0.05,0.02
119,2025-10-19T12:33:12.280Z,53.8233416,17.3410933,141.2,0.40,0.008,0.008,1.000,0,-0.01,-0.05,0.02
120,2025-10-19T12:33:12.320Z,53.8233416,17.3410933,141.2,0.22,0.008,0.008,1.000,0,-0.01,-0.05,0.02
121,2025-10-19T12:33:12.360Z,53.8233416,17.3410933,141.2,0.19,0.007,0.008,1.000,0,-0.01,-0.04,0.02
122,2025-10-19T12:33:12.400Z,53.8233415,17.3410933,141.2,0.19,0.008,0.008,1.000,0,-0.01,-0.04,0.02
123,2025-10-19T12:33:12.440Z,53.8233414,17.3410932,141.3,0.63,0.008,0.008,1.000,0,-0.01,-0.05,0.03
124,2025-10-19T12:33:12.480Z,53.8233414,17.3410933,141.3,0.48,0.008,0.008,1.000,0,-0.01,-0.05,0.03
125,2025-10-19T12:33:12.520Z,53.8233414,17.3410933,141.3,0.20,0.008,0.008,1.000,0,-0.01,-0.05,0.03
126,2025-10-19T12:33:12.560Z,53.8233414,17.3410933,141.3,0.13,0.008,0.008,1.000,0,0.00,-0.05,0.03
127,2025-10-19T12:33:12.600Z,53.8233415,17.3410933,141.3,0.07,0.008,0.008,1.000,0,0.00,-0.05,0.03
128,2025-10-19T12:33:12.640Z,53.8233415,17.3410933,141.2,0.43,0.008,0.008,1.000,0,0.00,-0.06,0.03
129,2025-10-19T12:33:12.680Z,53.8233415,17.3410933,141.2,0.12,0.008,0.008,1.000,0,0.00,-0.06,0.03
130,2025-10-19T12:33:12.720Z,53.8233415,17.3410933,141.2,0.33,0.008,0.008,1.000,0,-0.01,-0.06,0.02
131,2025-10-19T12:33:12.760Z,53.8233416,17.3410932,141.2,0.41,0.007,0.008,1.000,0,-0.01,-0.06,0.02
132,2025-10-19T12:33:12.800Z,53.8233416,17.3410932,141.2,0.12,0.007,0.008,1.000,0,-0.01,-0.05,0.03
133,2025-10-19T12:33:12.840Z,53.8233416,17.3410933,141.2,0.28,0.008,0.008,1.000,0,0.00,-0.05,0.03
134,2025-10-19T12:33:12.880Z,53.8233416,17.3410933,141.2,0.08,0.008,0.008,1.000,0,0.00,-0.05,0.03
135,2025-10-19T12:33:12.920Z,53.8233415,17.3410933,141.2,0.48,0.008,0.008,1.000,0,0.00,-0.05,0.03
136,2025-10-19T12:33:12.960Z,53.8233414,17.3410934,141.2,0.67,0.008,0.008,1.000,0,0.00,-0.05,0.03
137,2025-10-19T12:33:13.000Z,53.8233414,17.3410933,141.2,0.42,0.008,0.008,1.000,0,0.00,-0.05,0.03
138,2025-10-19T12:33:13.040Z,53.8233415,17.3410933,141.2,0.22,0.007,0.008,1.000,0,0.00,-0.05,0.02
139,2025-10-19T12:33:13.080Z,53.8233415,17.3410933,141.2,0.06,0.008,0.008,1.000,0,0.00,-0.05,0.02
140,2025-10-19T12:33:13.120Z,53.8233415,17.3410933,141.2,0.36,0.008,0.008,1.000,0,0.00,-0.06,0.02
141,2025-10-19T12:33:13.160Z,53.8233415,17.3410933,141.2,0.32,0.008,0.008,1.000,0,0.00,-0.06,0.02
142,2025-10-19T12:33:13.200Z,53.8233415,17.3410933,141.2,0.25,0.008,0.008,1.000,0,0.00,-0.06,0.02
143,2025-10-19T12:33:13.240Z,53.8233415,17.3410933,141.2,0.49,0.008,0.008,1.000,0,-0.01,-0.06,0.02
144,2025-10-19T12:33:13.280Z,53.8233414,17.3410933,141.2,0.41,0.008,0.008,1.000,0,-0.01,-0.05,0.02
145,2025-10-19T12:33:13.320Z,53.8233416,17.3410933,141.2,0.60,0.008,0.008,1.000,0,-0.01,-0.05,0.02
146,2025-10-19T12:33:13.360Z,53.8233416,17.3410933,141.2,0.30,0.008,0.008,1.000,0,-0.01,-0.05,0.02
147,2025-10-19T12:33:13.400Z,53.8233415,17.3410933,141.2,0.38,0.008,0.008,1.000,0,-0.01,-0.05,0.02
148,2025-10-19T12:33:13.440Z,53.8233415,17.3410933,141.2,0.22,0.008,0.008,1.000,0,-0.01,-0.05,0.02
149,2025-10-19T12:33:13.480Z,53.8233416,17.3410933,141.2,0.19,0.008,0.008,1.000,0,-0.01,-0.05,0.02
150,2025-10-19T12:33:13.520Z,53.8233415,17.3410933,141.2,0.18,0.008,0.008,1.000,0,-0.02,-0.05,0.02
151,2025-10-19T12:33:13.560Z,53.8233415,17.3410933,141.2,0.22,0.008,0.008,1.000,0,-0.02,-0.05,0.02
152,2025-10-19T12:33:13.600Z,53.8233415,17.3410933,141.2,0.11,0.008,0.008,1.000,0,-0.02,-0.05,0.02
153,2025-10-19T12:33:13.640Z,53.8233416,17.3410933,141.2,0.10,0.008,0.008,1.000,0,-0.01,-0.05,0.02
154,2025-10-19T12:33:13.680Z,53.8233416,17.3410933,141.2,0.14,0.008,0.008,1.000,0,-0.01,-0.05,0.02
155,2025-10-19T12:33:13.720Z,53.8233415,17.3410932,141.2,0.54,0.008,0.008,1.000,0,-0.01,-0.05,0.02
156,2025-10-19T12:33:13.760Z,53.8233415,17.3410933,141.2,0.04,0.008,0.008,1.000,0,-0.01,-0.05,0.02
157,2025-10-19T12:33:13.800Z,53.8233415,17.3410933,141.2,0.36,0.008,0.008,1.000,0,-0.02,-0.05,0.02
158,2025-10-19T12:33:13.840Z,53.8233416,17.3410933,141.2,0.39,0.008,0.008,1.000,0,-0.02,-0.06,0.01
159,2025-10-19T12:33:13.880Z,53.8233416,17.3410932,141.2,0.51,0.007,0.008,1.000,0,-0.03,-0.06,0.01
160,2025-10-19T12:33:13.920Z,53.8233416,17.3410933,141.2,0.22,0.007,0.008,1.000,0,-0.03,-0.07,0.01
161,2025-10-19T12:33:13.960Z,53.8233415,17.3410933,141.2,0.62,0.007,0.008,1.000,0,-0.02,-0.07,0.01
162,2025-10-19T12:33:14.040Z,53.8233415,17.3410933,141.2,0.29,0.008,0.008,1.000,0,-0.02,-0.07,0.01
163,2025-10-19T12:33:14.080Z,53.8233415,17.3410933,141.2,0.22,0.008,0.009,1.000,0,-0.02,-0.06,0.02
164,2025-10-19T12:33:14.120Z,53.8233415,17.3410932,141.2,0.41,0.008,0.009,1.000,0,-0.01,-0.06,0.02
165,2025-10-19T12:33:14.160Z,53.8233415,17.3410932,141.2,0.08,0.008,0.009,1.000,0,-0.01,-0.05,0.02
166,2025-10-19T12:33:14.200Z,53.8233415,17.3410932,141.2,0.14,0.008,0.009,1.000,0,-0.01,-0.05,0.02
167,2025-10-19T12:33:14.240Z,53.8233415,17.3410932,141.2,0.19,0.008,0.009,1.000,0,-0.01,-0.05,0.02
168,2025-10-19T12:33:14.280Z,53.8233415,17.3410933,141.2,0.23,0.008,0.009,1.000,0,-0.01,-0.05,0.02
169,2025-10-19T12:33:14.320Z,53.8233415,17.3410933,141.2,0.36,0.008,0.008,1.000,0,-0.01,-0.05,0.01
170,2025-10-19T12:33:14.360Z,53.8233415,17.3410933,141.2,0.10,0.008,0.008,1.000,0,-0.01,-0.05,0.01
171,2025-10-19T12:33:14.400Z,53.8233415,17.3410932,141.2,0.32,0.008,0.008,1.000,0,-0.01,-0.05,0.01
172,2025-10-19T12:33:14.440Z,53.8233415,17.3410932,141.2,0.33,0.008,0.008,1.000,0,-0.01,-0.05,0.01
173,2025-10-19T12:33:14.480Z,53.8233416,17.3410932,141.2,0.28,0.007,0.008,1.000,0,-0.01,-0.05,0.01
174,2025-10-19T12:33:14.520Z,53.8233415,17.3410933,141.2,0.27,0.007,0.008,1.000,0,-0.01,-0.05,0.02
175,2025-10-19T12:33:14.560Z,53.8233415,17.3410932,141.2,0.45,0.008,0.008,1.000,0,-0.01,-0.05,0.01
176,2025-10-19T12:33:14.600Z,53.8233415,17.3410932,141.2,0.18,0.008,0.008,1.000,0,-0.01,-0.05,0.01
177,2025-10-19T12:33:14.640Z,53.8233415,17.3410931,141.2,0.21,0.008,0.008,1.000,0,-0.01,-0.05,0.01
178,2025-10-19T12:33:14.680Z,53.8233415,17.3410932,141.2,0.23,0.008,0.008,1.000,0,-0.01,-0.05,0.01
179,2025-10-19T12:33:14.720Z,53.8233415,17.3410933,141.2,0.64,0.008,0.008,1.000,0,-0.01,-0.05,0.01
180,2025-10-19T12:33:14.760Z,53.8233415,17.3410933,141.2,0.58,0.008,0.008,1.000,0,-0.01,-0.05,0.02
181,2025-10-19T12:33:14.800Z,53.8233415,17.3410932,141.2,0.32,0.008,0.008,1.000,0,-0.01,-0.05,0.02
182,2025-10-19T12:33:14.840Z,53.8233415,17.3410931,141.2,0.52,0.008,0.008,1.000,0,-0.01,-0.05,0.03
183,2025-10-19T12:33:14.880Z,53.8233415,17.3410931,141.2,0.21,0.008,0.008,1.000,0,-0.01,-0.05,0.03
184,2025-10-19T12:33:14.920Z,53.8233415,17.3410932,141.2,0.42,0.008,0.008,1.000,0,-0.02,-0.05,0.02
185,2025-10-19T12:33:14.960Z,53.8233415,17.3410933,141.2,0.56,0.007,0.008,1.000,0,-0.02,-0.05,0.02
186,2025-10-19T12:33:15.040Z,53.8233416,17.3410932,141.2,0.43,0.007,0.009,1.000,0,-0.01,-0.05,0.02
187,2025-10-19T12:33:15.080Z,53.8233416,17.3410931,141.2,0.52,0.007,0.009,1.000,0,-0.01,-0.05,0.02
188,2025-10-19T12:33:15.120Z,53.8233416,17.3410931,141.2,0.49,0.008,0.009,1.000,0,-0.01,-0.05,0.02
189,2025-10-19T12:33:15.160Z,53.8233416,17.3410931,141.2,0.27,0.008,0.009,1.000,0,-0.01,-0.05,0.02
190,2025-10-19T12:33:15.200Z,53.8233416,17.3410931,141.2,0.09,0.008,0.009,1.000,0,-0.01,-0.05,0.01
191,2025-10-19T12:33:15.240Z,53.8233416,17.3410931,141.2,0.37,0.008,0.009,1.000,0,-0.01,-0.05,0.01
192,2025-10-19T12:33:15.280Z,53.8233416,17.3410932,141.2,0.30,0.008,0.009,1.000,0,-0.01,-0.06,0.01
193,2025-10-19T12:33:15.320Z,53.8233417,17.3410931,141.2,0.52,0.008,0.009,1.000,0,-0.01,-0.06,0.02
194,2025-10-19T12:33:15.360Z,53.8233417,17.3410931,141.2,0.30,0.008,0.009,1.000,0,-0.01,-0.06,0.02
195,2025-10-19T12:33:15.400Z,53.8233416,17.3410929,141.2,0.54,0.008,0.009,1.000,0,-0.01,-0.06,0.02
196,2025-10-19T12:33:15.440Z,53.8233417,17.3410929,141.2,0.11,0.008,0.009,1.000,0,-0.01,-0.06,0.02
197,2025-10-19T12:33:15.480Z,53.8233417,17.3410931,141.2,0.44,0.008,0.008,1.000,0,-0.01,-0.06,0.02
198,2025-10-19T12:33:15.520Z,53.8233416,17.3410932,141.2,0.67,0.008,0.008,1.000,0,-0.01,-0.05,0.02
199,2025-10-19T12:33:15.560Z,53.8233415,17.3410932,141.2,0.56,0.008,0.008,1.000,0,-0.01,-0.06,0.01
200,2025-10-19T12:33:15.600Z,53.8233415,17.3410932,141.2,0.53,0.008,0.008,1.000,0,-0.01,-0.06,0.01
201,2025-10-19T12:33:15.640Z,53.8233416,17.3410931,141.2,0.27,0.008,0.008,1.000,0,-0.01,-0.06,0.01
202,2025-10-19T12:33:15.680Z,53.8233417,17.3410931,141.2,0.31,0.008,0.008,1.000,0,0.00,-0.06,0.01
203,2025-10-19T12:33:15.720Z,53.8233418,17.3410926,141.2,1.36,0.008,0.008,1.000,0,0.00,-0.06,0.01
204,2025-10-19T12:33:15.760Z,53.8233418,17.3410928,141.2,0.33,0.008,0.008,1.000,0,0.00,-0.07,0.01
205,2025-10-19T12:33:15.800Z,53.8233418,17.3410927,141.2,0.12,0.008,0.008,1.000,0,0.00,-0.07,0.02
206,2025-10-19T12:33:15.840Z,53.8233418,17.3410927,141.2,0.19,0.008,0.008,1.000,0,-0.01,-0.07,0.02
207,2025-10-19T12:33:15.880Z,53.8233418,17.3410927,141.2,0.22,0.008,0.008,1.000,0,-0.01,-0.06,0.02
