Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Run,GyroX,GyroY,GyroZ
473,2025-10-19T15:09:40.080Z,53.8235119,17.3423447,143.0,38.90,-0.026,0.209,1.014,1,0.35,-0.39,10.50
474,2025-10-19T15:09:40.120Z,53.8235106,17.3423384,143.0,38.91,-0.026,0.205,0.997,1,0.50,-0.12,10.18
475,2025-10-19T15:09:40.160Z,53.8235094,17.3423323,143.0,38.55,-0.031,0.195,1.003,1,0.48,0.21,9.85
476,2025-10-19T15:09:40.200Z,53.8235080,17.3423262,143.0,38.45,-0.032,0.186,0.998,1,0.51,0.26,9.45
477,2025-10-19T15:09:40.240Z,53.8235067,17.3423201,143.0,38.76,-0.027,0.177,0.985,1,0.64,0.23,9.02
478,2025-10-19T15:09:40.280Z,53.8235052,17.3423140,143.0,38.79,-0.023,0.167,0.977,1,0.35,0.39,8.49
479,2025-10-19T15:09:40.320Z,53.8235040,17.3423080,143.0,38.21,-0.019,0.142,0.973,1,0.04,0.61,7.81
480,2025-10-19T15:09:40.360Z,53.8235027,17.3423019,143.0,37.90,-0.020,0.103,0.977,1,-0.54,0.95,6.74
481,2025-10-19T15:09:40.400Z,53.8235013,17.3422961,143.0,38.06,-0.021,0.053,0.992,1,-1.18,1.10,5.32
482,2025-10-19T15:09:40.440Z,53.8235001,17.3422898,143.0,38.43,-0.026,0.001,0.994,1,-1.85,0.90,3.55
483,2025-10-19T15:09:40.480Z,53.8234988,17.3422836,143.0,38.56,-0.030,-0.051,1.006,1,-2.26,0.64,1.45
484,2025-10-19T15:09:40.520Z,53.8234975,17.3422778,143.0,37.83,-0.038,-0.096,1.040,1,-2.46,0.15,-0.65
485,2025-10-19T15:09:40.560Z,53.8234962,17.3422715,143.0,38.36,-0.047,-0.127,1.078,1,-2.29,-0.81,-2.49
486,2025-10-19T15:09:40.600Z,53.8234950,17.3422654,143.0,38.06,-0.051,-0.140,1.097,1,-1.83,-1.91,-3.98
487,2025-10-19T15:09:40.640Z,53.8234939,17.3422594,143.0,37.82,-0.046,-0.141,1.086,1,-1.36,-2.91,-5.07
488,2025-10-19T15:09:40.680Z,53.8234927,17.3422533,143.0,37.90,-0.034,-0.134,1.026,1,-0.93,-3.29,-5.67
489,2025-10-19T15:09:40.720Z,53.8234915,17.3422474,143.0,37.65,-0.015,-0.122,0.956,1,-0.61,-2.29,-5.97
490,2025-10-19T15:09:40.760Z,53.8234904,17.3422412,143.0,37.54,-0.003,-0.109,0.914,1,-0.51,-0.28,-6.07
491,2025-10-19T15:09:40.800Z,53.8234894,17.3422351,143.0,37.76,-0.003,-0.104,0.908,1,-0.55,1.83,-6.04
492,2025-10-19T15:09:40.840Z,53.8234883,17.3422290,143.0,38.07,-0.012,-0.098,0.925,1,-0.56,3.43,-6.02
493,2025-10-19T15:09:40.880Z,53.8234872,17.3422228,143.0,38.11,-0.027,-0.096,0.964,1,-0.60,3.92,-6.03
494,2025-10-19T15:09:40.920Z,53.8234861,17.3422168,143.0,37.85,-0.043,-0.101,0.994,1,-0.71,3.13,-6.06
495,2025-10-19T15:09:40.960Z,53.8234851,17.3422109,143.0,37.52,-0.055,-0.113,1.056,1,-0.43,1.44,-6.22
496,2025-10-19T15:09:41.040Z,53.8234829,17.3421987,143.0,37.11,-0.045,-0.119,1.028,1,-0.01,-0.44,-6.43
497,2025-10-19T15:09:41.080Z,53.8234820,17.3421926,143.0,37.17,-0.025,-0.118,0.976,1,0.44,-1.08,-6.54
498,2025-10-19T15:09:41.120Z,53.8234813,17.3421864,143.1,37.33,-0.001,-0.122,0.903,1,0.90,-0.30,-6.57
499,2025-10-19T15:09:41.160Z,53.8234803,17.3421803,143.0,37.47,0.001,-0.123,0.897,1,1.20,1.81,-6.55
500,2025-10-19T15:09:41.200Z,53.8234794,17.3421742,143.0,37.71,-0.008,-0.126,0.911,1,1.43,3.67,-6.59
501,2025-10-19T15:09:41.240Z,53.8234783,17.3421682,143.0,37.75,-0.041,-0.128,0.972,1,1.36,4.22,-6.83
502,2025-10-19T15:09:41.280Z,53.8234774,17.3421620,143.0,37.68,-0.071,-0.130,1.022,1,0.92,3.07,-7.15
503,2025-10-19T15:09:41.320Z,53.8234767,17.3421560,143.0,37.06,-0.090,-0.119,1.053,1,0.65,1.13,-7.45
504,2025-10-19T15:09:41.360Z,53.8234759,17.3421499,143.0,37.12,-0.096,-0.112,1.054,1,0.35,-0.77,-7.58
505,2025-10-19T15:09:41.400Z,53.8234751,17.3421439,143.0,36.80,-0.093,-0.105,1.045,1,-0.07,-1.99,-7.52
506,2025-10-19T15:09:41.440Z,53.8234743,17.3421378,143.0,36.75,-0.075,-0.100,1.040,1,-0.22,-2.31,-7.34
507,2025-10-19T15:09:41.480Z,53.8234736,17.3421318,143.0,36.44,-0.045,-0.093,1.039,1,-0.07,-2.30,-7.13
508,2025-10-19T15:09:41.520Z,53.8234728,17.3421258,143.0,36.38,-0.012,-0.072,1.034,1,-0.13,-2.33,-6.79
509,2025-10-19T15:09:41.560Z,53.8234721,17.3421198,143.0,36.54,0.021,-0.008,1.006,1,0.02,-2.04,-5.94
510,2025-10-19T15:09:41.600Z,53.8234713,17.3421137,143.0,36.85,0.039,0.067,0.991,1,0.22,-1.39,-4.31
511,2025-10-19T15:09:41.640Z,53.8234705,17.3421074,143.0,37.49,0.032,0.164,0.990,1,0.44,-0.69,-1.82
512,2025-10-19T15:09:41.680Z,53.8234695,17.3421014,143.0,37.25,0.017,0.251,0.983,1,0.64,0.00,1.54
513,2025-10-19T15:09:41.720Z,53.8234684,17.3420953,143.0,37.46,-0.008,0.323,0.988,1,0.62,0.64,5.21
514,2025-10-19T15:09:41.760Z,53.8234673,17.3420893,143.0,37.01,-0.031,0.369,0.980,1,0.21,0.86,8.63
515,2025-10-19T15:09:41.800Z,53.8234661,17.3420835,143.0,36.84,-0.046,0.393,0.968,1,-0.25,1.10,11.53
516,2025-10-19T15:09:41.840Z,53.8234651,17.3420776,143.0,36.69,-0.054,0.396,0.974,1,-0.99,1.40,13.77
517,2025-10-19T15:09:41.880Z,53.8234639,17.3420718,143.0,36.84,-0.062,0.384,0.995,1,-1.63,1.40,15.16
518,2025-10-19T15:09:41.920Z,53.8234626,17.3420658,143.0,36.90,-0.065,0.360,1.006,1,-2.10,1.03,15.94
519,2025-10-19T15:09:41.960Z,53.8234612,17.3420600,143.0,36.53,-0.061,0.329,1.019,1,-2.28,0.59,16.14
520,2025-10-19T15:09:42.040Z,53.8234586,17.3420485,143.0,36.34,-0.050,0.279,1.017,1,-2.23,0.14,15.77
521,2025-10-19T15:09:42.080Z,53.8234573,17.3420428,143.0,36.15,-0.040,0.203,1.020,1,-2.03,-0.02,14.73
522,2025-10-19T15:09:42.120Z,53.8234560,17.3420370,143.0,36.63,-0.033,0.110,1.026,1,-1.84,-0.10,12.87
523,2025-10-19T15:09:42.160Z,53.8234547,17.3420312,143.0,36.58,-0.027,-0.008,1.015,1,-1.70,-0.02,9.79
524,2025-10-19T15:09:42.200Z,53.8234535,17.3420255,143.0,36.57,-0.028,-0.135,1.022,1,-1.51,-0.01,5.86
525,2025-10-19T15:09:42.240Z,53.8234523,17.3420198,143.0,36.11,-0.024,-0.240,1.020,1,-1.35,-0.24,1.37
526,2025-10-19T15:09:42.280Z,53.8234512,17.3420141,142.9,35.87,-0.019,-0.322,1.004,1,-1.24,-0.35,-3.17
527,2025-10-19T15:09:42.320Z,53.8234503,17.3420082,143.0,36.20,-0.018,-0.374,1.000,1,-0.97,-0.22,-7.42
528,2025-10-19T15:09:42.360Z,53.8234493,17.3420024,142.9,36.11,-0.018,-0.390,1.009,1,-0.51,-0.22,-10.92
529,2025-10-19T15:09:42.400Z,53.8234484,17.3419964,142.9,36.18,-0.021,-0.390,1.001,1,-0.20,-0.24,-13.54
530,2025-10-19T15:09:42.440Z,53.8234475,17.3419905,143.0,36.20,-0.028,-0.373,0.995,1,0.27,-0.12,-15.37
531,2025-10-19T15:09:42.480Z,53.8234467,17.3419845,143.0,36.05,-0.029,-0.350,0.989,1,0.73,-0.06,-16.49
532,2025-10-19T15:09:42.520Z,53.8234460,17.3419785,143.0,36.06,-0.033,-0.318,0.982,1,0.95,0.14,-16.92
533,2025-10-19T15:09:42.560Z,53.8234453,17.3419726,143.0,36.05,-0.038,-0.284,0.981,1,1.15,0.58,-16.78
534,2025-10-19T15:09:42.600Z,53.8234445,17.3419666,143.0,35.92,-0.044,-0.244,1.002,1,1.27,0.77,-16.21
535,2025-10-19T15:09:42.640Z,53.8234438,17.3419607,142.9,35.99,-0.050,-0.215,1.021,1,1.23,0.57,-15.29
536,2025-10-19T15:09:42.680Z,53.8234430,17.3419548,142.9,35.71,-0.051,-0.170,1.007,1,1.21,0.28,-14.25
537,2025-10-19T15:09:42.720Z,53.8234424,17.3419489,142.9,35.82,-0.052,-0.136,1.012,1,0.98,-0.01,-13.06
538,2025-10-19T15:09:42.760Z,53.8234416,17.3419430,142.9,35.64,-0.045,-0.100,1.005,1,0.68,-0.25,-11.68
539,2025-10-19T15:09:42.800Z,53.8234409,17.3419372,142.9,35.18,-0.039,-0.084,0.999,1,0.70,-0.08,-10.22
540,2025-10-19T15:09:42.840Z,53.8234401,17.3419313,142.9,35.67,-0.045,-0.060,1.020,1,0.82,0.02,-8.70
541,2025-10-19T15:09:42.880Z,53.8234395,17.3419255,142.9,35.29,-0.049,-0.052,1.029,1,1.28,-0.13,-7.14
542,2025-10-19T15:09:42.920Z,53.8234388,17.3419195,142.9,35.60,-0.055,-0.018,1.029,1,1.97,-0.31,-5.56
543,2025-10-19T15:09:42.960Z,53.8234381,17.3419137,142.9,35.39,-0.061,0.009,1.029,1,2.63,-0.48,-3.73
544,2025-10-19T15:09:43.040Z,53.8234367,17.3419020,142.9,34.89,-0.060,0.034,1.007,1,3.45,-0.40,-1.94
545,2025-10-19T15:09:43.080Z,53.8234360,17.3418962,142.9,34.87,-0.049,0.074,0.993,1,3.68,-0.14,-0.20
546,2025-10-19T15:09:43.120Z,53.8234352,17.3418904,142.9,35.18,-0.043,0.109,1.000,1,3.54,0.12,1.33
547,2025-10-19T15:09:43.160Z,53.8234345,17.3418846,142.9,35.38,-0.040,0.127,1.014,1,2.91,0.33,2.58
548,2025-10-19T15:09:43.200Z,53.8234337,17.3418789,142.9,34.87,-0.037,0.148,1.016,1,2.62,0.02,3.45
549,2025-10-19T15:09:43.240Z,53.8234330,17.3418731,142.9,34.55,-0.035,0.173,1.017,1,1.73,-0.48,4.18
550,2025-10-19T15:09:43.280Z,53.8234322,17.3418674,142.9,34.68,-0.035,0.189,1.012,1,1.11,-0.74,4.87
551,2025-10-19T15:09:43.320Z,53.8234314,17.3418617,142.9,34.78,-0.032,0.224,1.011,1,0.72,-0.94,5.75
552,2025-10-19T15:09:43.360Z,53.8234304,17.3418560,142.9,35.07,-0.019,0.212,0.979,1,0.37,-0.81,6.96
553,2025-10-19T15:09:43.400Z,53.8234296,17.3418502,142.9,34.96,-0.014,0.223,0.965,1,-0.02,-0.08,8.04
554,2025-10-19T15:09:43.440Z,53.8234286,17.3418445,142.9,34.90,-0.012,0.227,0.963,1,0.05,0.65,9.07
555,2025-10-19T15:09:43.480Z,53.8234277,17.3418389,142.9,34.83,-0.008,0.226,0.950,1,-0.03,1.33,9.87
556,2025-10-19T15:09:43.520Z,53.8234265,17.3418333,142.9,34.82,-0.015,0.212,0.960,1,-0.23,2.07,10.35
557,2025-10-19T15:09:43.560Z,53.8234255,17.3418277,142.9,34.77,-0.026,0.223,0.975,1,-0.36,2.23,10.48
558,2025-10-19T15:09:43.600Z,53.8234244,17.3418222,142.9,34.90,-0.031,0.204,0.985,1,-0.58,2.04,10.45
559,2025-10-19T15:09:43.640Z,53.8234235,17.3418166,142.9,34.69,-0.036,0.180,1.005,1,-0.96,1.62,10.08
560,2025-10-19T15:09:43.680Z,53.8234224,17.3418110,142.8,34.58,-0.037,0.138,1.020,1,-1.27,0.93,9.29
561,2025-10-19T15:09:43.720Z,53.8234214,17.3418053,142.8,34.58,-0.038,0.092,1.036,1,-1.34,0.15,8.13
562,2025-10-19T15:09:43.760Z,53.8234205,17.3417998,142.8,34.85,-0.035,0.044,1.043,1,-1.18,-0.60,6.65
563,2025-10-19T15:09:43.800Z,53.8234193,17.3417943,142.8,34.35,-0.031,0.005,1.048,1,-1.07,-1.27,4.95
564,2025-10-19T15:09:43.840Z,53.8234183,17.3417889,142.8,33.96,-0.024,-0.028,1.047,1,-0.88,-1.74,3.12
565,2025-10-19T15:09:43.880Z,53.8234174,17.3417833,142.8,34.14,-0.014,-0.035,1.034,1,-0.51,-1.96,1.46
566,2025-10-19T15:09:43.920Z,53.8234164,17.3417778,142.8,33.94,-0.002,-0.032,1.012,1,-0.31,-1.81,0.21
567,2025-10-19T15:09:43.960Z,53.8234156,17.3417723,142.8,34.15,0.000,-0.023,1.020,1,-0.05,-1.45,-0.57
568,2025-10-19T15:09:44.040Z,53.8234137,17.3417613,142.8,34.19,0.010,-0.012,0.995,1,0.17,-1.34,-0.99
569,2025-10-19T15:09:44.080Z,53.8234126,17.3417556,142.8,34.34,0.022,-0.003,0.938,1,-0.15,-0.58,-1.19
570,2025-10-19T15:09:44.120Z,53.8234118,17.3417500,142.8,34.36,0.026,-0.006,0.901,1,-0.33,0.70,-1.29
571,2025-10-19T15:09:44.160Z,53.8234107,17.3417443,142.8,34.57,0.025,-0.005,0.868,1,-0.47,2.36,-1.37
572,2025-10-19T15:09:44.200Z,53.8234097,17.3417390,142.8,33.97,0.002,-0.004,0.918,1,-0.69,4.20,-1.42
573,2025-10-19T15:09:44.240Z,53.8234088,17.3417334,142.8,34.20,-0.034,-0.003,1.013,1,-0.68,4.67,-1.38
574,2025-10-19T15:09:44.280Z,53.8234077,17.3417279,142.8,34.46,-0.079,0.011,1.061,1,-0.42,3.35,-1.23
575,2025-10-19T15:09:44.320Z,53.8234069,17.3417223,142.8,34.41,-0.140,0.023,1.075,1,-0.54,1.46,-0.96
576,2025-10-19T15:09:44.360Z,53.8234059,17.3417167,142.8,33.78,-0.194,0.029,1.073,1,-0.42,-0.66,-0.71
577,2025-10-19T15:09:44.400Z,53.8234050,17.3417114,142.8,33.08,-0.234,0.038,1.034,1,-0.38,-1.80,-0.46
578,2025-10-19T15:09:44.440Z,53.8234041,17.3417061,142.8,32.62,-0.256,0.043,1.022,1,-0.24,-1.64,-0.21
579,2025-10-19T15:09:44.480Z,53.8234033,17.3417011,142.8,31.72,-0.255,0.039,1.041,1,-0.22,-1.16,0.02
580,2025-10-19T15:09:44.520Z,53.8234024,17.3416959,142.8,31.51,-0.225,0.034,1.033,1,0.18,-0.88,0.23
581,2025-10-19T15:09:44.560Z,53.8234016,17.3416908,142.8,31.71,-0.183,0.036,1.022,1,0.31,-0.47,0.46
582,2025-10-19T15:09:44.600Z,53.8234005,17.3416857,142.8,31.92,-0.133,0.032,0.991,1,0.55,-0.44,0.64
583,2025-10-19T15:09:44.640Z,53.8233997,17.3416806,142.8,31.57,-0.081,0.034,0.961,1,0.60,-0.19,0.71
584,2025-10-19T15:09:44.680Z,53.8233987,17.3416755,142.8,31.38,-0.034,0.033,0.960,1,0.54,0.38,0.71
585,2025-10-19T15:09:44.720Z,53.8233979,17.3416703,142.8,31.86,0.010,0.031,0.969,1,0.52,1.01,0.61
586,2025-10-19T15:09:44.760Z,53.8233968,17.3416653,142.8,32.15,0.036,0.034,1.000,1,0.25,1.35,0.48
587,2025-10-19T15:09:44.800Z,53.8233960,17.3416601,142.8,32.04,0.045,0.032,1.026,1,-0.02,1.04,0.37
588,2025-10-19T15:09:44.840Z,53.8233950,17.3416547,142.8,32.12,0.040,0.038,1.043,1,-0.25,0.16,0.28
589,2025-10-19T15:09:44.880Z,53.8233942,17.3416495,142.8,32.41,0.034,0.033,1.043,1,-0.24,-1.04,0.25
590,2025-10-19T15:09:44.920Z,53.8233932,17.3416443,142.8,31.91,0.034,0.035,1.034,1,-0.41,-2.14,0.25
591,2025-10-19T15:09:44.960Z,53.8233924,17.3416390,142.8,32.11,0.043,0.027,1.016,1,-0.28,-2.24,0.26
592,2025-10-19T15:09:45.040Z,53.8233906,17.3416286,142.8,32.06,0.054,0.038,1.000,1,-0.37,-1.62,0.26
593,2025-10-19T15:09:45.080Z,53.8233897,17.3416234,142.8,31.94,0.066,0.038,0.989,1,-0.43,-0.68,0.38
594,2025-10-19T15:09:45.120Z,53.8233887,17.3416182,142.8,32.41,0.068,0.053,0.974,1,-0.51,0.34,0.56
595,2025-10-19T15:09:45.160Z,53.8233876,17.3416130,142.8,32.45,0.058,0.066,0.987,1,-0.72,1.17,0.99
596,2025-10-19T15:09:45.200Z,53.8233867,17.3416077,142.8,32.84,0.048,0.082,0.988,1,-0.81,1.18,1.51
597,2025-10-19T15:09:45.240Z,53.8233857,17.3416024,142.8,33.17,0.047,0.085,0.971,1,-1.05,1.02,2.05
598,2025-10-19T15:09:45.280Z,53.8233847,17.3415970,142.8,32.73,0.045,0.093,0.962,1,-1.18,1.12,2.58
599,2025-10-19T15:09:45.320Z,53.8233838,17.3415918,142.8,32.66,0.042,0.105,0.959,1,-1.38,1.29,3.16
600,2025-10-19T15:09:45.360Z,53.8233828,17.3415865,142.8,32.83,0.038,0.109,0.971,1,-1.06,1.61,3.75
601,2025-10-19T15:09:45.400Z,53.8233816,17.3415812,142.8,33.30,0.024,0.129,1.006,1,-0.98,1.68,4.41
602,2025-10-19T15:09:45.440Z,53.8233806,17.3415759,142.8,33.24,0.011,0.144,1.022,1,-0.78,1.06,5.17
603,2025-10-19T15:09:45.480Z,53.8233795,17.3415705,142.8,33.13,-0.001,0.160,1.030,1,-0.65,0.22,5.90
604,2025-10-19T15:09:45.520Z,53.8233785,17.3415653,142.8,32.82,-0.013,0.168,1.040,1,-0.49,-0.68,6.61
605,2025-10-19T15:09:45.560Z,53.8233773,17.3415601,142.8,32.70,-0.019,0.181,1.030,1,-0.55,-1.45,7.27
606,2025-10-19T15:09:45.600Z,53.8233761,17.3415549,142.8,33.08,-0.020,0.186,1.028,1,-0.44,-1.77,7.94
607,2025-10-19T15:09:45.640Z,53.8233749,17.3415499,142.8,32.77,-0.018,0.186,1.030,1,-0.12,-1.78,8.50
608,2025-10-19T15:09:45.680Z,53.8233736,17.3415447,142.8,32.88,-0.009,0.190,1.005,1,0.20,-1.67,9.03
609,2025-10-19T15:09:45.720Z,53.8233724,17.3415395,142.8,32.62,0.000,0.197,0.964,1,0.31,-0.97,9.57
610,2025-10-19T15:09:45.760Z,53.8233712,17.3415343,142.8,32.81,0.002,0.211,0.942,1,0.47,0.05,10.14
611,2025-10-19T15:09:45.800Z,53.8233700,17.3415294,142.8,32.77,0.004,0.219,0.922,1,0.78,1.16,10.85
612,2025-10-19T15:09:45.840Z,53.8233687,17.3415241,142.8,33.31,-0.003,0.232,0.930,1,1.13,2.40,11.66
613,2025-10-19T15:09:45.880Z,53.8233673,17.3415191,142.8,33.13,-0.018,0.254,0.967,1,1.45,3.20,12.54
614,2025-10-19T15:09:45.920Z,53.8233658,17.3415139,142.8,33.26,-0.031,0.267,0.990,1,1.92,3.11,13.48
615,2025-10-19T15:09:45.960Z,53.8233645,17.3415088,142.8,33.02,-0.039,0.294,0.999,1,2.22,2.63,14.43
616,2025-10-19T15:09:46.040Z,53.8233616,17.3414988,142.8,32.98,-0.046,0.329,1.022,1,2.12,1.68,15.34
617,2025-10-19T15:09:46.080Z,53.8233602,17.3414939,142.8,32.89,-0.043,0.350,1.020,1,1.85,0.69,16.20
618,2025-10-19T15:09:46.120Z,53.8233585,17.3414890,142.8,32.91,-0.037,0.365,1.015,1,1.27,0.03,16.94
619,2025-10-19T15:09:46.160Z,53.8233570,17.3414844,142.8,32.53,-0.030,0.378,1.009,1,0.67,-0.37,17.58
620,2025-10-19T15:09:46.200Z,53.8233553,17.3414794,142.8,32.85,-0.016,0.378,0.983,1,0.39,-0.45,18.13
621,2025-10-19T15:09:46.240Z,53.8233536,17.3414747,142.8,32.80,-0.011,0.383,0.978,1,-0.06,0.12,18.62
622,2025-10-19T15:09:46.280Z,53.8233518,17.3414701,142.8,32.63,-0.020,0.381,1.012,1,-0.61,0.21,19.19
623,2025-10-19T15:09:46.320Z,53.8233500,17.3414654,142.8,32.61,-0.026,0.347,1.025,1,-0.87,-0.17,19.50
624,2025-10-19T15:09:46.360Z,53.8233482,17.3414608,142.8,32.57,-0.030,0.266,1.038,1,-1.01,-0.68,19.06
625,2025-10-19T15:09:46.400Z,53.8233463,17.3414564,142.8,32.38,-0.032,0.133,1.033,1,-1.60,-1.39,16.94
626,2025-10-19T15:09:46.440Z,53.8233445,17.3414519,142.8,32.43,-0.027,-0.041,0.998,1,-2.10,-1.70,13.02
627,2025-10-19T15:09:46.480Z,53.8233427,17.3414470,142.8,32.91,-0.020,-0.217,0.963,1,-2.40,-1.01,7.34
628,2025-10-19T15:09:46.520Z,53.8233412,17.3414422,142.8,32.95,-0.033,-0.342,0.965,1,-2.56,0.24,0.60
629,2025-10-19T15:09:46.560Z,53.8233399,17.3414374,142.8,32.42,-0.053,-0.421,0.984,1,-2.33,1.31,-5.87
630,2025-10-19T15:09:46.600Z,53.8233384,17.3414327,142.8,32.02,-0.081,-0.425,1.010,1,-1.41,1.85,-11.00
631,2025-10-19T15:09:46.640Z,53.8233372,17.3414276,142.8,31.92,-0.106,-0.390,1.026,1,-0.51,1.56,-14.50
632,2025-10-19T15:09:46.680Z,53.8233360,17.3414227,142.8,31.91,-0.120,-0.335,1.018,1,-0.01,0.69,-16.50
633,2025-10-19T15:09:46.720Z,53.8233348,17.3414178,142.8,31.51,-0.124,-0.300,1.008,1,0.26,-0.24,-17.30
634,2025-10-19T15:09:46.760Z,53.8233337,17.3414130,142.8,31.15,-0.121,-0.273,0.996,1,0.07,-0.66,-17.58
635,2025-10-19T15:09:46.800Z,53.8233325,17.3414081,142.8,31.11,-0.114,-0.261,0.998,1,0.22,-0.54,-17.60
636,2025-10-19T15:09:46.840Z,53.8233313,17.3414033,142.8,30.80,-0.109,-0.246,1.004,1,0.80,-0.16,-17.45
637,2025-10-19T15:09:46.880Z,53.8233302,17.3413986,142.8,30.39,-0.104,-0.205,1.000,1,1.32,0.17,-16.90
638,2025-10-19T15:09:46.920Z,53.8233289,17.3413937,142.8,31.01,-0.095,-0.128,0.976,1,1.71,0.43,-15.72
639,2025-10-19T15:09:46.960Z,53.8233279,17.3413889,142.8,30.70,-0.091,-0.028,0.981,1,2.40,0.56,-12.97
640,2025-10-19T15:09:47.040Z,53.8233255,17.3413796,142.8,30.11,-0.091,0.063,1.001,1,2.85,0.47,-9.04
641,2025-10-19T15:09:47.080Z,53.8233242,17.3413750,142.8,30.23,-0.091,0.152,1.012,1,2.98,0.00,-4.76
642,2025-10-19T15:09:47.120Z,53.8233230,17.3413703,142.9,30.41,-0.091,0.212,1.014,1,2.77,-0.59,-0.67
643,2025-10-19T15:09:47.160Z,53.8233216,17.3413657,142.8,30.01,-0.089,0.254,1.008,1,2.52,-0.99,2.98
644,2025-10-19T15:09:47.200Z,53.8233202,17.3413611,142.8,30.32,-0.089,0.270,0.994,1,2.15,-1.19,5.64
645,2025-10-19T15:09:47.240Z,53.8233189,17.3413565,142.8,30.32,-0.084,0.275,0.974,1,1.72,-1.02,7.55
646,2025-10-19T15:09:47.280Z,53.8233174,17.3413520,142.8,30.00,-0.083,0.273,0.983,1,1.46,-0.35,9.02
647,2025-10-19T15:09:47.320Z,53.8233160,17.3413476,142.8,29.73,-0.090,0.256,1.010,1,0.97,0.21,10.15
648,2025-10-19T15:09:47.360Z,53.8233146,17.3413432,142.8,29.36,-0.109,0.228,1.067,1,0.42,0.15,10.70
649,2025-10-19T15:09:47.400Z,53.8233132,17.3413389,142.8,29.19,-0.132,0.182,1.133,1,-0.48,-1.14,10.59
650,2025-10-19T15:09:47.440Z,53.8233119,17.3413345,142.9,29.62,-0.135,0.120,1.119,1,-0.57,-3.25,9.80
651,2025-10-19T15:09:47.480Z,53.8233105,17.3413302,142.9,29.34,-0.124,0.076,1.034,1,-1.00,-4.32,8.44
652,2025-10-19T15:09:47.520Z,53.8233091,17.3413258,142.9,29.10,-0.107,0.038,0.936,1,-1.00,-3.89,6.87
653,2025-10-19T15:09:47.560Z,53.8233078,17.3413216,142.9,28.47,-0.089,0.037,0.844,1,-1.06,-1.98,5.35
654,2025-10-19T15:09:47.600Z,53.8233065,17.3413177,142.9,27.45,-0.082,0.036,0.828,1,-1.55,1.51,4.17
655,2025-10-19T15:09:47.640Z,53.8233055,17.3413135,142.9,27.50,-0.095,0.055,0.909,1,-1.83,5.00,3.35
656,2025-10-19T15:09:47.680Z,53.8233040,17.3413093,142.9,27.94,-0.111,0.064,0.987,1,-2.01,6.57,3.04
657,2025-10-19T15:09:47.720Z,53.8233027,17.3413051,142.9,27.89,-0.122,0.061,1.034,1,-2.13,6.10,2.98
658,2025-10-19T15:09:47.760Z,53.8233013,17.3413009,142.9,28.28,-0.128,0.048,1.041,1,-1.98,3.88,2.91
659,2025-10-19T15:09:47.800Z,53.8233000,17.3412967,142.9,28.11,-0.117,0.031,1.002,1,-1.65,1.14,2.60
660,2025-10-19T15:09:47.840Z,53.8232984,17.3412927,142.9,27.98,-0.099,0.001,0.966,1,-1.39,-0.42,1.96
661,2025-10-19T15:09:47.880Z,53.8232972,17.3412885,142.9,27.80,-0.090,-0.023,0.979,1,-1.07,-0.63,0.92
662,2025-10-19T15:09:47.920Z,53.8232960,17.3412844,142.9,27.45,-0.092,-0.049,1.003,1,-0.79,-0.23,-0.39
663,2025-10-19T15:09:47.960Z,53.8232948,17.3412804,142.9,27.07,-0.107,-0.068,1.025,1,-0.56,0.16,-1.80
664,2025-10-19T15:09:48.040Z,53.8232924,17.3412722,142.9,26.91,-0.125,-0.074,1.033,1,-0.17,0.45,-3.02
665,2025-10-19T15:09:48.080Z,53.8232913,17.3412681,142.9,26.88,-0.151,-0.069,1.032,1,0.03,0.21,-3.88
666,2025-10-19T15:09:48.120Z,53.8232900,17.3412640,142.9,27.00,-0.170,-0.063,1.014,1,0.27,-0.41,-4.37
667,2025-10-19T15:09:48.160Z,53.8232889,17.3412601,142.9,26.61,-0.189,-0.051,1.007,1,0.67,-0.78,-4.61
668,2025-10-19T15:09:48.200Z,53.8232878,17.3412562,142.9,25.91,-0.204,-0.033,1.012,1,0.65,-0.70,-4.66
669,2025-10-19T15:09:48.240Z,53.8232868,17.3412523,142.9,25.64,-0.225,-0.033,1.020,1,0.52,-0.60,-4.72
670,2025-10-19T15:09:48.280Z,53.8232857,17.3412486,142.9,24.94,-0.248,-0.032,1.024,1,0.24,-0.52,-4.92
671,2025-10-19T15:09:48.320Z,53.8232847,17.3412449,142.9,24.45,-0.272,-0.042,1.024,1,-0.06,-0.50,-5.13
672,2025-10-19T15:09:48.360Z,53.8232837,17.3412413,142.9,23.96,-0.301,-0.064,1.027,1,-0.09,-0.62,-5.44
673,2025-10-19T15:09:48.400Z,53.8232828,17.3412377,142.9,23.56,-0.320,-0.094,1.021,1,-0.01,-0.84,-5.92
674,2025-10-19T15:09:48.440Z,53.8232818,17.3412341,142.9,23.29,-0.333,-0.134,1.012,1,0.10,-0.97,-6.73
675,2025-10-19T15:09:48.480Z,53.8232809,17.3412306,142.9,22.87,-0.343,-0.178,1.011,1,0.19,-0.99,-8.04
676,2025-10-19T15:09:48.520Z,53.8232802,17.3412272,143.0,22.22,-0.353,-0.217,1.021,1,0.18,-0.94,-9.90
677,2025-10-19T15:09:48.560Z,53.8232795,17.3412237,142.9,22.17,-0.360,-0.239,1.024,1,0.20,-0.91,-11.99
