Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Run,GyroX,GyroY,GyroZ
114,2025-10-19T15:09:15.360Z,53.8233548,17.3411696,143.7,0.78,-0.042,-0.005,0.999,1,-0.01,0.01,-0.22
115,2025-10-19T15:09:15.400Z,53.8233549,17.3411697,143.7,0.84,-0.042,-0.006,1.000,1,0.00,0.02,-0.24
116,2025-10-19T15:09:15.440Z,53.8233549,17.3411699,143.7,0.58,-0.041,-0.006,1.000,1,0.01,0.02,-0.25
117,2025-10-19T15:09:15.480Z,53.8233549,17.3411700,143.7,0.64,-0.041,-0.004,1.001,1,0.01,0.03,-0.25
118,2025-10-19T15:09:15.520Z,53.8233549,17.3411701,143.7,0.84,-0.040,-0.005,1.002,1,0.00,0.03,-0.24
119,2025-10-19T15:09:15.560Z,53.8233549,17.3411703,143.7,0.64,-0.039,-0.005,1.002,1,0.00,0.02,-0.23
120,2025-10-19T15:09:15.600Z,53.8233549,17.3411704,143.7,0.85,-0.037,-0.005,1.002,1,0.00,0.01,-0.23
121,2025-10-19T15:09:15.640Z,53.8233550,17.3411706,143.7,0.85,-0.036,-0.005,1.002,1,0.00,0.01,-0.22
122,2025-10-19T15:09:15.680Z,53.8233550,17.3411707,143.7,1.03,-0.035,-0.005,1.002,1,0.03,0.02,-0.22
123,2025-10-19T15:09:15.720Z,53.8233551,17.3411709,143.7,0.84,-0.035,-0.002,1.003,1,0.03,0.02,-0.22
124,2025-10-19T15:09:15.760Z,53.8233551,17.3411709,143.7,0.83,-0.036,-0.001,1.003,1,0.02,0.02,-0.22
125,2025-10-19T15:09:15.800Z,53.8233551,17.3411712,143.7,0.72,-0.037,0.000,1.003,1,0.00,0.03,-0.21
126,2025-10-19T15:09:15.840Z,53.8233550,17.3411712,143.7,0.70,-0.039,0.000,1.003,1,-0.04,0.02,-0.20
127,2025-10-19T15:09:15.880Z,53.8233550,17.3411713,143.7,0.63,-0.040,0.000,1.002,1,-0.07,0.01,-0.19
128,2025-10-19T15:09:15.920Z,53.8233550,17.3411714,143.7,0.38,-0.042,-0.001,1.002,1,-0.08,0.00,-0.18
129,2025-10-19T15:09:15.960Z,53.8233550,17.3411715,143.7,0.54,-0.043,-0.002,1.002,1,-0.06,0.00,-0.16
130,2025-10-19T15:09:16.040Z,53.8233550,17.3411718,143.7,0.65,-0.042,-0.002,1.002,1,-0.03,0.01,-0.12
131,2025-10-19T15:09:16.080Z,53.8233549,17.3411718,143.7,0.40,-0.041,-0.002,1.002,1,-0.01,0.01,-0.08
132,2025-10-19T15:09:16.120Z,53.8233548,17.3411718,143.7,0.38,-0.037,-0.002,1.003,1,0.00,0.01,-0.04
133,2025-10-19T15:09:16.600Z,53.8233548,17.3411723,143.7,0.90,0.017,-0.005,1.001,1,0.03,-0.02,-0.10
134,2025-10-19T15:09:16.640Z,53.8233547,17.3411724,143.7,1.04,0.011,-0.005,1.001,1,0.02,-0.01,-0.14
135,2025-10-19T15:09:16.680Z,53.8233548,17.3411725,143.7,0.71,0.002,-0.005,1.001,1,0.01,0.00,-0.18
136,2025-10-19T15:09:16.720Z,53.8233548,17.3411725,143.7,0.46,-0.008,-0.005,1.001,1,0.00,0.00,-0.20
137,2025-10-19T15:09:16.760Z,53.8233548,17.3411726,143.7,0.49,-0.019,-0.004,1.002,1,0.00,0.00,-0.20
138,2025-10-19T15:09:16.800Z,53.8233548,17.3411728,143.7,0.35,-0.027,-0.003,1.002,1,-0.01,0.00,-0.18
139,2025-10-19T15:09:16.840Z,53.8233548,17.3411728,143.7,0.33,-0.034,-0.002,1.002,1,-0.01,0.00,-0.15
140,2025-10-19T15:09:16.880Z,53.8233548,17.3411727,143.7,0.28,-0.038,-0.002,1.002,1,-0.01,0.00,-0.11
141,2025-10-19T15:09:16.920Z,53.8233548,17.3411727,143.7,0.17,-0.040,-0.002,1.002,1,-0.01,0.01,-0.08
142,2025-10-19T15:09:16.960Z,53.8233548,17.3411727,143.7,0.31,-0.038,-0.001,1.002,1,-0.01,0.01,-0.06
143,2025-10-19T15:09:17.040Z,53.8233547,17.3411727,143.7,0.44,-0.032,-0.002,1.002,1,0.00,0.00,-0.04
144,2025-10-19T15:09:17.080Z,53.8233547,17.3411727,143.7,0.35,-0.025,-0.002,1.003,1,0.00,0.00,-0.02
145,2025-10-19T15:09:26.400Z,53.8233548,17.3411719,143.0,0.95,0.301,-0.013,1.008,1,0.09,-1.38,-0.33
146,2025-10-19T15:09:26.440Z,53.8233548,17.3411721,143.0,1.62,0.368,-0.016,0.986,1,-0.01,-0.93,-0.55
147,2025-10-19T15:09:26.480Z,53.8233549,17.3411727,143.0,2.68,0.391,-0.022,0.980,1,-0.03,-0.21,-0.91
148,2025-10-19T15:09:26.520Z,53.8233550,17.3411733,143.0,3.59,0.395,-0.028,0.985,1,-0.06,0.21,-1.37
149,2025-10-19T15:09:26.560Z,53.8233551,17.3411741,143.0,4.01,0.391,-0.027,0.995,1,0.03,0.08,-1.94
150,2025-10-19T15:09:26.600Z,53.8233551,17.3411748,143.0,4.25,0.393,-0.032,1.001,1,0.21,-0.21,-2.58
151,2025-10-19T15:09:26.640Z,53.8233552,17.3411756,143.0,4.73,0.414,-0.028,1.010,1,0.24,-0.47,-3.26
152,2025-10-19T15:09:26.680Z,53.8233553,17.3411765,143.0,5.00,0.436,-0.024,1.005,1,0.20,-0.69,-3.91
153,2025-10-19T15:09:26.720Z,53.8233555,17.3411776,143.0,5.90,0.448,-0.031,0.999,1,0.25,-0.67,-4.55
154,2025-10-19T15:09:26.760Z,53.8233557,17.3411787,143.0,6.32,0.456,-0.034,0.999,1,0.01,-0.61,-5.14
155,2025-10-19T15:09:26.800Z,53.8233559,17.3411799,143.0,7.05,0.467,-0.026,1.000,1,-0.18,-0.71,-5.70
156,2025-10-19T15:09:26.840Z,53.8233559,17.3411811,143.0,7.65,0.479,-0.020,1.002,1,-0.11,-0.98,-6.19
157,2025-10-19T15:09:26.880Z,53.8233562,17.3411826,143.0,8.13,0.498,-0.023,1.001,1,-0.04,-1.22,-6.53
158,2025-10-19T15:09:26.920Z,53.8233564,17.3411841,143.0,8.70,0.519,-0.011,1.000,1,-0.14,-1.27,-6.71
159,2025-10-19T15:09:26.960Z,53.8233567,17.3411858,143.0,9.85,0.541,-0.011,1.001,1,-0.03,-1.18,-6.55
160,2025-10-19T15:09:27.040Z,53.8233571,17.3411894,143.0,11.22,0.555,-0.011,1.008,1,0.04,-1.04,-5.96
161,2025-10-19T15:09:27.080Z,53.8233575,17.3411915,143.0,12.38,0.577,-0.012,1.006,1,0.00,-0.97,-5.10
162,2025-10-19T15:09:27.120Z,53.8233579,17.3411938,143.0,12.69,0.600,0.000,1.000,1,0.23,-0.89,-4.06
163,2025-10-19T15:09:27.160Z,53.8233583,17.3411961,143.0,13.71,0.621,0.006,1.006,1,0.35,-0.72,-2.65
164,2025-10-19T15:09:27.200Z,53.8233587,17.3411985,143.0,14.78,0.640,0.020,1.004,1,0.23,-0.58,-1.11
165,2025-10-19T15:09:27.240Z,53.8233590,17.3412012,143.0,15.57,0.654,0.045,0.997,1,0.05,-0.36,0.61
166,2025-10-19T15:09:27.280Z,53.8233595,17.3412040,143.0,16.45,0.659,0.058,1.001,1,0.15,-0.16,2.49
167,2025-10-19T15:09:27.320Z,53.8233601,17.3412069,143.0,17.53,0.666,0.055,0.993,1,0.02,0.01,4.42
168,2025-10-19T15:09:27.360Z,53.8233608,17.3412100,143.0,18.31,0.671,0.043,0.981,1,-0.19,0.24,6.08
169,2025-10-19T15:09:27.400Z,53.8233614,17.3412131,143.0,19.12,0.673,0.009,0.983,1,-0.12,0.47,7.13
170,2025-10-19T15:09:27.440Z,53.8233619,17.3412164,143.0,19.77,0.681,-0.040,0.988,1,0.17,0.55,7.33
171,2025-10-19T15:09:27.480Z,53.8233625,17.3412198,143.0,20.75,0.691,-0.067,0.989,1,-0.02,0.58,6.90
172,2025-10-19T15:09:27.520Z,53.8233631,17.3412236,143.0,21.76,0.698,-0.064,0.990,1,0.23,0.55,6.09
173,2025-10-19T15:09:27.560Z,53.8233637,17.3412273,143.0,22.67,0.710,-0.035,0.988,1,0.52,0.56,5.50
174,2025-10-19T15:09:27.600Z,53.8233643,17.3412312,143.0,23.56,0.716,-0.010,0.989,1,0.36,0.59,5.54
175,2025-10-19T15:09:27.640Z,53.8233649,17.3412353,143.0,24.57,0.721,0.027,0.989,1,0.18,0.52,6.16
176,2025-10-19T15:09:27.680Z,53.8233655,17.3412395,142.9,25.54,0.730,0.036,0.998,1,0.24,0.39,7.21
177,2025-10-19T15:09:27.720Z,53.8233664,17.3412440,142.9,26.85,0.741,-0.001,1.009,1,0.15,0.09,8.09
178,2025-10-19T15:09:27.760Z,53.8233673,17.3412486,142.9,27.84,0.749,-0.039,1.020,1,-0.07,-0.31,8.19
179,2025-10-19T15:09:27.800Z,53.8233680,17.3412533,142.9,28.53,0.762,-0.077,1.024,1,0.00,-0.81,7.34
180,2025-10-19T15:09:27.840Z,53.8233688,17.3412583,142.9,29.53,0.775,-0.128,1.014,1,0.18,-1.22,5.35
181,2025-10-19T15:09:27.880Z,53.8233696,17.3412633,143.0,30.21,0.786,-0.146,1.000,1,-0.06,-1.45,2.63
182,2025-10-19T15:09:27.920Z,53.8233705,17.3412686,143.0,31.37,0.801,-0.150,0.992,1,-0.03,-1.44,-0.44
183,2025-10-19T15:09:27.960Z,53.8233711,17.3412739,142.9,32.66,0.814,-0.156,0.984,1,0.26,-1.18,-4.08
184,2025-10-19T15:09:28.040Z,53.8233729,17.3412855,142.9,35.35,0.818,-0.105,1.004,1,0.80,-1.02,-7.40
185,2025-10-19T15:09:28.080Z,53.8233738,17.3412919,143.0,36.66,0.822,-0.030,1.023,1,0.98,-1.16,-9.27
186,2025-10-19T15:09:28.120Z,53.8233747,17.3412982,143.0,37.49,0.833,0.066,1.012,1,1.52,-1.54,-9.41
187,2025-10-19T15:09:28.160Z,53.8233756,17.3413045,143.0,38.33,0.857,0.146,0.952,1,1.76,-1.37,-7.40
188,2025-10-19T15:09:28.200Z,53.8233769,17.3413110,143.0,39.38,0.880,0.217,0.891,1,1.67,-0.20,-3.47
189,2025-10-19T15:09:28.240Z,53.8233781,17.3413176,143.0,40.37,0.891,0.187,0.835,1,1.26,1.98,1.06
190,2025-10-19T15:09:28.280Z,53.8233794,17.3413243,142.9,41.70,0.852,0.110,0.861,1,0.94,4.32,4.63
191,2025-10-19T15:09:28.320Z,53.8233806,17.3413314,142.9,43.27,0.801,0.013,0.932,1,0.29,4.86,6.52
192,2025-10-19T15:09:28.360Z,53.8233817,17.3413387,142.9,44.09,0.769,-0.072,1.007,1,0.31,3.51,6.27
193,2025-10-19T15:09:28.400Z,53.8233827,17.3413463,142.9,45.05,0.787,-0.120,1.053,1,0.54,0.95,4.60
194,2025-10-19T15:09:28.440Z,53.8233839,17.3413539,142.9,46.14,0.847,-0.094,1.060,1,0.78,-1.45,2.44
195,2025-10-19T15:09:28.480Z,53.8233852,17.3413617,142.9,47.28,0.909,-0.062,1.020,1,0.80,-2.43,0.47
196,2025-10-19T15:09:28.520Z,53.8233864,17.3413697,142.9,48.74,0.938,-0.045,0.975,1,0.88,-1.78,-1.12
197,2025-10-19T15:09:28.560Z,53.8233877,17.3413781,142.9,50.12,0.924,-0.015,0.953,1,0.16,-0.50,-2.24
198,2025-10-19T15:09:28.600Z,53.8233891,17.3413866,142.9,51.13,0.894,-0.037,0.959,1,-0.72,0.61,-3.25
199,2025-10-19T15:09:28.640Z,53.8233906,17.3413952,142.9,51.90,0.871,-0.079,0.977,1,-1.42,1.02,-4.74
200,2025-10-19T15:09:28.680Z,53.8233919,17.3414040,142.9,53.27,0.867,-0.134,1.007,1,-1.99,0.51,-6.56
201,2025-10-19T15:09:28.720Z,53.8233935,17.3414132,142.9,54.70,0.889,-0.169,1.029,1,-2.10,-0.44,-8.66
202,2025-10-19T15:09:28.760Z,53.8233949,17.3414225,142.9,56.20,0.930,-0.201,1.021,1,-2.08,-1.27,-10.47
203,2025-10-19T15:09:28.800Z,53.8233960,17.3414321,142.9,57.42,0.968,-0.225,0.983,1,-1.50,-1.31,-11.55
204,2025-10-19T15:09:28.840Z,53.8233973,17.3414419,142.9,58.47,0.967,-0.221,0.964,1,-0.84,-0.57,-11.52
